"EC_number","Cofactor","Organism","LigandID","Commentary","Literature"
"1.1.1.36","NADPH","Rattus norvegicus",5,"","286617, 286618"
"1.1.1.36","NADPH","Pigeon",5,"specific for","286615, 286619"
"1.1.1.36","NADPH","Zoogloea ramigera",5,"absolute specificity; B-specific, i.e. transfer of pro-S-hydrogen from NADPH to acetoacetyl-CoA; specific for",286620
"1.1.1.36","NADPH","Azotobacter beijerinckii",5,"preferentially",286621
"1.1.1.36","NADPH","Cupriavidus necator",5,"preferentially",286621
"1.1.1.36","NADPH","Syntrophomonas wolfei",5,"",286621
"1.1.1.36","NADPH","Zoogloea ramigera",5,"specific for","286619, 286621"
"1.1.1.36","NADPH","Azotobacter vinelandii",5,"",286622
"1.1.1.36","NADPH","Methylobacterium extorquens",5,"absolute specificity",286622
"1.1.1.36","NADPH","Zoogloea ramigera",5,"absolute specificity",286622
"1.1.1.36","NADPH","Methylobacterium rhodesianum",5,"","286622, 286623"
"1.1.1.36","NADPH","Rhodococcus ruber",5,"",286623
"1.1.1.36","NADPH","Zoogloea ramigera",5,"","286614, 286623"
"1.1.1.36","NADPH","Cupriavidus necator",5,"","286622, 684617, 687159"
"1.1.1.36","NADPH","Cupriavidus necator",5,"dependent on","656318, 689821"
"1.1.1.36","NADPH","Haloarcula hispanica",5,"",701808
"1.1.1.37","3-acetylpyridine adenine dinucleotide","Taenia solium",904,"about 30% of the activity with NADH",722201
"1.1.1.37","3-acetylpyridine-adenine dinucleotide","Plasmodium falciparum",5483,"",700146
"1.1.1.37","more","Triticum aestivum",2,"no detectable activity with NADPH and NADP+",654907
"1.1.1.37","more","Plasmodium falciparum",2,"cannot use NADP+ and NADPH as cofactor",655488
"1.1.1.37","more","Pyrobaculum islandicum",2,"no activity with malate and NADP+",686623
"1.1.1.37","more","Clonorchis sinensis",2,"no activity with NADP(H)",689325
"1.1.1.37","more","Taenia solium",2,"can also use 3-acetylpyridine-adenine and nicotinamide guanine as cofactors but with less specificity than NAD+",700562
"1.1.1.37","more","Taenia solium",2,"no activity with NADPH",722201
"1.1.1.37","more","Streptomyces avermitilis",2,"the recombinant SaMDH may also use NADPH as a cofactor although it is a highly NAD(H)-specific enzyme, no activity with malate and NADP+ as substrates",723141
"1.1.1.37","NAD+","Rhodobacter capsulatus",7,"can not be replaced by NADP+",286657
"1.1.1.37","NAD+","Thermoplasma acidophilum",7,"purified enzyme shows activity with both coenzymes",286659
"1.1.1.37","NAD+","Sulfolobus acidocaldarius",7,"","286659, 286660"
"1.1.1.37","NAD+","Thermoplasma acidophilum",7,"",286660
"1.1.1.37","NAD+","Syntrophobacter fumaroxidans",7,"",286669
"1.1.1.37","NAD+","Haemophilus parasuis",7,"NADP+ does not serve as a coenzyme",286671
"1.1.1.37","NAD+","Ananas comosus",7,"no detectable activity with NADP+",286676
"1.1.1.37","NAD+","Triticum aestivum",7,"",654907
"1.1.1.37","NAD+","Beggiatoa leptomitiformis",7,"",654915
"1.1.1.37","NAD+","Hoplias malabaricus",7,"",655141
"1.1.1.37","NAD+","Plasmodium falciparum",7,"",655488
"1.1.1.37","NAD+","Moritella sp.",7,"",655635
"1.1.1.37","NAD+","Corynebacterium glutamicum",7,"",656320
"1.1.1.37","NAD+","Archaeoglobus fulgidus",7,"",656533
"1.1.1.37","NAD+","Chloroflexus aurantiacus",7,"",656541
"1.1.1.37","NAD+","Sphyraena idiastes",7,"",656579
"1.1.1.37","NAD+","Echinococcus granulosus",7,"",656753
"1.1.1.37","NAD+","Mesembryanthemum crystallinum",7,"",656923
"1.1.1.37","NAD+","Aptenia cordifolia",7,"",657090
"1.1.1.37","NAD+","Macromonas bipunctata",7,"",667240
"1.1.1.37","NAD+","Vulcanithermus mediatlanticus",7,"",667240
"1.1.1.37","NAD+","Flavobacterium frigidimaris",7,"the relative activity for NAD+ to that of NADP+ is about 43.9%. pro-R stereospecificity for hydrogen transfer at the C4 position of the nicotinamide moiety of the coenzyme",668012
"1.1.1.37","NAD+","Sulfolobus acidocaldarius",7,"A-side stereospecificity",678015
"1.1.1.37","NAD+","Thermoplasma acidophilum",7,"A-side stereospecificity",678015
"1.1.1.37","NAD+","Flavobacterium frigidimaris",7,"dependent on",684191
"1.1.1.37","NAD+","Haloarcula marismortui",7,"",685420
"1.1.1.37","NAD+","Pyrobaculum islandicum",7,"dependent on; preferred cofactor",686623
"1.1.1.37","NAD+","Saccharomyces cerevisiae",7,"dependent on",686953
"1.1.1.37","NAD+","Pontonia pinnophylax",7,"",688101
"1.1.1.37","NAD+","Clonorchis sinensis",7,"dependent on",689325
"1.1.1.37","NAD+","Arabidopsis thaliana",7,"dependent on",689534
"1.1.1.37","NAD+","Escherichia coli",7,"","685734, 695389"
"1.1.1.37","NAD+","Rhodobacter sphaeroides",7,"",696372
"1.1.1.37","NAD+","Geophagus brasiliensis",7,"",698113
"1.1.1.37","NAD+","Lottia austrodigitalis",7,"",699253
"1.1.1.37","NAD+","Lottia digitalis",7,"",699253
"1.1.1.37","NAD+","Lottia gigantea",7,"",699253
"1.1.1.37","NAD+","Lottia pelta",7,"",699253
"1.1.1.37","NAD+","Lottia scabra",7,"",699253
"1.1.1.37","NAD+","Lottia scutum",7,"",699253
"1.1.1.37","NAD+","Mucor circinelloides f. lusitanicus",7,"",700068
"1.1.1.37","NAD+","Phytophthora infestans",7,"",700338
"1.1.1.37","NAD+","Taenia solium",7,"",700562
"1.1.1.37","NAD+","Arabidopsis thaliana",7,"",700816
"1.1.1.37","NAD+","Solanum lycopersicum",7,"dependent on",700824
"1.1.1.37","NAD+","Streptomyces coelicolor",7,"dependent on and specific for",711519
"1.1.1.37","NAD+","Sus scrofa",7,"","656883, 696067, 699484, 711909, 712915"
"1.1.1.37","NAD+","Malus domestica",7,"","712865, 713301"
"1.1.1.37","NAD+","Arabidopsis thaliana",7,"",713318
"1.1.1.37","NAD+","Sulfolobus acidocaldarius",7,"the binding domain for NAD(H) is localized at the N-terminal part of the polypeptide chain",719474
"1.1.1.37","NAD+","Yarrowia lipolytica",7,"",721236
"1.1.1.37","NAD+","Archaeoglobus fulgidus",7,"no oxidation of malate with NADP+ as coenzyme",721445
"1.1.1.37","NAD+","Taenia solium",7,"",722201
"1.1.1.37","NAD+","Brassica oleracea",7,"",723059
"1.1.1.37","NAD+","Spinacia oleracea",7,"","701147, 723059"
"1.1.1.37","NAD+","Streptomyces avermitilis",7,"",723141
"1.1.1.37","NAD+","Zea mays",7,"","723059, 723482"
"1.1.1.37","NAD+","Homo sapiens",7,"","697179, 712850, 723540"
"1.1.1.37","NAD+","Ceratonia siliqua",7,"",723710
"1.1.1.37","NADH","Sulfolobus acidocaldarius",8,"A-side stereospecificity",286660
"1.1.1.37","NADH","Haloarcula marismortui",8,"",654906
"1.1.1.37","NADH","Salinibacter ruber",8,"",654906
"1.1.1.37","NADH","Triticum aestivum",8,"",654907
"1.1.1.37","NADH","Beggiatoa leptomitiformis",8,"",654915
"1.1.1.37","NADH","Hoplias malabaricus",8,"",655141
"1.1.1.37","NADH","Rasamsonia emersonii",8,"",655486
"1.1.1.37","NADH","Plasmodium falciparum",8,"",655488
"1.1.1.37","NADH","Moritella sp.",8,"",655635
"1.1.1.37","NADH","Corynebacterium glutamicum",8,"almost equally active both for NADH and NADPH on the bases of the turnover number values at pH 6.5, which is optimal for both coenzymes",656320
"1.1.1.37","NADH","Chloroflexus aurantiacus",8,"",656541
"1.1.1.37","NADH","Sphyraena idiastes",8,"",656579
"1.1.1.37","NADH","Echinococcus granulosus",8,"",656753
"1.1.1.37","NADH","Mesembryanthemum crystallinum",8,"",656923
"1.1.1.37","NADH","Aptenia cordifolia",8,"",657090
"1.1.1.37","NADH","Macromonas bipunctata",8,"",667240
"1.1.1.37","NADH","Vulcanithermus mediatlanticus",8,"",667240
"1.1.1.37","NADH","Thermus thermophilus",8,"",667446
"1.1.1.37","NADH","Flavobacterium frigidimaris",8,"pro-R stereospecificity for hydrogen transfer at the C4 position of the nicotinamide moiety of the coenzyme",668012
"1.1.1.37","NADH","Rattus norvegicus",8,"",668125
"1.1.1.37","NADH","Sulfolobus acidocaldarius",8,"",678015
"1.1.1.37","NADH","Thermoplasma acidophilum",8,"",678015
"1.1.1.37","NADH","Flavobacterium frigidimaris",8,"dependent on",684191
"1.1.1.37","NADH","Escherichia coli",8,"",685734
"1.1.1.37","NADH","Pyrobaculum islandicum",8,"dependent on; preferred cofactor",686623
"1.1.1.37","NADH","Saccharomyces cerevisiae",8,"dependent on",686953
"1.1.1.37","NADH","Pontonia pinnophylax",8,"",688101
"1.1.1.37","NADH","Clonorchis sinensis",8,"dependent on",689325
"1.1.1.37","NADH","Arabidopsis thaliana",8,"dependent on",689534
"1.1.1.37","NADH","Candida albicans",8,"",691578
"1.1.1.37","NADH","Malassezia pachydermatis",8,"",691578
"1.1.1.37","NADH","Saccharomyces cerevisiae",8,"",691578
"1.1.1.37","NADH","Plasmodium falciparum",8,"",700146
"1.1.1.37","NADH","Streptomyces coelicolor",8,"dependent on and specific for",711519
"1.1.1.37","NADH","Sus scrofa",8,"","656579, 656883, 711909, 712915"
"1.1.1.37","NADH","Malus domestica",8,"","712865, 713301"
"1.1.1.37","NADH","Arabidopsis thaliana",8,"",713318
"1.1.1.37","NADH","Sulfolobus acidocaldarius",8,"the binding domain for NAD(H) is localized at the N-terminal part of the polypeptide chain",719474
"1.1.1.37","NADH","Archaeoglobus fulgidus",8,"maximal activity with NADPH is 10% compared to the activity with NADH",721445
"1.1.1.37","NADH","Taenia solium",8,"; specific for NADH",722201
"1.1.1.37","NADH","Brassica oleracea",8,"",723059
"1.1.1.37","NADH","Spinacia oleracea",8,"",723059
"1.1.1.37","NADH","Streptomyces avermitilis",8,"",723141
"1.1.1.37","NADH","Zea mays",8,"","723059, 723482"
"1.1.1.37","NADH","Homo sapiens",8,"","712850, 723540"
"1.1.1.37","NADH","Ceratonia siliqua",8,"",723710
"1.1.1.37","NADH","Haloarcula marismortui",8,"","685420, 726927, 727406, 728129"
"1.1.1.37","NADP+","Thermoplasma acidophilum",10,"purified enzyme shows activity with both coenzymes",286659
"1.1.1.37","NADP+","Sulfolobus acidocaldarius",10,"","286659, 286660"
"1.1.1.37","NADP+","Thermoplasma acidophilum",10,"",286660
"1.1.1.37","NADP+","Syntrophobacter fumaroxidans",10,"low activity with",286669
"1.1.1.37","NADP+","Corynebacterium glutamicum",10,"",656320
"1.1.1.37","NADP+","Flavobacterium frigidimaris",10,"the relative activity for NAD+ to that of NADP+ is about 43.9%. No activity with NADPH",668012
"1.1.1.37","NADP+","Pyrobaculum islandicum",10,"10% of the activity with NAD+",686623
"1.1.1.37","NADPH","Sulfolobus acidocaldarius",5,"A-side stereospecificity",286660
"1.1.1.37","NADPH","Corynebacterium glutamicum",5,"almost equally active both for NADH and NADPH on the bases of the turnover number values at pH 6.5, which is optimal for both coenzymes",656320
"1.1.1.37","NADPH","Thermus thermophilus",5,"mutant EX7 with altered coenzyme specificity from NADH towards NADPH",667446
"1.1.1.37","NADPH","Pyrobaculum islandicum",5,"10% of the activity with NADH; less than 10% of maximal activity with NADH",686623
"1.1.1.37","NADPH","Archaeoglobus fulgidus",5,"maximal activity with NADPH is 10% compared to the activity with NADH",721445
"1.1.1.38","NAD+","Mangifera indica",7,"",286679
"1.1.1.38","NAD+","Schizosaccharomyces pombe",7,"",286680
"1.1.1.38","NAD+","Sinorhizobium meliloti",7,"","286677, 286682"
"1.1.1.38","NAD+","Atriplex spongiosa",7,"",286683
"1.1.1.38","NAD+","Urochloa panicoides",7,"",286683
"1.1.1.38","NAD+","Escherichia coli",7,"","286688, 286689, 286690"
"1.1.1.38","NAD+","Digitaria sanguinalis",7,"",286691
"1.1.1.38","NAD+","Eleusine indica",7,"",286691
"1.1.1.38","NAD+","Eriochloa borumensis",7,"",286691
"1.1.1.38","NAD+","Megathyrsus maximus",7,"",286691
"1.1.1.38","NAD+","Panicum miliaceum",7,"","286683, 286691"
"1.1.1.38","NAD+","Zea mays",7,"",286691
"1.1.1.38","NAD+","Agrobacterium tumefaciens",7,"",286692
"1.1.1.38","NAD+","Citrobacter freundii",7,"",286692
"1.1.1.38","NAD+","Clostridium tetanomorphum",7,"",286692
"1.1.1.38","NAD+","Enterobacter aerogenes",7,"",286692
"1.1.1.38","NAD+","Erwinia aroidea",7,"",286692
"1.1.1.38","NAD+","Escherichia coli B",7,"",286692
"1.1.1.38","NAD+","Escherichia coli K-12",7,"",286692
"1.1.1.38","NAD+","Proteus vulgaris",7,"",286692
"1.1.1.38","NAD+","Leuconostoc mesenteroides",7,"",286695
"1.1.1.38","NAD+","Saccharomyces cerevisiae",7,"",286696
"1.1.1.38","NAD+","Escherichia coli W",7,"","286692, 286694, 286697"
"1.1.1.38","NAD+","Rattus norvegicus",7,"",286698
"1.1.1.38","NAD+","Lactobacillus plantarum",7,"","286695, 286699"
"1.1.1.38","NAD+","Amaranthus cruentus",7,"",656977
"1.1.1.38","NAD+","Portulaca oleracea",7,"",656983
"1.1.1.38","NAD+","Ascaris suum",7,"","286678, 286681, 286684, 286685, 286686, 286687, 286693, 685215"
"1.1.1.38","NAD+","Escherichia coli K-12",7,"dependent on",689861
"1.1.1.38","NAD+","Homo sapiens",7,"dual cofactor specificity for NAD+ and NADP+, but shows higher affinity for NAD+, mitochondrial malic enzyme ME2 activity is one-third to one-half as active in the presence of a saturating concentration of NADP+ compared to a saturating concentration of NAD+",695884
"1.1.1.38","NAD+","Mus musculus",7,"dual cofactor specificity for NAD+ and NADP+, but shows higher affinity for NAD+, mitochondrial malic enzyme ME2 activity is one-third to one-half as active in the presence of a saturating concentration of NADP+ compared to a saturating concentration of NAD+",695884
"1.1.1.38","NAD+","Rattus norvegicus",7,"dual cofactor specificity for NAD+ and NADP+, but shows higher affinity for NAD+, mitochondrial malic enzyme ME2 activity is one-third to one-half as active in the presence of a saturating concentration of NADP+ compared to a saturating concentration of NAD+",695884
"1.1.1.38","NAD+","Brevundimonas diminuta",7,"",699052
"1.1.1.38","NAD+","Escherichia coli",7,"",721800
"1.1.1.B38","NAD+","Archaeoglobus fulgidus",7,"slight preference for NAD(H) versus NADP(H). Optimal activity using NADP(H) occurrs at a pH from 1 to 3 units more acidic than that observed using NAD(H). Each coenzyme acts as a competitive inhibitor of the other",723732
"1.1.1.B38","NADH","Archaeoglobus fulgidus",8,"slight preference for NAD(H) versus NADP(H). Optimal activity using NADP(H) occurrs at a pH from 1 to 3 units more acidic than that observed using NAD(H). Each coenzyme acts as a competitive inhibitor of the other",723732
"1.1.1.38","NADP+","Sinorhizobium meliloti",10,"",286677
"1.1.1.38","NADP+","Saccharomyces cerevisiae",10,"",286696
"1.1.1.38","NADP+","Escherichia coli W",10,"2% activity",286697
"1.1.1.B38","NADP+","Archaeoglobus fulgidus",10,"slight preference for NAD(H) versus NADP(H). Optimal activity using NADP(H) occurrs at a pH from 1 to 3 units more acidic than that observed using NAD(H). Each coenzyme acts as a competitive inhibitor of the other",723732
"1.1.1.B38","NADPH","Archaeoglobus fulgidus",5,"slight preference for NAD(H) versus NADP(H). Optimal activity using NADP(H) occurrs at a pH from 1 to 3 units more acidic than that observed using NAD(H). Each coenzyme acts as a competitive inhibitor of the other",723732
"1.1.1.39","more","Ascaris suum",2,"binding site structure of NADH",656163
"1.1.1.39","more","Ascaris suum",2,"Arg181 is within hydrogen bonding distance of the 1-carboxylate of malate in the active site of the enzyme and interacts with the carboxamide side chain of the nicotinamide ring of NADH, but not with NAD+",685123
"1.1.1.39","more","Rhodopseudomonas palustris",2,"the enzyme uses both NAD+ and NADP+",711524
"1.1.1.39","NAD+","Sinorhizobium meliloti",7,"cofactor",286706
"1.1.1.39","NAD+","Amaranthus retroflexus",7,"cofactor",286708
"1.1.1.39","NAD+","Crassula argentea",7,"cofactor","286700, 286702, 286703, 286707, 286709"
"1.1.1.39","NAD+","Solanum tuberosum",7,"cofactor","286700, 286701, 286702, 286704, 286710"
"1.1.1.39","NAD+","Brassica oleracea",7,"cofactor","286700, 286704, 286705, 286711"
"1.1.1.39","NAD+","Apis mellifera",7,"cofactor",286712
"1.1.1.39","NAD+","Glossina austeni",7,"cofactor",286712
"1.1.1.39","NAD+","Glossina longipennis",7,"cofactor",286712
"1.1.1.39","NAD+","Glossina morsitans",7,"cofactor",286712
"1.1.1.39","NAD+","Glossina pallidipes",7,"cofactor",286712
"1.1.1.39","NAD+","Heliocarpus sp.",7,"cofactor",286712
"1.1.1.39","NAD+","Odontotermes sp.",7,"cofactor",286712
"1.1.1.39","NAD+","Periplaneta americana",7,"cofactor",286712
"1.1.1.39","NAD+","Sarcophaga sp.",7,"cofactor",286712
"1.1.1.39","NAD+","Schistocerca gregaria",7,"cofactor",286712
"1.1.1.39","NAD+","Spodoptera exempta",7,"cofactor",286712
"1.1.1.39","NAD+","Amaranthus edulis",7,"cofactor",286713
"1.1.1.39","NAD+","Atriplex spongiosa",7,"cofactor","286700, 286713"
"1.1.1.39","NAD+","Panicum miliaceum",7,"cofactor",286713
"1.1.1.39","NAD+","Bos taurus",7,"cofactor",286714
"1.1.1.39","NAD+","Gadidae",7,"cofactor",286714
"1.1.1.39","NAD+","Homo sapiens",7,"cofactor",286714
"1.1.1.39","NAD+","salmon",7,"cofactor",286714
"1.1.1.39","NAD+","Oryctolagus cuniculus",7,"cofactor",286715
"1.1.1.39","NAD+","Pseudomonas aeruginosa",7,"cofactor",286716
"1.1.1.39","NAD+","Tritrichomonas suis",7,"cofactor",286717
"1.1.1.39","NAD+","Brevundimonas diminuta",7,"cofactor",286718
"1.1.1.39","NAD+","Vigna unguiculata",7,"cofactor",286719
"1.1.1.39","NAD+","Bradyrhizobium japonicum",7,"cofactor",286720
"1.1.1.39","NAD+","Ascaris suum",7,"binding site structure",654651
"1.1.1.39","NAD+","Ascaris suum",7,"conformational change upon binding",656163
"1.1.1.39","NAD+","Portulaca oleracea",7,"",656983
"1.1.1.39","NAD+","Sinorhizobium meliloti",7,"",669132
"1.1.1.39","NAD+","Ascaris suum",7,"","654623, 654720, 685123"
"1.1.1.39","NAD+","Ascaris suum",7,"binding structure, overview",685215
"1.1.1.39","NAD+","Brevundimonas diminuta",7,"",685678
"1.1.1.39","NAD+","Arabidopsis thaliana",7,"",689604
"1.1.1.39","NAD+","Lactobacillus casei",7,"",710948
"1.1.1.39","NAD+","Rhodopseudomonas palustris",7,"preferred cofactor",711524
"1.1.1.39","NAD+","Arabidopsis thaliana",7,"","689604, 711147, 712417"
"1.1.1.39","NAD+","Arabidopsis thaliana",7,"","711147, 712417"
"1.1.1.39","NAD+","Arabidopsis thaliana",7,"",712417
"1.1.1.39","NAD+","Rattus norvegicus",7,"","687568, 712942"
"1.1.1.39","NAD+","Mnium undulatum",7,"",713212
"1.1.1.39","NAD+","Pilosella officinarum",7,"",713212
"1.1.1.39","NAD+","Polytrichum commune",7,"",713212
"1.1.1.39","NAD+","Polytrichum piliferum",7,"",713212
"1.1.1.39","NAD+","Homo sapiens",7,"","657321, 657362, 685622, 713373"
"1.1.1.39","NAD+","Azorhizobium caulinodans",7,"preferred cofactor",721353
"1.1.1.39","NAD+","Sinorhizobium sp.",7,"",721353
"1.1.1.39","NAD+","Streptomyces coelicolor",7,"dependent on",721357
"1.1.1.39","NAD+","Triticum aestivum",7,"",721778
"1.1.1.39","NAD+","Clupea harengus",7,"dependent on",722082
"1.1.1.39","NAD+","Ascaris suum",7,"His362 is involved in NAD+-specific catalysis of NAD-ME, and residue 314 may interact with the bisphosphate of the NAD+ moiety, structure analysis, overview",723540
"1.1.1.39","NADH","Sinorhizobium meliloti",8,"",669132
"1.1.1.39","NADH","Ascaris suum",8,"","654720, 685123, 685215"
"1.1.1.39","NADH","Homo sapiens",8,"","657362, 685622"
"1.1.1.39","NADH","Brevundimonas diminuta",8,"",685678
"1.1.1.39","NADH","Rattus norvegicus",8,"",687568
"1.1.1.39","NADH","Arabidopsis thaliana",8,"",689604
"1.1.1.39","NADH","Mnium undulatum",8,"",713212
"1.1.1.39","NADH","Pilosella officinarum",8,"",713212
"1.1.1.39","NADH","Polytrichum commune",8,"",713212
"1.1.1.39","NADH","Polytrichum piliferum",8,"",713212
"1.1.1.39","NADH","Clupea harengus",8,"",722082
"1.1.1.39","NADP+","Sinorhizobium meliloti",10,"cofactor",286706
"1.1.1.39","NADP+","Crassula argentea",10,"14% of the activity with NAD+; cofactor",286707
"1.1.1.39","NADP+","Solanum tuberosum",10,"",286710
"1.1.1.39","NADP+","Glossina morsitans",10,"at 1.5% of the activity with NAD+",286712
"1.1.1.39","NADP+","Atriplex spongiosa",10,"15% of the activity with NAD+",286713
"1.1.1.39","NADP+","Oryctolagus cuniculus",10,"",286715
"1.1.1.39","NADP+","Tritrichomonas suis",10,"activity is maximal 65% of the activity with NAD+",286717
"1.1.1.39","NADP+","Brevundimonas diminuta",10,"activity with NADP+ is about twice that measured with NAD+",286718
"1.1.1.39","NADP+","Homo sapiens",10,"","657321, 657362"
"1.1.1.39","NADP+","Rhodopseudomonas palustris",10,"",711524
"1.1.1.39","NADP+","Azorhizobium caulinodans",10,"",721353
"1.1.1.39","NADP+","Sinorhizobium sp.",10,"",721353
"1.1.1.39","NADPH","Homo sapiens",5,"",657362
"1.1.1.40","more","Trichomonas vaginalis",2,"no activity with NAD+",655672
"1.1.1.40","more","Homo sapiens",2,"nucleotide-binding site of c-NADP-ME, sequence comparisons, overview. A series of E314A-containing c-NADP-ME quadruple mutants are changed to NAD+-utilizing enzymes by abrogating NADP+ binding and increasing NAD+ binding",723540
"1.1.1.B40","more","Rattus norvegicus",2,"NADH, no substrate affinity",285958
"1.1.1.40","NAD+","Zea mays",7,"very low activity with",654547
"1.1.1.40","NAD+","Zea mays",7,"the recombinant wild-type enzyme shows a low intrinsic activity with NAD+, best at pH 7.0, mutant A392G shows increased activity with NAD+ compared to the wild-type enzyme",656120
"1.1.1.40","NAD+","Sulfolobus solfataricus",7,"",680589
"1.1.1.40","NAD+","Homo sapiens",7,"poor activity with NAD+ compared to NADP+",723540
"1.1.1.B40","NAD+","Ovis aries aries",7,"isoform 11beta-HSD2",285948
"1.1.1.B40","NAD+","Homo sapiens",7,"clear but not exclusive preference for NAD+",285951
"1.1.1.B40","NAD+","Oryctolagus cuniculus",7,"preferred cofactor",285957
"1.1.1.B40","NAD+","Rattus norvegicus",7,"20 times lower affinity than for NADP+",285958
"1.1.1.B40","NAD+","Felis catus",7,"",654889
"1.1.1.B40","NAD+","Homo sapiens",7,"11beta-HSD2",667151
"1.1.1.B40","NAD+","Rhinella arenarum",7,"isozyme 11beta-HSD2, dependent on",667203
"1.1.1.B40","NAD+","Canis lupus familiaris",7,"",668379
"1.1.1.B40","NAD+","Anguilla japonica",7,"",668426
"1.1.1.B40","NAD+","Sus scrofa",7,"",668505
"1.1.1.B40","NAD+","Homo sapiens",7,"",669907
"1.1.1.B40","NAD+","Sus scrofa",7,"","693882, 695090"
"1.1.1.B40","NAD+","Mus musculus",7,"preferred cofactor of 11beta-HSD2; preferred cofactor of 11beta-HSD2, compared to 11beta-HSD1",696054
"1.1.1.B40","NAD+","Rattus norvegicus",7,"","285956, 667148, 668425, 697286, 699841"
"1.1.1.B40","NAD+","Sus scrofa",7,"levels of cortisol oxidation are comparable in the presence of either NADP+ or NAD+",699847
"1.1.1.B40","NAD+","Mus musculus",7,"","700178, 711737, 712257"
"1.1.1.B40","NAD+","Homo sapiens",7,"","285953, 667152, 667956, 668297, 669706, 670896, 688766, 693544, 697286, 699841, 699842, 700178, 711471, 711737, 712257, 713232"
"1.1.1.B40","NADH","Ovis aries aries",8,"isoform 11beta-HSD2",285948
"1.1.1.B40","NADH","Rattus norvegicus",8,"",667148
"1.1.1.B40","NADH","Homo sapiens",8,"","285949, 285955, 667152"
"1.1.1.B40","NADH","Sus scrofa",8,"",693882
"1.1.1.40","NADP+","Pseudomonas aeruginosa",10,"",286716
"1.1.1.40","NADP+","Pigeon",10,"cofactor; stimulation of decarboxylation of oxaloacetate",286722
"1.1.1.40","NADP+","Anas platyrhynchos",10,"cofactor",286723
"1.1.1.40","NADP+","Gallus gallus",10,"cofactor",286724
"1.1.1.40","NADP+","Sus scrofa",10,"cofactor",286725
"1.1.1.40","NADP+","Streptomyces aureofaciens",10,"cofactor",286729
"1.1.1.40","NADP+","Egeria densa",10,"cofactor",286732
"1.1.1.40","NADP+","Flaveria floridana",10,"cofactor",286732
"1.1.1.40","NADP+","Haloxylon persicum",10,"cofactor",286732
"1.1.1.40","NADP+","Mesembryanthemum crystallinum",10,"cofactor",286732
"1.1.1.40","NADP+","Solanum lycopersicum",10,"cofactor",286732
"1.1.1.40","NADP+","Triticum aestivum",10,"cofactor","286721, 286732"
"1.1.1.40","NADP+","Zea mays",10,"cofactor","286728, 286732"
"1.1.1.40","NADP+","Mangifera indica",10,"cofactor",286733
"1.1.1.40","NADP+","Pigeon",10,"cofactor",286736
"1.1.1.40","NADP+","Corynebacterium glutamicum",10,"cofactor",286739
"1.1.1.40","NADP+","Homo sapiens",10,"cofactor","286734, 286735, 286738, 286741"
"1.1.1.40","NADP+","Ricinus communis",10,"cofactor",286742
"1.1.1.40","NADP+","Pandalus borealis",10,"",286748
"1.1.1.40","NADP+","Ricinus communis",10,"absolutely specific for, no activity with NAD+",654369
"1.1.1.40","NADP+","Zea mays",10,"cofactor specificity is determined by Lys435/Lys436 interacting with the 2'-phosphate group of the ribose ring",654547
"1.1.1.40","NADP+","Aspergillus niger",10,"",655613
"1.1.1.40","NADP+","Trichomonas vaginalis",10,"absolute specific for",655672
"1.1.1.40","NADP+","Zea mays",10,"binding site structure, Arg237 is important for cofactor binding and specificity",656120
"1.1.1.40","NADP+","Flaveria angustifolia",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria bidentis",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria brownii",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria floridana",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria linearis",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria pringlei",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria robusta",10,"specific for",657035
"1.1.1.40","NADP+","Flaveria trinervia",10,"specific for",657035
"1.1.1.40","NADP+","Aptenia cordifolia",10,"specific for, no activity with NAD+",657103
"1.1.1.40","NADP+","Columba sp.",10,"dependent on, 1 cofactor molecule per subunit, binding mode, structure around the binding site at the 2'-phosphate group helps to define the cofactor specificity of the enzyme, Lys362 and Ser346 are involved, molecular mechanism",657292
"1.1.1.40","NADP+","Columba livia",10,"",668573
"1.1.1.40","NADP+","Sinorhizobium meliloti",10,"","286706, 669132"
"1.1.1.40","NADP+","Zea mays",10,"important role of Asp-351, Asp-350 and Glu-327 in the binding of Mg2+ and NADP+",670499
"1.1.1.40","NADP+","Oryza sativa",10,"",670777
"1.1.1.40","NADP+","Sulfolobus solfataricus",10,"",680589
"1.1.1.40","NADP+","Columba sp.",10,"","685000, 685622"
"1.1.1.40","NADP+","Oryza sativa",10,"",685731
"1.1.1.40","NADP+","Nicotiana benthamiana",10,"",686932
"1.1.1.40","NADP+","Triticum aestivum",10,"",687132
"1.1.1.40","NADP+","Escherichia coli",10,"specific for",687342
"1.1.1.40","NADP+","Escherichia coli",10,"no activity with NAD+",687388
"1.1.1.40","NADP+","Escherichia coli",10,"",688314
"1.1.1.40","NADP+","Arabidopsis thaliana",10,"",688456
"1.1.1.40","NADP+","Mortierella alpina",10,"",688860
"1.1.1.40","NADP+","Mucor circinelloides",10,"",688860
"1.1.1.40","NADP+","Mortierella alpina",10,"",689116
"1.1.1.40","NADP+","Hydrilla verticillata",10,"",689392
"1.1.1.40","NADP+","Nicotiana tabacum",10,"",689506
