"EC_number","Organism","LigandID","Literature"
"2.4.1.141","Gallus gallus",114515,639514
"2.4.1.142","Sus scrofa",6714,636889
"2.4.1.142","Glycine max",6714,636890
"2.4.1.142","Glycine max",491,636890
"2.4.1.142","Glycine max",215,636890
"2.4.1.142","Glycine max",430,636890
"2.4.1.142","Glycine max",650,636890
"2.4.1.142","Glycine max",61,636890
"2.4.1.143","Oncorhynchus mykiss",1137,488371
"2.4.1.143","Oncorhynchus mykiss",61,488371
"2.4.1.143","Vigna radiata var. radiata",61,644867
"2.4.1.143","Oncorhynchus mykiss",10897,488371
"2.4.1.144","Homo sapiens",5126,638226
"2.4.1.144","Homo sapiens",6174,638227
"2.4.1.144","Homo sapiens",569,638223
"2.4.1.144","Homo sapiens",2,638217
"2.4.1.144","Homo sapiens",2,638226
"2.4.1.144","Homo sapiens",2,638227
"2.4.1.144","Gallus gallus",61,"488370, 638213"
"2.4.1.144","Rattus norvegicus",61,638214
"2.4.1.144","Homo sapiens",61,"488370, 638214, 638218, 638226, 638227, 638229"
"2.4.1.144","Rattus norvegicus",61,"488370, 638229"
"2.4.1.144","Homo sapiens",1659,638227
"2.4.1.145","Gallus gallus",61,637306
"2.4.1.146","Sus scrofa",61,488370
"2.4.1.147","Rattus norvegicus",114108,638140
"2.4.1.147","Sus scrofa",61,"488370, 638139"
"2.4.1.147","Rattus norvegicus",61,"488370, 638139, 638140"
"2.4.1.148","Homo sapiens",57950,657519
"2.4.1.148","Homo sapiens",17824,657519
"2.4.1.148","Rattus norvegicus",300,638139
"2.4.1.148","Homo sapiens",2354,657519
"2.4.1.148","Homo sapiens",127628,657519
"2.4.1.148","Rattus norvegicus",61,"488370, 638139"
"2.4.1.149","Homo sapiens",4,638575
"2.4.1.149","Homo sapiens",15677,638576
"2.4.1.149","Homo sapiens",441,638576
"2.4.1.149","Homo sapiens",50720,638576
"2.4.1.149","Homo sapiens",2,638575
"2.4.1.149","Homo sapiens",2,638576
"2.4.1.149","Homo sapiens",2296,638576
"2.4.1.149","Homo sapiens",61,638576
"2.4.1.152","Homo sapiens",773,349723
"2.4.1.152","Homo sapiens",2,690813
"2.4.1.152","Homo sapiens",2,703540
"2.4.1.153","Homo sapiens",2435,488620
"2.4.1.153","Homo sapiens",1832,488621
"2.4.1.153","Homo sapiens",61,488621
"2.4.1.155","Rattus norvegicus",135,638549
"2.4.1.155","Rattus norvegicus",12925,638549
"2.4.1.155","Rattus norvegicus",42,638549
"2.4.1.155","Homo sapiens",42,703908
"2.4.1.155","Rattus norvegicus",61,638549
"2.4.1.157","Acholeplasma laidlawii",112160,639549
"2.4.1.157","Acholeplasma laidlawii",113349,639548
"2.4.1.157","Synechocystis sp.",2,703718
"2.4.1.157","Acholeplasma laidlawii",681,639548
"2.4.1.157","Acholeplasma laidlawii",4868,639550
"2.4.1.159","Tulipa hybrid cultivar",63,488625
"2.4.1.159","Tulipa hybrid cultivar",577,488625
"2.4.1.159","Tulipa hybrid cultivar",44,488625
"2.4.1.159","Tulipa hybrid cultivar",2,488625
"2.4.1.162","Bacillus subtilis",2,692116
"2.4.1.162","Bacillus subtilis",55,692116
"2.4.1.163","Mus musculus",2435,638606
"2.4.1.163","Mus musculus",1832,638606
"2.4.1.163","Mus musculus",2296,638606
"2.4.1.163","Mus musculus",61,638606
"2.4.1.164","Mus musculus",2435,638606
"2.4.1.164","Mus musculus",1832,638606
"2.4.1.164","Mus musculus",2296,638606
"2.4.1.164","Mus musculus",61,638606
"2.4.1.165","Sus scrofa",6564,488681
"2.4.1.165","Homo sapiens",61,488678
"2.4.1.165","Homo sapiens",61,488679
"2.4.1.165","Homo sapiens",61,488681
"2.4.1.167","Sesamum indicum",177,488686
"2.4.1.167","Sesamum indicum",2,488686
"2.4.1.168","Pisum sativum",2,488693
"2.4.1.168","Glycine max",1013,488687
"2.4.1.168","Pisum sativum",1013,488689
"2.4.1.168","Glycine max",1013,"488690, 488691"
"2.4.1.170","Glycyrrhiza echinata",2,663180
"2.4.1.173","Physarum polycephalum",63,637766
"2.4.1.173","Digitalis purpurea",63,637770
"2.4.1.173","Asparagus setaceus",63,637773
"2.4.1.173","Solanum melongena",63,690224
"2.4.1.173","Physarum polycephalum",4,637766
"2.4.1.173","Pisum sativum",4,637775
"2.4.1.173","Digitalis purpurea",44042,637770
"2.4.1.173","Physarum polycephalum",45,637766
"2.4.1.173","Physarum polycephalum",21,637766
"2.4.1.173","Digitalis purpurea",21,637770
"2.4.1.173","Pisum sativum",21,637776
"2.4.1.173","Pisum sativum",173,637776
"2.4.1.173","Zea mays",113358,637778
"2.4.1.173","Rhodotorula bogoriensis",69,637769
"2.4.1.173","Zea mays",13405,637779
"2.4.1.173","Physarum polycephalum",1929,637766
"2.4.1.173","Gossypium hirsutum",1929,637777
"2.4.1.173","Solanum melongena",2,690224
"2.4.1.173","Asparagus setaceus",43,637773
"2.4.1.173","Zea mays",215,637768
"2.4.1.173","Pisum sativum",215,637775
"2.4.1.173","Pisum sativum",513,637775
"2.4.1.173","Zea mays",681,637768
"2.4.1.173","Pisum sativum",430,637775
"2.4.1.173","Pisum sativum",32386,637775
"2.4.1.173","Zea mays",32386,637779
"2.4.1.173","Sinapis alba",845,208429
"2.4.1.173","Zea mays",845,637768
"2.4.1.173","Zea mays",845,637772
"2.4.1.173","Zea mays",845,637778
"2.4.1.173","Zea mays",16727,637778
"2.4.1.173","Sinapis alba",61,208429
"2.4.1.173","Avena sativa",61,488869
"2.4.1.173","Avena sativa",61,488870
"2.4.1.173","Asparagus setaceus",61,637773
"2.4.1.173","Zea mays",61,637778
"2.4.1.173","Zea mays",61,637779
"2.4.1.173","Withania somnifera",61,672427
"2.4.1.173","Solanum melongena",61,690224
"2.4.1.173","Zea mays",5625,637778
"2.4.1.173","Sinapis alba",2504,208429
"2.4.1.173","Sinapis alba",51144,208429
"2.4.1.173","Sinapis alba",51145,208429
"2.4.1.175","Homo sapiens",2,659218
"2.4.1.179","Homo sapiens",98950,638380
"2.4.1.179","Homo sapiens",15677,638380
"2.4.1.179","Homo sapiens",441,638380
"2.4.1.179","Homo sapiens",135,638376
"2.4.1.179","Homo sapiens",2,638380
"2.4.1.179","Homo sapiens",513,638380
"2.4.1.179","Homo sapiens",1833,638380
"2.4.1.179","Homo sapiens",2296,638380
"2.4.1.179","Homo sapiens",2296,638381
"2.4.1.179","Homo sapiens",61,638380
"2.4.1.181","Cinchona succirubra",45,488809
"2.4.1.181","Cinchona succirubra",21,488809
"2.4.1.182","Escherichia coli",2,"638252, 638255, 638256"
"2.4.1.182","Escherichia coli",61,702266
"2.4.1.184","Spinacia oleracea",2620,488815
"2.4.1.184","Spinacia oleracea",111024,488815
"2.4.1.184","Spinacia oleracea",428,488815
"2.4.1.184","Arabidopsis thaliana",2,659479
"2.4.1.184","Spinacia oleracea",54,488813
"2.4.1.184","Spinacia oleracea",380,488815
"2.4.1.184","Spinacia oleracea",535,488815
"2.4.1.184","Spinacia oleracea",2281,488815
"2.4.1.184","Spinacia oleracea",1359,488815
"2.4.1.186","Coturnix sp.",2,637622
"2.4.1.187","Bacillus subtilis",135,488820
"2.4.1.187","Bacillus subtilis",1832,488820
"2.4.1.188","Bacillus coagulans",399,488821
"2.4.1.188","Bacillus coagulans",135,488821
"2.4.1.188","Bacillus coagulans",79,488821
"2.4.1.188","Bacillus coagulans",196,488821
"2.4.1.188","Bacillus coagulans",42,488821
"2.4.1.188","Bacillus coagulans",329,488821
"2.4.1.188","Bacillus coagulans",1832,488821
"2.4.1.194","Pinus densiflora",21,636883
"2.4.1.195","Tropaeolum majus",62,644886
"2.4.1.195","Tropaeolum majus",375,644886
"2.4.1.195","Tropaeolum majus",63,644886
"2.4.1.195","Brassica napus",63,644890
"2.4.1.195","Arabidopsis thaliana",63,644892
"2.4.1.195","Tropaeolum majus",4802,644886
"2.4.1.195","Tropaeolum majus",45,644886
"2.4.1.195","Brassica napus",45,644890
"2.4.1.195","Tropaeolum majus",21,644886
"2.4.1.195","Tropaeolum majus",44,644886
"2.4.1.195","Arabidopsis thaliana",74,644892
"2.4.1.198","Homo sapiens",51590,638134
"2.4.1.198","Bombyx mori",2,638130
"2.4.1.201","Anas sp.",61,638237
"2.4.1.201","Gallus gallus",61,"488370, 638237"
"2.4.1.201","Meleagris gallopavo",61,638237
"2.4.1.201","Gallus gallus",61,638242
"2.4.1.202","Zea mays",63,637794
"2.4.1.202","Zea mays",94,637794
"2.4.1.202","Zea mays",577,637794
"2.4.1.202","Zea mays",44,637794
"2.4.1.206","Homo sapiens",156199,704447
"2.4.1.206","Rattus norvegicus",1137,638232
"2.4.1.206","Rattus norvegicus",441,638232
"2.4.1.206","Rattus norvegicus",6573,638232
"2.4.1.206","Xenopus sp.",2354,638233
"2.4.1.206","Homo sapiens",2354,638235
"2.4.1.206","Rattus norvegicus",2220,638232
"2.4.1.206","Rattus norvegicus",1833,638232
"2.4.1.206","Rattus norvegicus",2296,638232
"2.4.1.206","Xenopus sp.",2296,638233
"2.4.1.206","Rattus norvegicus",61,638232
"2.4.1.206","Rattus norvegicus",555,638232
"2.4.1.207","Pisum sativum",63,636810
"2.4.1.207","Brassica oleracea",125215,660311
"2.4.1.207","Dimocarpus longan",147626,694757
"2.4.1.207","Pisum sativum",94,636810
"2.4.1.207","Arabidopsis thaliana",274,636818
"2.4.1.207","Betula pendula",45,674988
"2.4.1.207","Zea mays",5658,681144
"2.4.1.207","Brassica oleracea",12922,660311
"2.4.1.207","Brassica oleracea",125214,660311
"2.4.1.207","Solanum lycopersicum",2,636815
"2.4.1.207","Arabidopsis thaliana",2,636818
"2.4.1.207","Pisum sativum",2,636821
"2.4.1.207","Arabidopsis thaliana",2,636837
"2.4.1.207","Pisum sativum",2,636837
"2.4.1.207","Brassica oleracea var. botrytis",2,657834
"2.4.1.207","Brassica oleracea",2,660311
"2.4.1.207","Brassica oleracea",1146,660311
"2.4.1.207","Pisum sativum",148,636810
"2.4.1.207","Dimocarpus longan",11160,694757
"2.4.1.207","Arabidopsis thaliana",116,636818
"2.4.1.207","Vigna angularis",13418,660149
"2.4.1.207","Tropaeolum majus",51967,636823
"2.4.1.208","Acholeplasma laidlawii",21921,488887
"2.4.1.208","Acholeplasma laidlawii",32770,488887
"2.4.1.208","Acholeplasma laidlawii",32770,488890
"2.4.1.208","Streptococcus pneumoniae",32770,488890
"2.4.1.208","Acholeplasma laidlawii",50436,488887
"2.4.1.208","Acholeplasma laidlawii",109941,488886
"2.4.1.208","Acholeplasma laidlawii",21922,488887
"2.4.1.208","Acholeplasma laidlawii",4,488888
"2.4.1.208","Acholeplasma laidlawii",813,488890
"2.4.1.208","Acholeplasma laidlawii",813,661626
"2.4.1.208","Acholeplasma laidlawii",10644,488887
"2.4.1.208","Acholeplasma laidlawii",4911,488888
"2.4.1.208","Acholeplasma laidlawii",6523,488888
"2.4.1.208","Acholeplasma laidlawii",3254,488885
"2.4.1.208","Acholeplasma laidlawii",3254,488886
"2.4.1.208","Streptococcus pneumoniae",2,488890
"2.4.1.208","Acholeplasma laidlawii",2,661626
"2.4.1.208","Acholeplasma laidlawii",16,488887
"2.4.1.208","Acholeplasma laidlawii",16,488888
"2.4.1.208","Acholeplasma laidlawii",16,488890
"2.4.1.208","Acholeplasma laidlawii",681,488885
"2.4.1.208","Acholeplasma laidlawii",681,488887
"2.4.1.208","Acholeplasma laidlawii",681,488888
"2.4.1.208","Acholeplasma laidlawii",681,661626
"2.4.1.208","Acholeplasma laidlawii",473,488888
"2.4.1.208","Acholeplasma laidlawii",3227,488888
"2.4.1.208","Acholeplasma laidlawii",51,488888
"2.4.1.208","Acholeplasma laidlawii",30902,488888
"2.4.1.212","Homo sapiens",147631,693592
"2.4.1.212","Homo sapiens",147633,691042
"2.4.1.212","Streptococcus pyogenes",813,658946
"2.4.1.212","Streptococcus dysgalactiae subsp. equisimilis",12971,674706
"2.4.1.212","Homo sapiens",1865,691021
"2.4.1.212","Homo sapiens",147627,693068
"2.4.1.212","Homo sapiens",13915,692996
"2.4.1.212","Homo sapiens",10969,704558
"2.4.1.212","Homo sapiens",2370,"691042, 693001, 693068"
"2.4.1.212","Mammalia",2370,695183
"2.4.1.212","Mus musculus",2,657784
"2.4.1.212","Streptococcus dysgalactiae subsp. equisimilis",2,658093
"2.4.1.212","Streptococcus dysgalactiae subsp. equisimilis",2,674706
"2.4.1.212","Homo sapiens",2,722782
"2.4.1.212","Homo sapiens",3943,722782
"2.4.1.212","Mammalia",147632,695183
"2.4.1.212","Homo sapiens",1418,704558
"2.4.1.212","Homo sapiens",147634,691042
"2.4.1.212","Mus musculus",38540,690807
"2.4.1.212","Homo sapiens",38540,"690807, 691021"
"2.4.1.212","Sus scrofa",69576,692221
"2.4.1.212","Homo sapiens",156200,704558
"2.4.1.212","Mammalia",47566,695183
"2.4.1.212","Homo sapiens",913,691042
"2.4.1.212","Mammalia",913,695183
"2.4.1.212","Mammalia",2217,695183
"2.4.1.212","Homo sapiens",6018,691042
"2.4.1.212","Mammalia",6018,695183
"2.4.1.212","Homo sapiens",147630,693068
"2.4.1.212","Homo sapiens",147629,693068
"2.4.1.212","Homo sapiens",147628,693068
"2.4.1.212","Streptococcus dysgalactiae subsp. equisimilis",57262,658093
"2.4.1.212","Streptococcus dysgalactiae subsp. equisimilis",57262,674706
"2.4.1.212","Mammalia",67111,695183
"2.4.1.212","Mammalia",3908,695183
"2.4.1.212","Homo sapiens",46608,691021
"2.4.1.212","Sus scrofa",6761,692221
"2.4.1.212","Homo sapiens",6762,693001
"2.4.1.212","Homo sapiens",1659,704558
"2.4.1.212","Homo sapiens",72150,690619
"2.4.1.213","Stenotrophomonas rhizophila",2,692870
"2.4.1.213","Synechocystis sp.",42,"395263, 395264"
"2.4.1.214","Homo sapiens",2,662265
"2.4.1.214","Homo sapiens",2,662566
"2.4.1.214","Homo sapiens",2,662725
"2.4.1.214","Vigna radiata",61,349724
"2.4.1.215","Oryza sativa",2,723476
"2.4.1.217","Rhodothermus marinus",2,659444
"2.4.1.222","Mus musculus",71,722798
"2.4.1.222","Drosophila melanogaster",2,691961
"2.4.1.222","Homo sapiens",2,691961
"2.4.1.222","Mammalia",2,691961
"2.4.1.222","Drosophila melanogaster",147635,691990
"2.4.1.224","Mus musculus",2435,488959
"2.4.1.226","Homo sapiens",147637,690806
"2.4.1.226","Homo sapiens",147636,690806
"2.4.1.227","Escherichia coli",15,488971
"2.4.1.227","Escherichia coli",813,703764
"2.4.1.227","Escherichia coli",1217,488978
"2.4.1.227","Escherichia coli",896,703764
"2.4.1.227","Escherichia coli",6,"488971, 488973, 488974, 488976, 488978"
"2.4.1.228","Homo sapiens",18731,692526
"2.4.1.228","Homo sapiens",1998,692526
"2.4.1.228","Homo sapiens",147638,692526
"2.4.1.229","Dictyostelium sp.",6718,639556
"2.4.1.229","Dictyostelium sp.",45,639556
"2.4.1.229","Dictyostelium discoideum",177,658198
"2.4.1.229","Dictyostelium sp.",2,"639556, 639557"
"2.4.1.229","Dictyostelium sp.",6714,639556
"2.4.1.229","Dictyostelium sp.",61,639556
"2.4.1.229","Dictyostelium sp.",555,639556
"2.4.1.229","Dictyostelium sp.",514,639556
"2.4.1.229","Dictyostelium sp.",334,639556
"2.4.1.231","Agaricus bisporus",30,644907
"2.4.1.231","Agaricus bisporus",4,644907
"2.4.1.231","Schizophyllum commune",2023,692323
"2.4.1.231","Schizophyllum commune",147639,692323
"2.4.1.232","Schizosaccharomyces pombe",2,644911
"2.4.1.232","Saccharomyces cerevisiae",61,644908
"2.4.1.234","Vigna mungo",63,489559
"2.4.1.234","Vigna mungo",577,489559
"2.4.1.234","Vigna mungo",21,489559
"2.4.1.237","Euonymus alatus",63,489566
"2.4.1.237","Paederia scandens",63,489572
"2.4.1.237","Glebionis segetum",274,657428
"2.4.1.237","Euonymus alatus",21,489566
"2.4.1.237","Nicotiana tabacum",2,660792
"2.4.1.242","Pisum sativum",131,660288
"2.4.1.242","Gracilaria tenuistipitata",131,660292
"2.4.1.242","Gracilaria tenuistipitata",26,660292
"2.4.1.243","Allium cepa",549,660021
"2.4.1.243","Allium cepa",61,660021
"2.4.1.243","Allium cepa",2672,660021
"2.4.1.244","Drosophila melanogaster",156201,704778
"2.4.1.248","Bacillus circulans",15,697653
"2.4.1.248","Bacillus circulans",15,698518
"2.4.1.248","Bacillus circulans",15,698519
"2.4.1.251","Xanthomonas campestris",172286,722357
"2.4.1.251","Xanthomonas campestris",61,722357
"2.4.1.255","Homo sapiens",23395,657790
"2.4.1.255","Homo sapiens",23395,674603
"2.4.1.255","Rattus norvegicus",23395,674603
"2.4.1.255","Chlorocebus aethiops",414,659361
"2.4.1.255","Rattus norvegicus",35,701898
"2.4.1.255","Homo sapiens",45,659497
"2.4.1.255","Chlorocebus aethiops",69,659361
"2.4.1.255","Chlorocebus aethiops",22,659361
"2.4.1.255","Homo sapiens",39105,657790
"2.4.1.255","Mus musculus",524,693100
"2.4.1.255","Mus musculus",2,693100
"2.4.1.255","Homo sapiens",2,702092
"2.4.1.255","Rattus norvegicus",2,704392
"2.4.1.255","Homo sapiens",2,704458
"2.4.1.255","Chlorocebus aethiops",42,659361
"2.4.1.255","Homo sapiens",10220,703439
"2.4.1.255","Chlorocebus aethiops",2419,659361
"2.4.1.255","Mus musculus",126,723564
"2.4.1.255","Chlorocebus aethiops",160317,659361
"2.4.1.255","Mus musculus",233,693100
"2.4.1.274","Homo sapiens",16232,714364
"2.4.1.274","Homo sapiens",61,714364
"2.4.1.275","Homo sapiens",1247,715438
"2.4.1.289","Mycobacterium tuberculosis",63,720385
"2.4.1.293","Campylobacter jejuni",2,720888
"2.4.1.298","Dahlia pinnata",63,720319
"2.4.1.298","Dahlia pinnata",577,720319
"2.4.1.298","Perilla frutescens",21,722615
"2.4.1.303","Escherichia coli",2,722340
"2.4.1.304","Shigella boydii",63,722531
"2.4.1.304","Shigella boydii",45,722531
"2.4.1.315","Mycoplasma genitalium",113339,727886
"2.4.1.316","Streptomyces fradiae",174850,725186
"2.4.1.326","Streptomyces galilaeus",41519,724725
"2.4.1.326","Streptomyces galilaeus",41519,725187
"2.4.1.328","Saccharopolyspora erythraea",2,724765
"2.4.2.1","Sus scrofa",21,706743
"2.4.2.1","Bos taurus",167,489651
"2.4.2.1","Homo sapiens",167,489651
"2.4.2.1","Gallus gallus",167,489657
"2.4.2.1","Sus scrofa",886,706743
"2.4.2.1","Sus scrofa",2240,706743
"2.4.2.3","Mus musculus",2,688556
"2.4.2.3","Rattus norvegicus",2,688556
"2.4.2.3","Rattus norvegicus",61,638528
"2.4.2.3","Mus musculus",261,688556
"2.4.2.3","Rattus norvegicus",261,688556
"2.4.2.4","Homo sapiens",13807,684466
"2.4.2.4","Homo sapiens",13807,685026
"2.4.2.4","Homo sapiens",9989,685026
"2.4.2.4","Homo sapiens",832,684466
"2.4.2.4","Homo sapiens",37970,684466
"2.4.2.4","Homo sapiens",69457,685026
"2.4.2.4","Homo sapiens",69457,689271
"2.4.2.4","Homo sapiens",144161,685924
"2.4.2.4","Homo sapiens",36598,685026
"2.4.2.4","Homo sapiens",8446,685026
"2.4.2.4","Homo sapiens",2370,685026
"2.4.2.4","Homo sapiens",3150,685026
"2.4.2.4","Homo sapiens",2,684221
"2.4.2.4","Homo sapiens",2,685026
"2.4.2.4","Homo sapiens",2,685817
"2.4.2.4","Homo sapiens",2,685924
"2.4.2.4","Homo sapiens",2,686140
"2.4.2.4","Homo sapiens",2,686143
"2.4.2.4","Homo sapiens",2,689162
"2.4.2.4","Homo sapiens",2,690021
"2.4.2.4","Homo sapiens",2,701722
"2.4.2.4","Homo sapiens",2,705495
"2.4.2.4","Homo sapiens",3120,684476
"2.4.2.4","Mus musculus",3120,684476
"2.4.2.4","Homo sapiens",3120,685026
"2.4.2.4","Homo sapiens",2773,685026
"2.4.2.4","Homo sapiens",2773,689271
"2.4.2.4","Homo sapiens",116,638445
"2.4.2.4","Rattus norvegicus",116,638445
"2.4.2.6","Lactococcus lactis",39,691053
"2.4.2.6","Lactococcus lactis",2,691053
"2.4.2.6","Lactobacillus reuteri",2,721340
"2.4.2.7","Mus musculus",2,638157
"2.4.2.7","Hevea brasiliensis",2,638165
"2.4.2.7","Solanum tuberosum",2,676653
"2.4.2.7","Escherichia coli",2771,638155
"2.4.2.7","Mycoplasma mycoides",2771,638155
"2.4.2.8","Escherichia coli",47,638391
"2.4.2.8","Salmonella enterica subsp. enterica serovar Typhimurium",47,638391
"2.4.2.8","Methanococcus voltae",162,727728
"2.4.2.8","Methanococcus voltae",232,727728
"2.4.2.8","Plasmodium falciparum",2,661691
"2.4.2.8","Methanococcus voltae",2,727728
"2.4.2.9","Saccharomyces cerevisiae",5337,685041
"2.4.2.9","Sulfolobus shibatae",4,678368
"2.4.2.9","Saccharomyces cerevisiae",4126,685041
"2.4.2.9","Giardia intestinalis",219,638368
"2.4.2.9","Saccharomyces cerevisiae",5338,685041
"2.4.2.9","Lactobacillus bifidus",44,638358
"2.4.2.9","Escherichia coli",37,638362
"2.4.2.9","Toxoplasma gondii",37,638367
"2.4.2.9","Giardia intestinalis",37,638368
"2.4.2.9","Escherichia coli",37,638369
"2.4.2.9","Escherichia coli",37,638372
"2.4.2.9","Toxoplasma gondii",37,638374
"2.4.2.9","Sulfolobus solfataricus",37,658679
"2.4.2.9","Sulfolobus shibatae",37,678368
"2.4.2.9","Sulfolobus solfataricus",37,705159
"2.4.2.9","Escherichia coli",111994,638369
"2.4.2.9","Sulfolobus solfataricus",2,658679
"2.4.2.9","Saccharomyces cerevisiae",2,685041
"2.4.2.9","Saccharomyces cerevisiae",7519,685041
"2.4.2.10","Vigna mungo",45,489725
"2.4.2.12","Homo sapiens",4,690900
"2.4.2.12","Homo sapiens",4,723535
"2.4.2.12","Homo sapiens",17,690900
"2.4.2.12","Rattus norvegicus",21,489738
"2.4.2.12","Homo sapiens",267,690900
"2.4.2.14","Escherichia coli",31050,489747
"2.4.2.14","Homo sapiens",31050,489752
"2.4.2.14","Glycine max",31050,489760
"2.4.2.14","Columba livia",2,489756
"2.4.2.14","Gallus gallus",2,489762
"2.4.2.14","Escherichia coli",111659,489747
"2.4.2.B14","Homo sapiens",6176,730713
"2.4.2.B14","Homo sapiens",799,730713
"2.4.2.15","Oryctolagus cuniculus",63,489774
"2.4.2.B16","Plasmodium falciparum",2,729665
"2.4.2.17","Lactococcus lactis",4,659495
"2.4.2.17","Salmonella enterica subsp. enterica serovar Typhimurium",2,637664
"2.4.2.17","Salmonella enterica subsp. enterica serovar Typhimurium",16886,637664
"2.4.2.18","Arabidopsis thaliana",2,660181
"2.4.2.19","Cupriavidus necator",135,638030
"2.4.2.24","Hordeum vulgare",5106,660079
"2.4.2.24","Hordeum vulgare",6718,660079
"2.4.2.24","Acer pseudoplatanus",2,489791
"2.4.2.24","Hordeum vulgare",2,660079
"2.4.2.24","Hordeum vulgare",61,660079
"2.4.2.24","Hordeum vulgare",32971,660079
"2.4.2.24","Hordeum vulgare",555,660079
"2.4.2.24","Arabidopsis thaliana",10803,694650
"2.4.2.24","Hordeum vulgare",55890,660079
"2.4.2.25","Petroselinum crispum",577,637786
"2.4.2.26","Homo sapiens",21,684886
"2.4.2.26","Homo sapiens",144160,684886
"2.4.2.26","Homo sapiens",2,687601
"2.4.2.26","Homo sapiens",2,703904
"2.4.2.26","Homo sapiens",2,704560
"2.4.2.26","Homo sapiens",1289,684886
"2.4.2.26","Homo sapiens",2357,684886
"2.4.2.26","Homo sapiens",62988,687601
"2.4.2.28","Homo sapiens",45,637540
"2.4.2.28","Homo sapiens",45,637542
"2.4.2.28","Arabidopsis thaliana",2,681477
"2.4.2.28","Rattus norvegicus",155,637528
"2.4.2.28","Rattus norvegicus",155,637529
"2.4.2.28","Rattus norvegicus",31120,637529
"2.4.2.28","Homo sapiens",31120,"637540, 637542"
"2.4.2.28","Rattus norvegicus",148,637529
"2.4.2.28","Rattus norvegicus",197,637529
"2.4.2.29","Homo sapiens",2,706730
"2.4.2.30","Bos taurus",24416,675627
"2.4.2.30","Bos taurus",142924,637997
"2.4.2.30","Mesocricetus auratus",4,637995
"2.4.2.30","Pseudomonas aeruginosa",147640,694800
"2.4.2.30","Homo sapiens",293,637991
"2.4.2.30","Dictyostelium discoideum",293,637993
"2.4.2.30","Cryptothecodinium cohnii",293,637998
"2.4.2.30","Bos taurus",293,637999
"2.4.2.30","Homo sapiens",293,638000
"2.4.2.30","Sulfolobus solfataricus",293,725600
"2.4.2.30","Pseudomonas aeruginosa",127629,662089
"2.4.2.30","Clostridium botulinum",53,637994
"2.4.2.30","Clostridium botulinum",37,637994
"2.4.2.30","Clostridium botulinum",51125,637994
"2.4.2.30","Bos taurus",113613,637997
"2.4.2.30","Sulfolobus solfataricus",6,725034
"2.4.2.30","Pseudomonas aeruginosa",2,662087
"2.4.2.30","Mus musculus",2,671255
"2.4.2.30","Homo sapiens",2,671265
"2.4.2.30","Mus musculus",2,672969
"2.4.2.30","Sulfolobus solfataricus",48080,725600
"2.4.2.30","Sulfolobus solfataricus",4856,725034
"2.4.2.30","Bos taurus",3662,637997
"2.4.2.30","Pseudomonas aeruginosa",17826,672996
"2.4.2.30","Pseudomonas aeruginosa",17826,673573
"2.4.2.31","Gallus gallus",63,638110
"2.4.2.31","Meleagris sp.",24416,675627
"2.4.2.31","Meleagris gallopavo",92469,638099
"2.4.2.31","Meleagris gallopavo",4,638099
"2.4.2.31","Meleagris gallopavo",332,638097
"2.4.2.31","Meleagris gallopavo",1137,638100
"2.4.2.31","Meleagris gallopavo",141,638097
"2.4.2.31","Mus musculus",45,638125
"2.4.2.31","Gallus gallus",293,638126
"2.4.2.31","Mus musculus",177,675027
"2.4.2.31","Meleagris gallopavo",174,638097
"2.4.2.31","Meleagris gallopavo",37,638099
"2.4.2.31","Bos taurus",227,638116
"2.4.2.31","Homo sapiens",227,638116
"2.4.2.31","Meleagris gallopavo",1017,638097
"2.4.2.31","Neisseria meningitidis",42317,723581
"2.4.2.31","Meleagris gallopavo",2205,638100
"2.4.2.31","Meleagris gallopavo",695,638097
"2.4.2.31","Gallus gallus",2,638118
"2.4.2.31","Bos taurus",7,638116
"2.4.2.31","Homo sapiens",7,638116
"2.4.2.31","Meleagris gallopavo",867,638097
"2.4.2.31","Meleagris gallopavo",1032,638097
"2.4.2.31","Meleagris gallopavo",3366,638099
"2.4.2.31","Meleagris gallopavo",739,638099
"2.4.2.31","Meleagris gallopavo",61,638100
"2.4.2.31","Meleagris gallopavo",5625,638100
"2.4.2.31","Meleagris gallopavo",33255,638100
"2.4.2.31","Meleagris gallopavo",555,638100
"2.4.2.35","Tulipa hybrid cultivar",63,488625
"2.4.2.35","Tulipa hybrid cultivar",577,488625
"2.4.2.35","Tulipa hybrid cultivar",44,488625
"2.4.2.35","Tulipa hybrid cultivar",2,488625
"2.4.2.35","Tulipa hybrid cultivar",54,488625
"2.4.2.35","Tulipa hybrid cultivar",55,488625
"2.4.2.36","Pseudomonas aeruginosa",63,489800
"2.4.2.36","Pseudomonas aeruginosa",153,489800
"2.4.2.36","Pseudomonas aeruginosa",45,489800
"2.4.2.36","Pseudomonas aeruginosa",1048,489800
"2.4.2.36","Pseudomonas aeruginosa",2,489800
"2.4.2.36","Pseudomonas aeruginosa",124,489800
"2.4.2.36","Pseudomonas aeruginosa",92,489800
"2.4.2.36","Pseudomonas aeruginosa",116,489800
"2.4.2.37","Rhodospirillum rubrum",7977,489803
"2.4.2.37","Rhodospirillum rubrum",15612,489803
"2.4.2.37","Rhodospirillum rubrum",795,489803
"2.4.2.37","Azospirillum brasilense",2,704624
"2.4.2.37","Azospirillum brasilense",156207,704624
"2.4.2.37","Azospirillum brasilense",172287,722556
