,EC_number,Compound,Organism_inh,UniqueOrganisms_Ki,Organism_act,UniqueOrganisms_Act
2932,2.8.2.4,Genistein,1.0,Homo sapiens,0.0,0
2933,2.8.2.4,Quercetin,1.0,Homo sapiens,1.0,Homo sapiens
2934,2.8.2.4,Resveratrol,4.0,Homo sapiens,1.0,Homo sapiens
2935,2.8.2.4,Tetrachlorobisphenol A,1.0,Homo sapiens,0.0,0
2936,2.8.2.6,3'-AMP,1.0,Penicillium chrysogenum,0.0,0
2937,2.8.2.6,"Adenosine 3',5'-bisphosphate",1.0,Penicillium chrysogenum,0.0,0
2938,2.8.2.6,Choline phosphate,2.0,Penicillium chrysogenum,0.0,0
2939,2.8.2.9,1-Naphthaldehyde,1.0,Rattus norvegicus,0.0,0
2940,2.8.2.9,1-Naphthoic acid,1.0,Rattus norvegicus,0.0,0
2941,2.8.2.9,1-Naphthylacetic acid,1.0,Rattus norvegicus,0.0,0
2942,2.8.2.9,2-Naphthaldehyde,1.0,Rattus norvegicus,0.0,0
2943,2.8.2.9,2-Naphthoic acid,1.0,Rattus norvegicus,0.0,0
2944,2.8.2.9,"Adenosine 3',5'-bisphosphate",1.0,Euglena gracilis,0.0,0
2945,2.8.2.9,Benzoate,1.0,Rattus norvegicus,0.0,0
2946,2.8.2.9,Phenylacetic acid,1.0,Rattus norvegicus,0.0,0
2947,2.8.2.9,Salicylate,1.0,Rattus norvegicus,0.0,0
2948,2.8.2.B1,AMP,4.0,"Euglena gracilis,Lemna minor,Picea abies",0.0,0
2949,2.8.2.B1,Adenosine 5'-phosphoramidate,1.0,Euglena gracilis,0.0,0
2950,2.8.3.13,Acetoacetate,1.0,Rattus norvegicus,0.0,0
2951,2.8.3.13,Malonate,1.0,Rattus norvegicus,0.0,0
2952,2.8.3.13,Succinate,1.0,Rattus norvegicus,0.0,0
2953,2.8.3.14,ATP,2.0,Clostridium aminovalericum,0.0,0
2954,2.8.3.16,CoA,1.0,Oxalobacter formigenes,0.0,0
2955,2.8.3.16,Hydrochloric acid,1.0,Oxalobacter formigenes,0.0,0
2956,2.8.3.16,Oxalate,2.0,"Escherichia coli,Oxalobacter formigenes",0.0,0
2957,2.8.3.18,Acetate,4.0,Acetobacter aceti,0.0,0
2958,2.8.3.18,Succinate,1.0,Acetobacter aceti,0.0,0
2959,2.8.3.5,ADP,1.0,Sus scrofa,0.0,0
2960,2.8.3.5,Acetoacetate,2.0,"Rattus norvegicus,Sus scrofa",0.0,0
2961,2.8.3.5,Acetoacetyl-CoA,1.0,Sus scrofa,0.0,0
2962,2.8.3.5,CoA,1.0,Sus scrofa,0.0,0
2963,2.8.3.5,Malonate,1.0,Rattus norvegicus,0.0,0
2964,2.8.3.5,Oxalate,1.0,Rattus norvegicus,0.0,0
2965,2.8.3.5,Pantothenol,1.0,Sus scrofa,0.0,0
2966,2.8.3.5,Succinate,2.0,"Rattus norvegicus,Sus scrofa",0.0,0
2967,2.8.3.5,Succinyl-CoA,1.0,Sus scrofa,0.0,0
2968,2.8.3.8,Acetate,1.0,Acetobacter aceti,0.0,0
2969,3.1.1.1,Arachidonate,1.0,Homo sapiens,0.0,0
2970,3.1.1.1,Benzil,6.0,"Homo sapiens,Oryctolagus cuniculus",0.0,0
2971,3.1.1.1,Cephaloridine,1.0,uncultured bacterium,0.0,0
2972,3.1.1.1,Cephalothin,1.0,uncultured bacterium,0.0,0
2973,3.1.1.1,Chlorpyrifos,1.0,Archaeoglobus fulgidus,0.0,0
2974,3.1.1.1,"Cholest-5-ene-3beta,26-diol",1.0,Homo sapiens,0.0,0
2975,3.1.1.1,Curcumin,1.0,Homo sapiens,0.0,0
2976,3.1.1.1,Dichlorvos,1.0,Archaeoglobus fulgidus,0.0,0
2977,3.1.1.1,Paraoxon,2.0,"Archaeoglobus fulgidus,Mycobacterium tuberculosis",0.0,0
2978,3.1.1.1,Phenylmethanesulfonyl fluoride,1.0,Escherichia coli,0.0,0
2979,3.1.1.1,Propan-2-ol,1.0,Alicyclobacillus acidocaldarius,1.0,unidentified
2980,3.1.1.1,Salicylate,2.0,Arabidopsis thaliana,0.0,0
2981,3.1.1.1,Tos-Lys-CH2Cl,1.0,Enterobacter cloacae,0.0,0
2982,3.1.1.13,Chlorpromazine,1.0,Homo sapiens,0.0,0
2983,3.1.1.13,Phenylboronic acid,1.0,Homo sapiens,0.0,0
2984,3.1.1.13,Phenylmethanesulfonyl fluoride,1.0,Rattus sp.,0.0,0
2985,3.1.1.2,Isoflurophate,3.0,Homo sapiens,0.0,0
2986,3.1.1.2,Phenyl acetate,2.0,Homo sapiens,0.0,0
2987,3.1.1.20,Barium cation,1.0,Rhizopus oryzae,0.0,0
2988,3.1.1.20,Calcium cation,1.0,Aspergillus niger,0.0,0
2989,3.1.1.20,Calcium chloride anhydrous,1.0,Aspergillus sp.,0.0,0
2990,3.1.1.20,Gallate,1.0,Blastobotrys adeninivorans,2.0,"Aspergillus niger,Aspergillus tamarii"
2991,3.1.1.20,Mercury(2+),1.0,Rhizopus oryzae,0.0,0
2992,3.1.1.20,Zinc cation,1.0,Rhizopus oryzae,0.0,0
2993,3.1.1.24,3-Oxoadipate,2.0,"Acinetobacter calcoaceticus,Pseudomonas putida",0.0,0
2994,3.1.1.27,5-Pyridoxolactone,1.0,Mesorhizobium loti,0.0,0
2995,3.1.1.3,Paraoxon,2.0,"Macruronus novaezelandiae,Oncorhynchus tshawytscha",0.0,0
2996,3.1.1.4,"2',4'-Dihydroxyacetophenone",1.0,Crotalus adamanteus,0.0,0
2997,3.1.1.4,4-Methoxybenzoate,1.0,Daboia russellii pulchella,0.0,0
2998,3.1.1.4,Arachidonyltrifluoromethane,1.0,Arabidopsis thaliana,0.0,0
2999,3.1.1.4,Atropine,1.0,Daboia russellii pulchella,0.0,0
3000,3.1.1.4,Berberine,1.0,Daboia russellii russellii,0.0,0
3001,3.1.1.4,Cyanidin,1.0,Homo sapiens,0.0,0
3002,3.1.1.4,Delphinidin,1.0,Homo sapiens,0.0,0
3003,3.1.1.4,EDTA,1.0,Trimorphodon lambda,1.0,Apis mellifera
3004,3.1.1.4,Nordihydroguaiaretic acid,1.0,Arabidopsis thaliana,0.0,0
3005,3.1.1.4,Pelargonidin,1.0,Homo sapiens,0.0,0
3006,3.1.1.4,Peonidin,1.0,Homo sapiens,0.0,0
3007,3.1.1.4,Petunidin,1.0,Homo sapiens,0.0,0
3008,3.1.1.4,Phloroglucinol,1.0,Crotalus adamanteus,0.0,0
3009,3.1.1.4,Resorcinol,1.0,Crotalus adamanteus,0.0,0
3010,3.1.1.56,Paraoxon,1.0,Saccharomyces cerevisiae,0.0,0
3011,3.1.1.6,Cacodylate,1.0,Rhodococcus sp.,0.0,0
3012,3.1.1.7,(+)-3-Carene,1.0,Bos taurus,0.0,0
3013,3.1.1.7,(+)-alpha-Pinene,1.0,Bos taurus,0.0,0
3014,3.1.1.7,(-)-beta-Pinene,1.0,Bos taurus,0.0,0
3015,3.1.1.7,Amlodipine,1.0,Electrophorus electricus,0.0,0
3016,3.1.1.7,Berberine,1.0,Electrophorus electricus,0.0,0
3017,3.1.1.7,Cadmium,1.0,Cichla ocellaris,1.0,Rattus norvegicus
3018,3.1.1.7,Diazepam,1.0,Electrophorus electricus,0.0,0
3019,3.1.1.7,EPN,1.0,Homo sapiens,0.0,0
3020,3.1.1.7,Edrophonium,1.0,Homo sapiens,0.0,0
3021,3.1.1.7,Ethidium bromide,1.0,Rattus norvegicus,0.0,0
3022,3.1.1.7,Fenthion,2.0,"Electrophorus electricus,Homo sapiens",0.0,0
3023,3.1.1.7,Galanthamine,1.0,Torpedo californica,0.0,0
3024,3.1.1.7,Isoflurophate,1.0,Electrophorus electricus,0.0,0
3025,3.1.1.7,Mercury(2+),1.0,Cichla ocellaris,0.0,0
3026,3.1.1.7,Neostigmine bromide,8.0,"Arapaima gigas,Colossoma macropomum,Electrophorus electricus,Oreochromis niloticus,Rachycentron canadum,Zea mays",0.0,0
3027,3.1.1.7,Neostigmine methylsulfate,1.0,Ovis aries,0.0,0
3028,3.1.1.7,Nifedipine,1.0,Electrophorus electricus,0.0,0
3029,3.1.1.7,Physostigmine,6.0,"Arapaima gigas,Colossoma macropomum,Heterorhabditis bacteriophora,Lytechinus variegatus,Oreochromis niloticus,Rachycentron canadum",0.0,0
3030,3.1.1.7,Succinylcholine,1.0,Mus musculus,0.0,0
3031,3.1.1.7,Zinc cation,1.0,Cichla ocellaris,1.0,Rattus norvegicus
3032,3.1.1.7,alpha-Pinene,1.0,Bos taurus,0.0,0
3033,3.1.1.73,Methyl caffeate,1.0,Neurospora crassa,0.0,0
3034,3.1.1.8,Ambenonium,1.0,Vigna radiata var. radiata,0.0,0
3035,3.1.1.8,Amlodipine,1.0,Equus caballus,0.0,0
3036,3.1.1.8,Apigenin,1.0,Homo sapiens,0.0,0
3037,3.1.1.8,Chlorpromazine,1.0,Homo sapiens,0.0,0
3038,3.1.1.8,Cocaine,1.0,Homo sapiens,0.0,0
3039,3.1.1.8,Diazepam,2.0,Equus caballus,0.0,0
3040,3.1.1.8,Fisetin,1.0,Homo sapiens,0.0,0
3041,3.1.1.8,Galangin,1.0,Homo sapiens,0.0,0
3042,3.1.1.8,Harman,1.0,Equus caballus,0.0,0
3043,3.1.1.8,Hydralazine,1.0,Equus caballus,0.0,0
3044,3.1.1.8,Iprobenfos,1.0,Pseudopleuronectes yokohamae,0.0,0
3045,3.1.1.8,Kaempferol,1.0,Homo sapiens,0.0,0
3046,3.1.1.8,Luteolin,1.0,Homo sapiens,0.0,0
3047,3.1.1.8,Malachite green,2.0,"Equus caballus,Homo sapiens",0.0,0
3048,3.1.1.8,Methyl carbamate,1.0,Homo sapiens,0.0,0
3049,3.1.1.8,Metoclopramide,1.0,Homo sapiens,0.0,0
3050,3.1.1.8,Myricetin,1.0,Homo sapiens,0.0,0
3051,3.1.1.8,Neostigmine,1.0,Vigna radiata var. radiata,0.0,0
3052,3.1.1.8,Nifedipine,1.0,Equus caballus,0.0,0
3053,3.1.1.8,Paraoxon,2.0,"Equus caballus,Pseudopleuronectes yokohamae",0.0,0
3054,3.1.1.8,Physostigmine,2.0,Homo sapiens,0.0,0
3055,3.1.1.8,Quercetin,1.0,Homo sapiens,0.0,0
3056,3.1.1.8,Tetraethylammonium,2.0,Homo sapiens,0.0,0
3057,3.1.1.8,Urethane,1.0,Homo sapiens,0.0,0
3058,3.1.1.8,n-Propyl carbamate,1.0,Homo sapiens,0.0,0
3059,3.1.1.82,Methanol,1.0,Chenopodium album,0.0,0
3060,3.1.1.84,Physostigmine,1.0,Homo sapiens,0.0,0
3061,3.1.13.1,EDTA,1.0,Escherichia coli,0.0,0
3062,3.1.13.1,Sodium chloride,1.0,Homo sapiens,0.0,0
3063,3.1.13.4,ADP,1.0,Homo sapiens,0.0,0
3064,3.1.13.4,AMP,1.0,Homo sapiens,0.0,0
3065,3.1.13.4,ATP,1.0,Homo sapiens,0.0,0
3066,3.1.13.4,CMP,1.0,Homo sapiens,0.0,0
3067,3.1.13.4,GDP,1.0,Homo sapiens,0.0,0
3068,3.1.13.4,GMP,1.0,Homo sapiens,0.0,0
3069,3.1.13.4,GTP,1.0,Homo sapiens,0.0,0
3070,3.1.13.4,Neomycin B,1.0,Bos taurus,0.0,0
3071,3.1.13.4,dATP,1.0,Homo sapiens,0.0,0
3072,3.1.13.4,dGTP,1.0,Homo sapiens,0.0,0
3073,3.1.15.1,ADP,1.0,Walterinnesia aegyptia,0.0,0
3074,3.1.15.1,Dicumarol,1.0,Crotalus adamanteus,0.0,0
3075,3.1.2.1,CoA,1.0,Rattus norvegicus,0.0,0
3076,3.1.2.1,GDP,2.0,Rattus norvegicus,1.0,Trypanosoma brucei brucei
3077,3.1.2.16,L-Glutamate,1.0,Rubrivivax gelatinosus,0.0,0
3078,3.1.2.17,Acetyl-CoA,1.0,Rattus norvegicus,0.0,0
3079,3.1.2.17,Butanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3080,3.1.2.17,CoA,1.0,Rattus norvegicus,0.0,0
3081,3.1.2.17,Decanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3082,3.1.2.17,Glutaryl-CoA,1.0,Rattus norvegicus,0.0,0
3083,3.1.2.17,Hexanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3084,3.1.2.17,Malonyl-CoA,1.0,Rattus norvegicus,0.0,0
3085,3.1.2.17,Nonanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3086,3.1.2.17,Octanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3087,3.1.2.17,Pentanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3088,3.1.2.17,Propanoyl-CoA,1.0,Rattus norvegicus,0.0,0
3089,3.1.2.17,Succinyl-CoA,1.0,Rattus norvegicus,0.0,0
3090,3.1.2.2,ATP,1.0,Sus scrofa,1.0,Rattus norvegicus
3091,3.1.2.2,CoA,1.0,Sus scrofa,0.0,0
3092,3.1.2.2,CoA-disulfide,2.0,Sus scrofa,0.0,0
3093,3.1.2.2,N-Ethylmaleimide,1.0,Rattus norvegicus,0.0,0
3094,3.1.2.2,NADH,1.0,Sus scrofa,0.0,0
3095,3.1.2.20,ATP,1.0,Sus scrofa,3.0,"Arabidopsis thaliana,Mus musculus,Rattus norvegicus"
3096,3.1.2.20,CoA,1.0,Sus scrofa,0.0,0
3097,3.1.2.20,CoA-disulfide,2.0,Sus scrofa,0.0,0
3098,3.1.2.20,N-Ethylmaleimide,1.0,Rattus norvegicus,0.0,0
3099,3.1.2.20,NADH,1.0,Sus scrofa,0.0,0
3100,3.1.2.21,Calcium cation,1.0,Umbellularia californica,0.0,0
3101,3.1.2.21,Magnesium cation,1.0,Umbellularia californica,0.0,0
3102,3.1.2.21,Orthophosphate,1.0,Umbellularia californica,0.0,0
3103,3.1.2.21,Sodium chloride,1.0,Umbellularia californica,0.0,0
3104,3.1.2.4,2-Methylpropanoyl-CoA,1.0,Homo sapiens,0.0,0
3105,3.1.2.4,3-Hydroxybutanoyl-CoA,1.0,Homo sapiens,0.0,0
3106,3.1.2.4,Acetoacetyl-CoA,1.0,Homo sapiens,0.0,0
3107,3.1.2.4,Acetyl-CoA,1.0,Homo sapiens,0.0,0
3108,3.1.2.4,Malonyl-CoA,1.0,Homo sapiens,0.0,0
3109,3.1.2.4,Methylmalonyl-CoA,1.0,Homo sapiens,0.0,0
3110,3.1.2.4,Pentanoyl-CoA,1.0,Homo sapiens,0.0,0
3111,3.1.2.4,Propanoyl-CoA,1.0,Homo sapiens,0.0,0
3112,3.1.2.6,(R)-Lactate,1.0,Plasmodium falciparum,0.0,0
3113,3.1.2.6,Diphosphate,1.0,Homo sapiens,0.0,0
3114,3.1.2.6,Glutathione,2.0,Plasmodium falciparum,0.0,0
3115,3.1.2.6,S-(4-Azidophenacyl)glutathione,1.0,Plasmodium falciparum,0.0,0
3116,3.1.2.6,S-Hexyl-glutathione,1.0,Plasmodium falciparum,0.0,0
3117,3.1.21.1,GMP,1.0,Basidiobolus haptosporus,0.0,0
3118,3.1.21.1,GTP,1.0,Basidiobolus haptosporus,0.0,0
3119,3.1.26.3,Ethidium bromide,1.0,Escherichia coli,0.0,0
3120,3.1.26.5,Arotinoid acid,1.0,Dictyostelium discoideum,0.0,0
3121,3.1.26.5,Neomycin B,1.0,Homo sapiens,0.0,0
3122,3.1.26.5,Retinoate,1.0,Dictyostelium discoideum,0.0,0
3123,3.1.26.5,Retinol,1.0,Dictyostelium discoideum,0.0,0
3124,3.1.27.5,AMP,1.0,Rana pipiens,0.0,0
3125,3.1.27.5,Epigallocatechin 3-gallate,1.0,Bos taurus,0.0,0
3126,3.1.27.5,GMP,1.0,Rana pipiens,0.0,0
3127,3.1.27.5,Orthophosphate,4.0,Bos taurus,0.0,0
3128,3.1.27.5,UDP,1.0,Bos taurus,0.0,0
3129,3.1.27.5,UMP,1.0,Bos taurus,0.0,0
3130,3.1.3.1,Arsenic acid,2.0,Bos taurus,0.0,0
3131,3.1.3.1,Caffeine,1.0,Walterinnesia aegyptia,0.0,0
3132,3.1.3.1,Imidazole,1.0,Walterinnesia aegyptia,0.0,0
3133,3.1.3.1,Levamisole,1.0,Sus scrofa,1.0,Saccharomyces cerevisiae
3134,3.1.3.1,Orthophosphate,31.0,"Anabaena sp.,Bos taurus,Escherichia coli,Halobacterium salinarum,Neurospora crassa,Onchocerca ochengi,Saccharomyces cerevisiae,Serratia marcescens,Vibrio sp.,Walterinnesia aegyptia",0.0,0
3135,3.1.3.1,Theophylline,2.0,Bos taurus,0.0,0
3136,3.1.3.1,ortho-Vanadate,3.0,"Neurospora crassa,Terfezia claveryi",0.0,0
3137,3.1.3.11,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,8.0,Salmonella enterica,0.0,0
3138,3.1.3.11,AMP,19.0,"Escherichia coli,Homo sapiens,Pisum sativum,Ptyas dhumnades,Salmonella enterica,Yarrowia lipolytica",3.0,"Homo sapiens,Phagocata sibirica,Ptyas dhumnades"
3139,3.1.3.11,Calcium cation,4.0,"Homo sapiens,Triticum aestivum",1.0,Spinacia oleracea
3140,3.1.3.11,D-Fructose 6-phosphate,1.0,Malus domestica,0.0,0
3141,3.1.3.11,Orthophosphate,2.0,"Corynebacterium glutamicum,Escherichia coli",3.0,"Bombus terrestris,Pisum sativum,Zea mays"
3142,3.1.3.11,Phosphoenolpyruvate,1.0,Corynebacterium glutamicum,4.0,"Bacillus subtilis,Escherichia coli"
3143,3.1.3.11,"beta-D-Fructose 1,6-bisphosphate",12.0,"Bacillus methanolicus,Homo sapiens,Pisum sativum",2.0,"Rattus norvegicus,Spinacia oleracea"
3144,3.1.3.12,"alpha,alpha-Trehalose",1.0,Brugia malayi,1.0,Phormia regina
3145,3.1.3.18,Calcium cation,1.0,Thermoplasma acidophilum,0.0,0
3146,3.1.3.2,"(R,R)-Tartaric acid",1.0,Labeo rohita,2.0,Phaseolus vulgaris
3147,3.1.3.2,Choline phosphate,1.0,Pseudomonas aeruginosa,0.0,0
3148,3.1.3.2,Ethanolamine phosphate,1.0,Pseudomonas aeruginosa,0.0,0
3149,3.1.3.2,GMP,1.0,Glycine max,1.0,Labeo rohita
3150,3.1.3.2,Hydrofluoric acid,12.0,"Glycine max,Phaseolus vulgaris,Solanum lycopersicum,Sus scrofa",0.0,0
3151,3.1.3.2,Mercury(2+),1.0,Selenastrum capricornutum,0.0,0
3152,3.1.3.2,Molybdate,13.0,"Euphorbia characias,Glycine max,Labeo rohita,Musa cavendishii,Pelophylax esculentus,Solanum lycopersicum",0.0,0
3153,3.1.3.2,Orthophosphate,20.0,"Agaricus bisporus,Glycine max,Ipomoea batatas,Labeo rohita,Musa cavendishii,Pelophylax esculentus,Phaseolus vulgaris,Solanum lycopersicum,Sus scrofa",0.0,0
3154,3.1.3.2,Phytic acid,1.0,Musa cavendishii,0.0,0
3155,3.1.3.2,Pyridoxal phosphate,2.0,Labeo rohita,0.0,0
3156,3.1.3.2,Pyridoxamine phosphate,2.0,Labeo rohita,0.0,0
3157,3.1.3.2,Sodium fluoride,1.0,Musa cavendishii,1.0,Phaseolus vulgaris
3158,3.1.3.2,Tetraethylammonium,1.0,Pseudomonas aeruginosa,0.0,0
3159,3.1.3.2,ortho-Vanadate,10.0,"Euphorbia characias,Labeo rohita,Pelophylax esculentus,Phaseolus vulgaris,Solanum lycopersicum,Sus scrofa",0.0,0
3160,3.1.3.21,Orthophosphate,2.0,Corynebacterium glutamicum,0.0,0
3161,3.1.3.24,D-Glucose,1.0,Synechocystis sp.,0.0,0
3162,3.1.3.24,Sucrose,2.0,"Anabaena sp.,Synechocystis sp.",0.0,0
3163,3.1.3.24,"alpha,alpha-Trehalose",1.0,Synechocystis sp.,0.0,0
3164,3.1.3.24,alpha-Maltose,1.0,Synechocystis sp.,0.0,0
3165,3.1.3.24,beta-Cellobiose,1.0,Synechocystis sp.,0.0,0
3166,3.1.3.25,Magnesium cation,1.0,Staphylococcus aureus,0.0,0
3167,3.1.3.25,Orthophosphate,1.0,Mycobacterium smegmatis,0.0,0
3168,3.1.3.25,myo-Inositol,1.0,Mycobacterium smegmatis,0.0,0
3169,3.1.3.26,Calcium cation,1.0,Bacillus amyloliquefaciens,0.0,0
3170,3.1.3.26,Hydrofluoric acid,1.0,Corylus avellana,2.0,"Aspergillus niger,Rhizopus microsporus var. oligosporus"
3171,3.1.3.26,Orthophosphate,1.0,Aspergillus niger,0.0,0
3172,3.1.3.26,Phytic acid,1.0,Bacillus amyloliquefaciens,0.0,0
3173,3.1.3.26,ortho-Vanadate,1.0,Peniophora lycii,0.0,0
3174,3.1.3.31,ADP,1.0,Escherichia coli,0.0,0
3175,3.1.3.31,ATP,2.0,Escherichia coli,0.0,0
3176,3.1.3.31,dATP,1.0,Escherichia coli,0.0,0
3177,3.1.3.37,Calcium cation,1.0,Triticum aestivum,0.0,0
3178,3.1.3.41,ATP,2.0,"Escherichia coli,Macrobrachium olfersii",2.0,"Canis lupus familiaris,Escherichia coli"
3179,3.1.3.41,Ouabain,2.0,Macrobrachium olfersii,0.0,0
3180,3.1.3.46,6-Phospho-D-gluconate,1.0,Arabidopsis thaliana,0.0,0
3181,3.1.3.46,D-Fructose 6-phosphate,2.0,"Arabidopsis thaliana,Gallus gallus",0.0,0
3182,3.1.3.46,Orthophosphate,1.0,Arabidopsis thaliana,5.0,"Gallus gallus,Pelophylax esculentus,Rattus norvegicus"
3183,3.1.3.46,"beta-D-Fructose 1,6-bisphosphate",1.0,Arabidopsis thaliana,0.0,0
3184,3.1.3.46,ortho-Vanadate,1.0,Gallus gallus,0.0,0
3185,3.1.3.48,Acrolein,1.0,Homo sapiens,0.0,0
3186,3.1.3.48,Lupeol,1.0,Homo sapiens,0.0,0
3187,3.1.3.48,Orthophosphate,1.0,Homo sapiens,0.0,0
3188,3.1.3.48,Ursolic acid,2.0,Homo sapiens,0.0,0
3189,3.1.3.48,Zinc cation,1.0,Homo sapiens,0.0,0
3190,3.1.3.48,ortho-Vanadate,2.0,"Bacillus subtilis,Homo sapiens",0.0,0
3191,3.1.3.5,ADP,4.0,"Escherichia coli,Mus musculus,Rattus norvegicus",7.0,"Bos taurus,Columba livia,Homo sapiens"
3192,3.1.3.5,AMP,2.0,Escherichia coli,0.0,0
3193,3.1.3.5,ATP,5.0,"Escherichia coli,Mus musculus,Rattus norvegicus",14.0,"Bos taurus,Columba livia,Gallus gallus,Homo sapiens,Rattus norvegicus"
3194,3.1.3.5,Acetylcysteine,1.0,Bos taurus,0.0,0
3195,3.1.3.5,Cysteamine,1.0,Bos taurus,0.0,0
3196,3.1.3.5,Glutathione,1.0,Bos taurus,1.0,Trichinella spiralis
3197,3.1.3.5,Mercaptoethanol,1.0,Bos taurus,0.0,0
3198,3.1.3.5,dATP,1.0,Escherichia coli,4.0,"Gallus gallus,Homo sapiens"
3199,3.1.3.5,gamma-L-Glutamyl-L-cysteine,1.0,Bos taurus,0.0,0
3200,3.1.3.50,D-Sorbitol,1.0,Malus domestica,0.0,0
3201,3.1.3.53,Orthophosphate,1.0,Meleagris gallopavo,0.0,0
3202,3.1.3.56,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",2.0,Sus scrofa,0.0,0
3203,3.1.3.56,"2,3-Bisphosphoglycerate",1.0,Homo sapiens,0.0,0
3204,3.1.3.56,Calcium cation,1.0,Rattus norvegicus,0.0,0
3205,3.1.3.56,Phytic acid,2.0,Sus scrofa,0.0,0
3206,3.1.3.6,ATP,1.0,Escherichia coli,0.0,0
3207,3.1.3.60,ATP,1.0,Vigna radiata,0.0,0
3208,3.1.3.60,Glycerate 3-phosphate,2.0,"Brassica nigra,Vigna radiata",0.0,0
3209,3.1.3.60,Molybdate,1.0,Brassica nigra,0.0,0
3210,3.1.3.60,Orthophosphate,1.0,Brassica nigra,0.0,0
3211,3.1.3.60,Oxalate,1.0,Vigna radiata,0.0,0
3212,3.1.3.60,Succinate,1.0,Vigna radiata,0.0,0
3213,3.1.3.60,Zinc cation,1.0,Vigna radiata,0.0,0
3214,3.1.3.60,"beta-D-Fructose 1,6-bisphosphate",1.0,Brassica nigra,0.0,0
3215,3.1.3.62,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",2.0,"Rattus norvegicus,Sus scrofa",0.0,0
3216,3.1.3.62,"1D-myo-Inositol 1,4,5,6-tetrakisphosphate",1.0,Sus scrofa,0.0,0
3217,3.1.3.62,Phytic acid,2.0,"Rattus norvegicus,Sus scrofa",0.0,0
3218,3.1.3.7,Calcium cation,2.0,Zea mays,0.0,0
3219,3.1.3.7,Potassium cation,1.0,Zea mays,1.0,Schizosaccharomyces pombe
3220,3.1.3.7,Sodium cation,1.0,Zea mays,0.0,0
3221,3.1.3.74,Calcium cation,1.0,Homo sapiens,0.0,0
3222,3.1.3.74,Molybdate,1.0,Homo sapiens,0.0,0
3223,3.1.3.74,Orthophosphate,2.0,Homo sapiens,0.0,0
3224,3.1.3.75,Zinc cation,1.0,Pseudomonas aeruginosa,0.0,0
3225,3.1.3.8,Calcium cation,7.0,"Bacillus amyloliquefaciens,Bacillus sp.",1.0,Serratia sp.
3226,3.1.3.8,Hydrofluoric acid,1.0,Corylus avellana,2.0,"Aspergillus niger,Rhizopus microsporus var. oligosporus"
3227,3.1.3.8,Phytic acid,1.0,Bacillus amyloliquefaciens,0.0,0
3228,3.1.3.8,ortho-Vanadate,3.0,"Aspergillus ficuum,Aspergillus niger,Escherichia coli",0.0,0
3229,3.1.3.81,Calcium cation,1.0,Saccharomyces cerevisiae,0.0,0
3230,3.1.3.81,Magnesium cation,1.0,Saccharomyces cerevisiae,0.0,0
3231,3.1.3.82,L-Histidinol,2.0,Escherichia coli,0.0,0
3232,3.1.3.84,3'-AMP,1.0,Saccharomyces cerevisiae,0.0,0
3233,3.1.3.84,ADP,1.0,Saccharomyces cerevisiae,0.0,0
3234,3.1.3.84,Cytidine 2'-phosphate,1.0,Saccharomyces cerevisiae,0.0,0
3235,3.1.3.9,Chlorogenate,1.0,Homo sapiens,0.0,0
3236,3.1.3.9,D-Glucose,1.0,Homo sapiens,2.0,"Homo sapiens,Rattus norvegicus"
3237,3.1.3.9,DIDS,1.0,Homo sapiens,0.0,0
3238,3.1.3.9,N-Ethylmaleimide,1.0,Rattus norvegicus,0.0,0
3239,3.1.3.9,ortho-Vanadate,2.0,Homo sapiens,0.0,0
3240,3.1.3.93,Magnesium cation,2.0,"Actinidia deliciosa,Arabidopsis thaliana",0.0,0
3241,3.1.30.1,ATP,1.0,Neurospora crassa,0.0,0
3242,3.1.30.1,dAMP,1.0,Aspergillus oryzae,0.0,0
3243,3.1.30.1,dATP,1.0,Aspergillus oryzae,0.0,0
3244,3.1.30.2,AMP,1.0,Serratia marcescens,0.0,0
3245,3.1.30.2,CMP,1.0,Serratia marcescens,0.0,0
3246,3.1.30.2,GMP,1.0,Serratia marcescens,0.0,0
3247,3.1.30.2,UMP,1.0,Serratia marcescens,0.0,0
3248,3.1.30.2,dAMP,1.0,Serratia marcescens,0.0,0
3249,3.1.4.12,Chloroquine,1.0,Rattus norvegicus,0.0,0
3250,3.1.4.16,AMP,1.0,Escherichia coli,1.0,Haemophilus influenzae
3251,3.1.4.17,"3',5'-Cyclic GMP",3.0,Homo sapiens,3.0,Homo sapiens
3252,3.1.4.35,"3',5'-Cyclic AMP",2.0,"Bombyx mori,Dictyostelium",0.0,0
3253,3.1.4.35,IBMX,4.0,"Bos taurus,Homo sapiens",0.0,0
3254,3.1.4.35,Sildenafil,7.0,"Bos taurus,Homo sapiens",0.0,0
3255,3.1.4.37,AMP,1.0,Escherichia coli,0.0,0
3256,3.1.4.37,Adenosine 2'-phosphate,1.0,Rattus norvegicus,0.0,0
