,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,DeltaEntropy
ki:3.4.17.10:62,ki,"('3.4.17.10', '62')",3.4.17.10,62,"1,10-phenanthroline",7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.17.10#INHIBITORS,0.0,Animalia:65,"668816;668816,81289,81296;668816,81289,81298;683388;81304,81308;81308",6,0.0
ki:1.13.11.34:2,ki,"('1.13.11.34', '2')",1.13.11.34,2,more,10,0.25020121176909393,Animalia:8;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.13.11.34#INHIBITORS,0.21151935909018577,Animalia:447;Plantae:79,439471;660111;675753,3,0.038681852678908168
ki:3.2.1.23:33,ki,"('3.2.1.23', '33')",3.2.1.23,33,Hg2+,19,0.32792916468105565,Plantae:8;Fungi:4;Bacteria:4;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.26035345511727831,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171273;171273,171308;171288;171293;171298;171306;171309;171310;171314;171327;171342;656793;656940;665014;678419;682457",16,0.067575709563777342
ki:2.1.1.6:213,ki,"('2.1.1.6', '213')",2.1.1.6,213,iodoacetic acid,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.6#INHIBITORS,0.051053986724624641,Animalia:186;Bacteria:4,"441507;441507,441509,441533",2,-0.051053986724624641
ki:3.2.1.24:21,ki,"('3.2.1.24', '21')",3.2.1.24,21,EDTA,16,0.25993019270997947,Plantae:8;Animalia:4;Fungi:2;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.24#INHIBITORS,0.26220428284476271,Plantae:95;Animalia:66;Fungi:22;Bacteria:15;Archaea:12,135958;135966;135969;135972;135975;135985;135986;135988;135992;135995;135999;136003;136018;646644;656917;680469,16,-0.0022740901347832465
ki:3.4.11.4:225,ki,"('3.4.11.4', '225')",3.4.11.4,225,bestatin,7,0.29913479429262863,Animalia:5;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.4#INHIBITORS,0.25193279796461399,Animalia:75;Bacteria:43;Plantae:3,"35921;35922,35923;35925;35935;35939;35940;707405",7,0.047201996328014639
ki:1.5.1.3:2,ki,"('1.5.1.3', '2')",1.5.1.3,2,more,24,0.2823294781253049,Bacteria:8;Plantae:7;Animalia:6;Protozoa:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.5.1.3#INHIBITORS,0.17093666801544841,Bacteria:393;Animalia:371;Fungi:26;Plantae:25;Protozoa:20;Archaea:1,"392207;392207,392208;392207,392211;392208;392211;392249;392290;673502;689962;705017;705018;705138;706682",13,0.11139281010985649
ki:2.2.1.2:16,ki,"('2.2.1.2', '16')",2.2.1.2,16,phosphate,9,0.2872649242426551,Animalia:5;Fungi:2;Plantae:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.2#INHIBITORS,0.26939712001717947,Animalia:16;Bacteria:8;Fungi:6;Plantae:4;Archaea:1,"486027;486027,486028;486027,486041",3,0.017867804225475625
ki:5.3.1.1:3427,ki,"('5.3.1.1', '3427')",5.3.1.1,3427,DL-glycidol phosphate,17,0.27294387502816064,Bacteria:7;Animalia:5;Archaea:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.1#INHIBITORS,0.25534988985013768,Animalia:46;Bacteria:23;Plantae:19;Fungi:11;Archaea:10;Protozoa:3,714686,1,0.017593985178022964
ki:2.2.1.6:6908,ki,"('2.2.1.6', '6908')",2.2.1.6,6908,metsulfuron methyl,9,0.34348078829866169,Plantae:5;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.6#INHIBITORS,0.23619617133459805,Bacteria:199;Plantae:110;Fungi:73;Archaea:12;Protozoa:6,672867;698302;700782,3,0.10728461696406363
ki:4.6.1.1:15,ki,"('4.6.1.1', '15')",4.6.1.1,15,Ca2+,17,0.22596957521473271,Animalia:13;Bacteria:3;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.6.1.1#INHIBITORS,0.18115169414620155,Animalia:232;Bacteria:118;Plantae:4;Protozoa:2,"34764,34790;34776;34778;34780;34783;34799;34800;34817;34818;34819;653453;680097,680098;714665;716341;730950",15,0.044817881068531157
ki:1.1.1.37:4,ki,"('1.1.1.37', '4')",1.1.1.37,4,ATP,7,0.33794599857241148,Plantae:2;Bacteria:2;Animalia:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.37#INHIBITORS,0.25497205049188576,Animalia:77;Bacteria:69;Archaea:18;Plantae:17;Fungi:5,286639;286652;286664;286671;656883;723482,6,0.082973948080525717
ki:1.10.3.1:1033,ki,"('1.10.3.1', '1033')",1.10.3.1,1033,tropolone,10,0.26727285084777908,Plantae:7;Animalia:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.10.3.1#INHIBITORS,0.26848528708451497,Plantae:163;Animalia:40;Bacteria:28,671593;671857;673001;674092;675076;706120;713239;727570,8,-0.0012124362367358921
ki:3.1.3.2:16,ki,"('3.1.3.2', '16')",3.1.3.2,16,phosphate,27,0.28411864578348101,Plantae:15;Animalia:6;Bacteria:4;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134691;134704,652633;134710;134716,134719,134741,134750;134722,134750;134733;134739,134750;134746;134750;134750,134768;134750,134787;134752;134754;134756;134771;134803;651143;653439;665279;666672;680376;682438;717266;729451;729509",26,0.035386854035174997
ki:3.2.1.3:640,ki,"('3.2.1.3', '640')",3.2.1.3,640,gamma-cyclodextrin,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:3.2.1.21:96,ki,"('3.2.1.21', '96')",3.2.1.21,96,beta-D-glucose,9,0.32769591952492849,Fungi:3;Plantae:3;Bacteria:2;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.27145642124622227,Plantae:90;Animalia:71;Bacteria:58;Fungi:14;Archaea:9,326292;326300;326326;326351;326358;654224,6,0.056239498278706224
ki:3.4.11.7:21,ki,"('3.4.11.7', '21')",3.4.11.7,21,EDTA,16,0.28824669884254572,Bacteria:9;Animalia:6;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.7#INHIBITORS,0.166304734078597,Animalia:155;Bacteria:25;Plantae:4,"35016;35868;36021,36024;36028,665110;36031;36035,665111;663456;665074;665111;717392;732596",11,0.12194196476394872
ki:1.1.1.44:583,ki,"('1.1.1.44', '583')",1.1.1.44,583,"D-fructose 1,6-diphosphate",7,0.2884354856752725,Bacteria:4;Fungi:1;Plantae:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.44#INHIBITORS,0.23886632625706863,Animalia:112;Bacteria:39;Plantae:18;Fungi:5,"286827,286830,286831,286837,286840,286844,286904,286987;286845,286846,286851,286882,286885;286851,286861,286882,286904;286896;286904;286904,286987",6,0.049569159418203862
ki:1.11.1.6:22,ki,"('1.11.1.6', '22')",1.11.1.6,22,H2O2,8,0.33022208578733053,Bacteria:3;Plantae:2;Animalia:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.6#INHIBITORS,0.25417798620131571,Bacteria:96;Animalia:66;Plantae:32;Archaea:12;Fungi:6,439789;439790;439792;439796;685762;699027;701415;726417,8,0.076044099586014824
ki:3.4.22.1:511,ki,"('3.4.22.1', '511')",3.4.22.1,511,chymostatin,7,0.2050581591442045,Animalia:6;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.054028387777457415,Animalia:605;Protozoa:14,"34992;35024;36629;36631;36636,36655;36638;36653",7,0.15102977136674708
ki:2.7.4.22:65,ki,"('2.7.4.22', '65')",2.7.4.22,65,UTP,12,0.14341799152808035,Bacteria:11;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.4.22#INHIBITORS,0.13708295767508633,Bacteria:59;Archaea:5,663945;664816;665362;672233;674896;692284;693652;721458;723289;723708,10,0.0063350338529940264
ki:3.1.1.3:23,ki,"('3.1.1.3', '23')",3.1.1.3,23,Co2+,13,0.17865368323635647,Bacteria:11;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,651018;652958;665729;666830;677300;680528;682616;691471;692254;692424;694933;716567;80829,13,-0.026409855694880274
ki:3.2.1.3:1162,ki,"('3.2.1.3', '1162')",3.2.1.3,1162,Guanidine-HCl,7,0.33474749101802548,Bacteria:3;Archaea:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.3#INHIBITORS,0.32050442985442007,Bacteria:102;Archaea:102;Animalia:48;Fungi:32,708235,1,0.014243061163605408
ki:3.4.11.1:625,ki,"('3.4.11.1', '625')",3.4.11.1,625,amastatin,10,0.31444946410967972,Animalia:5;Bacteria:4;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.17950685803620778,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,25;652589;665071;665075;665076;731553;732471;732597;95182;95224,10,0.13494260607347194
ki:1.6.5.8:1616,ki,"('1.6.5.8', '1616')",1.6.5.8,1616,diphenylene iodonium,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:3.1.3.26:19,ki,"('3.1.3.26', '19')",3.1.3.26,19,Cu2+,9,0.31825708414740639,Plantae:6;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.26#INHIBITORS,0.25243818371817955,Plantae:112;Bacteria:43;Animalia:8,650693;650923;651559;693595;94779;94780;94788;94789;94791,9,0.065818900429226834
ki:3.2.1.1:38,ki,"('3.2.1.1', '38')",3.2.1.1,38,Ni2+,9,0.26485309952882724,Bacteria:7;Archaea:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.1#INHIBITORS,0.20582025586255964,Bacteria:259;Animalia:115;Plantae:38;Archaea:20;Fungi:1,393391;393403;393404;393430;393445;655358;678862;695097;727441,9,0.059032843666267598
ki:3.4.11.1:25,ki,"('3.4.11.1', '25')",3.4.11.1,25,Fe2+,8,0.24520731325293155,Animalia:6;Bacteria:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.17950685803620778,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,35908;698424;718340,3,0.065700455216723769
ki:1.8.1.7:10,ki,"('1.8.1.7', '10')",1.8.1.7,10,2 NADP+,9,0.26061848075234384,Animalia:5;Fungi:1;Chromista:1;Plantae:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.8.1.7#INHIBITORS,0.1930091212116459,Animalia:226;Plantae:39;Fungi:36;Bacteria:32;Protozoa:11;Chromista:6,"393993;393993,394750;394720;394725;394743;394745;660339;686233;701146",9,0.067609359540697939
ki:1.1.1.B40:1975,ki,"('1.1.1.B40', '1975')",1.1.1.B40,1975,glycyrrhetinic acid,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.B40#INHIBITORS,0.0,Animalia:233,667203;669907,2,0.0
ki:3.4.11.6:23,ki,"('3.4.11.6', '23')",3.4.11.6,23,Co2+,7,0.33474749101802548,Animalia:3;Bacteria:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.6#INHIBITORS,0.22184606037496404,Animalia:130;Bacteria:56;Fungi:14;Plantae:3,35979;35984;649371;650625;664982;681522,6,0.11290143064306143
ki:2.7.7.7:2,ki,"('2.7.7.7', '2')",2.7.7.7,2,more,13,0.28924691108631856,Bacteria:7;Archaea:3;Animalia:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.7#INHIBITORS,0.19860658494479499,Animalia:187;Bacteria:41;Archaea:30;Plantae:9;Fungi:7,643590;643667;691213;691631;692423;719388;721508;726067,8,0.090640326141523564
ki:3.1.3.2:33,ki,"('3.1.3.2', '33')",3.1.3.2,33,Hg2+,21,0.25583549124646443,Plantae:10;Animalia:6;Bacteria:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134691;134708;134710;134713;134720;134732,134762,134765;134733;134736;134743;134754;134756;134768;134776;134783;134786;134801;650882;666650;679237;679526;701794",21,0.0071036994981584223
ki:3.4.22.15:33,ki,"('3.4.22.15', '33')",3.4.22.15,33,Hg2+,7,0.0,Animalia:7,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.15#INHIBITORS,0.0,Animalia:706,"647906;647922;647925,647927,647930;647927;647940;710915;731500",7,0.0
ki:4.2.1.1:33,ki,"('4.2.1.1', '33')",4.2.1.1,33,Hg2+,8,0.34657359027997264,Bacteria:4;Animalia:2;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33567;33597;702804;706571;714853;715948,6,0.18808664040456075
ki:3.1.1.8:803,ki,"('3.1.1.8', '803')",3.1.1.8,803,eserine,16,0.0,Animalia:16,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.8#INHIBITORS,0.044264612838886268,Animalia:1107;Bacteria:14;Plantae:14,"664579;666232;679238;679334;679344,679345;681725;681741;682916;692056;714777",10,-0.044264612838886268
ki:2.3.1.180:1569,ki,"('2.3.1.180', '1569')",2.3.1.180,1569,thiolactomycin,7,0.2050581591442045,Bacteria:6;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.180#INHIBITORS,0.021113408263291011,Bacteria:559;Plantae:4,486933;486939;486946;665474;666668;688880,6,0.1839447508809135
ki:1.4.3.22:382,ki,"('1.4.3.22', '382')",1.4.3.22,382,Semicarbazide,10,0.30543215102744675,Plantae:7;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.22#INHIBITORS,0.27765580704700593,Plantae:166;Animalia:89;Bacteria:16,391909;391923;391925;391935;391940;391943;391948;672492;720756,9,0.027776343980440821
ki:3.4.14.5:244,ki,"('3.4.14.5', '244')",3.4.14.5,244,diisopropyl fluorophosphate,9,0.34348078829866169,Animalia:5;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.14.5#INHIBITORS,0.048921126394347168,Animalia:2115;Bacteria:82;Fungi:8;Plantae:4,"36198;36205,36250,36251;36206,36259;36209;36217;36219,36225,36230,36235,36256,36262;36226,36228,36232,36234,36242,36253;36233;36241",9,0.29455966190431454
ki:3.2.2.5:2,ki,"('3.2.2.5', '2')",3.2.2.5,2,more,7,0.2050581591442045,Animalia:6;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.2.5#INHIBITORS,0.18607759181899214,Animalia:93;Bacteria:13,"137055,137077;137056;137057;137075;654609;656433;714452",7,0.018980567325212361
ki:1.11.1.11:238,ki,"('1.11.1.11', '238')",1.11.1.11,238,NaN3,8,0.18838508062821838,Plantae:7;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.11#INHIBITORS,0.18692967570205624,Plantae:76;Protozoa:14;Animalia:3,439855;439856;439858;439861;439865;439868;439871;439875,8,0.0014554049261621405
ki:1.2.1.12:2,ki,"('1.2.1.12', '2')",1.2.1.12,2,more,8,0.32477158428978314,Animalia:4;Bacteria:3;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.2.1.12#INHIBITORS,0.24084861608121141,Animalia:78;Bacteria:36;Protozoa:27;Plantae:23;Archaea:6;Fungi:4,672306;673629;685334;688066;688953;726498,6,0.08392296820857173
ki:3.2.1.14:21,ki,"('3.2.1.14', '21')",3.2.1.14,21,EDTA,7,0.33474749101802548,Animalia:3;Bacteria:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.246402297540603,Bacteria:78;Plantae:40;Animalia:38;Fungi:5;Archaea:4,393508;677767;679330;680311;693969;708009;709204,7,0.088345193477422479
ki:1.4.3.22:373,ki,"('1.4.3.22', '373')",1.4.3.22,373,diethyldithiocarbamate,10,0.1625414866957241,Plantae:9;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.22#INHIBITORS,0.27765580704700593,Plantae:166;Animalia:89;Bacteria:16,391925;391935;391940;391941;391947;391948;672497;720756,8,-0.11511432035128183
ki:3.5.2.6:21,ki,"('3.5.2.6', '21')",3.5.2.6,21,EDTA,14,0.0,Bacteria:14,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:454,"209335;209349;209351;209357,209358;657241;663650;663658;665323;684483;686103;690020;690465;696094;719154",14,0.0
ki:3.2.1.52:33,ki,"('3.2.1.52', '33')",3.2.1.52,33,Hg2+,18,0.32165430766914255,Animalia:8;Plantae:8;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.24565290977780016,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,"393650;393656;393659;393665;393667;393670;393673;393678;393685;393696;393697;393700;393704;393708;393715,393725;656947;680128;715073",18,0.076001397891342387
ki:3.4.22.1:43,ki,"('3.4.22.1', '43')",3.4.22.1,43,p-chloromercuribenzoate,7,0.2050581591442045,Animalia:6;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.22.1#INHIBITORS,0.054028387777457415,Animalia:605;Protozoa:14,35024;36619;36629;36631;36640;36647;36651,7,0.15102977136674708
ki:4.2.1.1:230,ki,"('4.2.1.1', '230')",4.2.1.1,230,azide,12,0.29470047701612972,Animalia:4;Fungi:3;Bacteria:3;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,666765;679413;680472;696639;696649;696695;699246;700636;703758;706571;714462,11,0.13621352714071783
ki:2.7.1.40:2,ki,"('2.7.1.40', '2')",2.7.1.40,2,more,9,0.31229610251300532,Animalia:5;Plantae:3;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.40#INHIBITORS,0.20583328401987822,Bacteria:129;Animalia:102;Plantae:58;Archaea:6;Fungi:6;Protozoa:2,641529;641535;641555;672165;676434;676689;691167;721131;723044,9,0.10646281849312711
ki:3.1.3.16:174,ki,"('3.1.3.16', '174')",3.1.3.16,174,F-,8,0.33078161907899106,Animalia:5;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.17954629136868691,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,"134606;134607;134615;134616,134617;134622,134626;134628;134641;94882",8,0.15123532771030415
ki:3.2.1.22:19,ki,"('3.2.1.22', '19')",3.2.1.22,19,Cu2+,9,0.30372241348728013,Plantae:4;Bacteria:3;Fungi:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.25457246494561975,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,171187;171215;655085;656418;679379;680270;680458;682601;698429,9,0.049149948541660382
ki:1.6.5.8:49,ki,"('1.6.5.8', '49')",1.6.5.8,49,N-ethylmaleimide,10,0.0,Bacteria:10,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,711293,1,-0.24517387342137378
ki:3.2.1.52:47,ki,"('3.2.1.52', '47')",3.2.1.52,47,acetate,7,0.29913479429262863,Animalia:5;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.24565290977780016,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,136607;26851;393650;393668;393708;655935,6,0.053481884514828465
ki:1.17.4.1:145,ki,"('1.17.4.1', '145')",1.17.4.1,145,dTTP,8,0.24520731325293155,Animalia:6;Bacteria:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.4.1#INHIBITORS,0.13704036147885484,Animalia:246;Bacteria:57;Fungi:11;Plantae:3;Archaea:1,437907;437908;437917;437937;437967,5,0.1081669517740767
ki:2.8.1.1:45,ki,"('2.8.1.1', '45')",2.8.1.1,45,dithiothreitol,14,0.33474749101802548,Animalia:6;Bacteria:6;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.8.1.1#INHIBITORS,0.26514322466718987,Animalia:64;Bacteria:38;Plantae:9;Archaea:7,645502,1,0.069604266350835609
ki:3.1.4.1:21,ki,"('3.1.4.1', '21')",3.1.4.1,21,EDTA,11,0.30548829517982373,Animalia:6;Plantae:4;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.4.1#INHIBITORS,0.11332333285753507,Animalia:266;Plantae:48;Bacteria:6;Fungi:2;Archaea:1,"134081,208367;208355;208358;208365,208392;208366;208367,208368;208371,208392;208376;208388,208392;208389;711445",11,0.19216496232228866
ki:2.1.1.45:666,ki,"('2.1.1.45', '666')",2.1.1.45,666,"N,O-didansyl-L-tyrosine",86,0.099148313559270077,Bacteria:80;Fungi:4;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.45#INHIBITORS,0.15878821214443867,Bacteria:440;Animalia:169;Fungi:23;Protozoa:8;Plantae:1,703220,1,-0.059639898585168591
ki:1.6.5.8:2177,ki,"('1.6.5.8', '2177')",1.6.5.8,2177,korormicin,13,0.0,Bacteria:13,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,"672293;672293,711269;711293",3,-0.24517387342137378
ki:4.2.99.18:6,ki,"('4.2.99.18', '6')",4.2.99.18,6,Mg2+,7,0.31856663037084476,Bacteria:4;Animalia:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.99.18#INHIBITORS,0.10405071954901826,Animalia:184;Bacteria:22;Plantae:5;Fungi:2;Archaea:1,648626;648634;648644;648649;648670;701682;730783,7,0.2145159108218265
ki:2.3.1.6:9313,ki,"('2.3.1.6', '9313')",2.3.1.6,9313,Acyloylcholine,8,0.0,Animalia:8,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.6#INHIBITORS,0.0,Animalia:116,487278;487308,2,0.0
ki:3.1.21.1:42,ki,"('3.1.21.1', '42')",3.1.21.1,42,NaCl,8,0.34657359027997264,Animalia:4;Bacteria:2;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.1#INHIBITORS,0.20285358809177662,Animalia:81;Bacteria:17;Plantae:6;Fungi:5,134197;134206;134220;134235;653014;666780;697891,7,0.14372000218819603
ki:3.1.3.16:14,ki,"('3.1.3.16', '14')",3.1.3.16,14,Zn2+,8,0.33022208578733053,Animalia:3;Plantae:2;Archaea:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.17954629136868691,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,134620;134641;134681;655411;655436;709923;724159;727733,8,0.15067579441864362
ki:3.6.1.1:49,ki,"('3.6.1.1', '49')",3.6.1.1,49,N-ethylmaleimide,8,0.30325189149497606,Plantae:4;Bacteria:2;Fungi:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.6.1.1#INHIBITORS,0.24363213310740719,Plantae:69;Bacteria:68;Animalia:53;Archaea:18;Fungi:13;Protozoa:1,209769;209786;209790;209820;209829;209831;689923,7,0.059619758387568861
ki:4.1.1.39:490,ki,"('4.1.1.39', '490')",4.1.1.39,490,"D-ribulose 1,5-bisphosphate",15,0.25500923960046024,Plantae:9;Bacteria:4;Archaea:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.39#INHIBITORS,0.26521288079240252,Plantae:41;Bacteria:26;Archaea:10;Chromista:2,649333,1,-0.010203641191942281
ki:5.3.1.24:3379,ki,"('5.3.1.24', '3379')",5.3.1.24,3379,Reduced 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,7,0.2050581591442045,Bacteria:6;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.24#INHIBITORS,0.17441604792151597,Bacteria:8;Fungi:1,"4611,648873;648872;648887",3,0.030642111222688534
ki:1.3.3.4:8901,ki,"('1.3.3.4', '8901')",1.3.3.4,8901,"2-(4-chloro-2-ethoxy-5-nitrophenyl)-3-hydroxy-2,3,4,5,6,7-hexahydro-1H-isoindol-1-one",8,0.18838508062821838,Plantae:7;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.3.3.4#INHIBITORS,0.23270499333373523,Plantae:468;Animalia:203;Bacteria:56;Fungi:18,711472,1,-0.044319912705516856
ki:3.4.11.9:21,ki,"('3.4.11.9', '21')",3.4.11.9,21,EDTA,12,0.26878483100134337,Animalia:7;Bacteria:3;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.9#INHIBITORS,0.21754927319731004,Animalia:126;Bacteria:47;Plantae:9;Fungi:6,"36042,36054,36057,36062;36044;36045;36047;36050;36052,36061;36055;649941;651109;651792;652158;731729",12,0.051235557804033327
ki:3.1.3.48:14,ki,"('3.1.3.48', '14')",3.1.3.48,14,Zn2+,8,0.24520731325293155,Animalia:6;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.48#INHIBITORS,0.12520139588251225,Animalia:650;Bacteria:137;Plantae:4;Archaea:1,"692261;706935;730324;94971,94991;94972,94973,94975,94983,94986;94980,94986,94987;94981,94986;94985",8,0.1200059173704193
ki:6.3.2.2:44,ki,"('6.3.2.2', '44')",6.3.2.2,44,glutathione,13,0.30773290576198059,Animalia:6;Plantae:3;Bacteria:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.2.2#INHIBITORS,0.23973381514117381,Animalia:108;Bacteria:29;Plantae:15;Fungi:9,1118;1128;1135;1137;1142;662457;692055;694060;694674;704660,10,0.067999090620806779
ki:1.1.1.1:62,ki,"('1.1.1.1', '62')",1.1.1.1,62,"1,10-phenanthroline",10,0.29931524161892659,Animalia:6;Bacteria:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.1#INHIBITORS,0.24112605666549772,Animalia:125;Bacteria:73;Archaea:45;Plantae:34;Fungi:18;Protozoa:2,"285557;285569,285576;285579;285580;285600;285602;285623;285630;668532;688442",10,0.058189184953428869
