reaction,galactose,acetate,pyruvate,fumarate,succinate,glucosamine,glycerol,mannose,xylose,glucose,fructose
DALAtex,0,0,0,0,0,0,0,0,0,0,0
DAMPtex,0,0,0,0,0,0,0,0,0,0,0
DAPAL,0,0,0,0,0,0,0,0,0,0,0
DAPDC,2.478385E-05,2.859675E-05,0.000038129,4.003545E-05,4.19419E-05,4.384835E-05,4.4801575E-05,4.4801575E-05,5.2427375E-05,5.528705E-05,6.1959625E-05
DAPE,2.67907611111111E-05,3.09124166666667E-05,4.12165555555556E-05,4.32773833333333E-05,4.53382111111111E-05,0.000047399,4.84294527777778E-05,4.84294527777778E-05,5.66727638888889E-05,0.000059764,6.69769027777778E-05
DAPabcpp,0,0,0,0,0,0,0,0,0,0,0
DAPtex,0,0,0,0,0,0,0,0,0,0,0
DASYN120,0,0,0,0,0,0,0,0,0,0,0
DASYN140,0,0,0,0,0,0,0,0,0,0,0
DASYN141,0,0,0,0,0,0,0,0,0,0,0
DASYN160,4.60878888888889E-06,5.31783333333333E-06,7.09044444444444E-06,0.000007445,7.79948888888889E-06,0.000008154,8.33127222222222E-06,8.33127222222222E-06,9.74936111111111E-06,1.02811444444444E-05,0.000011522
DASYN161,5.43212222222222E-06,6.26783333333333E-06,8.35711111111112E-06,0.000008775,9.19282222222222E-06,9.61067777777778E-06,9.81960555555556E-06,9.81960555555556E-06,0.000011491,1.21178111111111E-05,1.35803055555556E-05
DASYN180,0,0,0,0,0,0,0,0,0,0,0
DASYN181,0,0,0,0,0,0,0,0,0,0,0
DATPHs,0,0,0,0,0,0,0,0,0,0,0
DB4PS,6.44222222222295E-08,7.43333333333227E-08,9.91111111111175E-08,1.04066666666726E-07,0.000000109,0.000000114,1.16455555555592E-07,1.16455555555562E-07,1.36277777777763E-07,1.43711111111099E-07,1.61055555555574E-07
DBTS,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
DC6PH,0,0,0,0,0,0,0,0,0,0,0
DCAtex,0,0,0,0,0,0,0,0,0,0,0
DCMPtex,0,0,0,0,0,0,0,0,0,0,0
DCTPD,0,0,0,0,0,0,0,0,0,0,0
DCYTD,0,0,0,0,0,0,0,0,0,0,0
DCYTt2pp,0,0,0,0,0,0,0,0,0,0,0
DCYTtex,0,0,0,0,0,0,0,0,0,0,0
DDCAtexi,0,0,0,0,0,0,0,0,0,0,0
DDGALK,0,0,0,0,0,0,0,0,0,0,0
DDGLCNt2rpp,0,0,0,0,0,0,0,0,0,0,0
DDGLCNtex,0,0,0,0,0,0,0,0,0,0,0
DDGLK,0,0,0,0,0,0,0,0,0,0,0
DDPA,2.75252611111111E-05,3.17599166666667E-05,4.23465555555556E-05,4.44638833333333E-05,4.65812111111111E-05,4.86985388888889E-05,4.97572027777778E-05,4.97572027777778E-05,5.82265138888889E-05,6.14025055555556E-05,6.88131527777778E-05
DDPGALA,0,0,0,0,0,0,0,0,0,0,0
DGK1,0,0,0,0,0,0,0,0,0,0,0
DGMPtex,0,0,0,0,0,0,0,0,0,0,0
DGSNt2pp,0,0,0,0,0,0,0,0,0,0,0
DGSNtex,0,0,0,0,0,0,0,0,0,0,0
DHACOAH,0,0,0,0,0,0,0,0,0,0,0
DHAD1,6.314165E-05,7.28557499999999E-05,0.000097141,0.0001019981,0.0001068551,0.0001117122,0.0001141407,0.0001141407,0.0001335689,0.0001408545,0.0001578541
DHAD2,2.098265E-05,2.421075E-05,0.000032281,3.389505E-05,3.55091E-05,3.712315E-05,3.7930175E-05,3.7930175E-05,4.4386375E-05,4.680745E-05,5.2456625E-05
DHAPT,0.000108692,0.0001175612,0,0.0003167233,0.000234293,0.0001523341,0.0011353154,0.0001552557,0.0001729942,0.0001796462,0.0001951674
DHAtex,0,0,0,0,0,0,0,0,0,0,0
DHAtpp,0,0,0,0,0,0,0,0,0,0,0
DHBD,0,0,0,0,0,0,0,0,0,0,0
DHBS,0,0,0,0,0,0,0,0,0,0,0
DHBSH,0,0,0,0,0,0,0,0,0,0,0
DHCIND,0,0,0,0,0,0,0,0,0,0,0
DHCINDO,0,0,0,0,0,0,0,0,0,0,0
DHDPRy,2.67907611111111E-05,3.09124166666667E-05,4.12165555555556E-05,4.32773833333333E-05,4.53382111111111E-05,0.000047399,4.84294527777778E-05,4.84294527777778E-05,5.66727638888889E-05,0.000059764,6.69769027777778E-05
DHDPS,2.67907611111111E-05,3.09124166666667E-05,4.12165555555556E-05,4.32773833333333E-05,4.53382111111111E-05,0.000047399,4.84294527777778E-05,4.84294527777778E-05,5.66727638888889E-05,0.000059764,6.69769027777778E-05
DHFR,1.93808333333334E-06,2.23624999999999E-06,2.98166666666666E-06,3.13074999999999E-06,3.27983333333333E-06,3.42891666666668E-06,3.50345833333333E-06,3.50345833333333E-06,4.09979166666666E-06,4.32341666666666E-06,4.84520833333336E-06
DHFS,4.83166666666763E-08,5.57499999999883E-08,7.4333333333328E-08,0.000000078,8.17666666666593E-08,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
DHMPTR,0,0,0,0,0,0,0,0,0,0,0
DHNAOT4,0,0,0,0,0,0,0,0,0,0,0
DHNCOAS,0,0,0,0,0,0,0,0,0,0,0
DHNCOAT,0,0,0,0,0,0,0,0,0,0,0
DHNPA2r,4.83166666666763E-08,5.57499999999883E-08,7.4333333333328E-08,0.000000078,8.17666666666593E-08,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
DHNPTE,0,0,0,0,0,0,0,0,0,0,0
DHORD2,2.389075E-05,2.756625E-05,0.000036755,3.859275E-05,4.04305E-05,4.226825E-05,4.3187125E-05,4.3187125E-05,5.0538125E-05,5.329475E-05,5.9726875E-05
DHORD5,0,0,0,0,0,0,0,0,0,0,0
DHORDfum,0,0,0,0,0,0,0,0,0,0,0
DHORTS,0,0,0,0,0,0,0,0,0,0,0
DHPPD,0,0,0,0,0,0,0,0,0,0,0
DHPPDA2,3.22111111111147E-08,3.71666666666614E-08,4.95555555555588E-08,0.000000052,5.45111111111131E-08,0.000000057,5.82277777777962E-08,5.82277777777808E-08,6.81388888888817E-08,7.18555555555494E-08,8.05277777777869E-08
DHPS2,4.83166666666763E-08,5.57499999999883E-08,7.4333333333328E-08,0.000000078,8.17666666666593E-08,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
DHPTDCs2,3.23555555555555E-08,3.73333333333333E-08,4.97777777777778E-08,5.22666666666667E-08,5.47555555555556E-08,5.72444444444445E-08,5.84888888888889E-08,5.84888888888889E-08,6.84444444444444E-08,7.21777777777778E-08,8.08888888888889E-08
DHPTDNR,0,0,0,0,0,0,0,0,0,0,0
DHPTDNRN,0,0,0,0,0,0,0,0,0,0,0
DHPTPE,0,0,0,0,0,0,0,0,0,0,0
DHQS,2.75252611111111E-05,3.17599166666667E-05,4.23465555555556E-05,4.44638833333333E-05,4.65812111111111E-05,4.86985388888889E-05,4.97572027777778E-05,4.97572027777778E-05,5.82265138888889E-05,6.14025055555556E-05,6.88131527777778E-05
DHQTi,2.75252611111111E-05,3.17599166666667E-05,4.23465555555556E-05,4.44638833333333E-05,4.65812111111111E-05,4.86985388888889E-05,4.97572027777778E-05,4.97572027777778E-05,5.82265138888889E-05,6.14025055555556E-05,6.88131527777778E-05
DIMPtex,0,0,0,0,0,0,0,0,0,0,0
DINSt2pp,0,0,0,0,0,0,0,0,0,0,0
DINStex,0,0,0,0,0,0,0,0,0,0,0
DKGLCNR1,0,0,0,0,0,0,0,0,0,0,0
DKGLCNR2x,0,0,0,0,0,0,0,0,0,0,0
DKGLCNR2y,0,0,0,0,0,0,0,0,0,0,0
DMATT,2.00777777777778E-08,2.31666666666664E-08,3.08888888888887E-08,3.24333333333335E-08,0.000000034,3.55222222222223E-08,3.62944444444443E-08,3.62944444444442E-08,4.24722222222225E-08,4.47888888888889E-08,5.01944444444451E-08
DMPPS,2.00777777777778E-08,2.31666666666664E-08,3.08888888888887E-08,3.24333333333335E-08,0.000000034,3.55222222222223E-08,3.62944444444443E-08,3.62944444444442E-08,4.24722222222225E-08,4.47888888888889E-08,5.01944444444451E-08
DMQMT,0,0,0,0,0,0,0,0,0,0,0
DMSOR1,0,0,0,0,0,0,0,0,0,0,0
DMSOR1pp,0,0,0,0,0,0,0,0,0,0,0
DMSOR2,0,0,0,0,0,0,0,0,0,0,0
DMSOR2pp,0,0,0,0,0,0,0,0,0,0,0
DMSOtex,0,0,0,0,0,0,0,0,0,0,0
DMSOtpp,0,0,0,0,0,0,0,0,0,0,0
DMStex,0,0,0,0,0,0,0,0,0,0,0
DNMPPA,4.83166666666763E-08,5.57499999999883E-08,7.4333333333328E-08,0.000000078,8.17666666666593E-08,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
DNTPPA,4.83166666666763E-08,5.57499999999883E-08,7.4333333333328E-08,0.000000078,8.17666666666593E-08,8.54833333333442E-08,8.73416666666674E-08,8.73416666666674E-08,1.0220833333333E-07,1.07783333333323E-07,1.20791666666693E-07
DOGULNR,0,0,0,0,0,0,0,0,0,0,0
DOPAtex,0,0,0,0,0,0,0,0,0,0,0
DOXRBCNtex,0,0,0,0,0,0,0,0,0,0,0
DOXRBCNtpp,0,0,0,0,0,0,0,0,0,0,0
DPCOAK,4.16000000000305E-08,0.000000048,0.000000064,6.72000000000327E-08,7.04000000000137E-08,7.35999999998713E-08,7.51999999999543E-08,7.52000000000777E-08,0.000000088,9.27999999998806E-08,0.000000104
DPR,4.16000000000305E-08,0.000000048,0.000000064,6.72000000000327E-08,7.04000000000137E-08,7.35999999998713E-08,7.51999999999543E-08,7.52000000000777E-08,0.000000088,9.27999999998806E-08,0.000000104
DRPA,0,0,0,0,0,0,0,0,0,0,0
DSBAO1,0,0,0,0,0,0,0,0,0,0,0
DSBAO2,0,0,0,0,0,0,0,0,0,0,0
DSBCGT,0,0,0,0,0,0,0,0,0,0,0
DSBDR,0,0,0,0,0,0,0,0,0,0,0
DSBGGT,0,0,0,0,0,0,0,0,0,0,0
DSERDHr,0,0,0,0,0,0,0,0,0,0,0
DSERt2pp,0,0,0,0,0,0,0,0,0,0,0
DSERtex,0,0,0,0,0,0,0,0,0,0,0
DTARTD,0,0,0,0,0,0,0,0,0,0,0
DTMPK,1.88976666666667E-06,2.1805E-06,2.90733333333333E-06,3.0527E-06,3.19806666666667E-06,3.34343333333333E-06,3.41611666666667E-06,3.41611666666667E-06,3.99758333333333E-06,4.21563333333333E-06,4.72441666666667E-06
DTMPtex,0,0,0,0,0,0,0,0,0,0,0
DUMPtex,0,0,0,0,0,0,0,0,0,0,0
DURADx,0,0,0,0,0,0,0,0,0,0,0
DURIK1,0,0,0,0,0,0,0,0,0,0,0
DURIPP,0,0,0,0,0,0,0,0,0,0,0
DURIt2pp,0,0,0,0,0,0,0,0,0,0,0
DURItex,0,0,0,0,0,0,0,0,0,0,0
DUTPDP,1.88976666666667E-06,2.1805E-06,2.90733333333333E-06,3.0527E-06,3.19806666666667E-06,3.34343333333333E-06,3.41611666666667E-06,3.41611666666667E-06,3.99758333333333E-06,4.21563333333333E-06,4.72441666666667E-06
DXPRIi,1.72538888888891E-07,1.99083333333331E-07,2.65444444444443E-07,2.78716666666668E-07,0.000000292,3.05261111111111E-07,3.11897222222219E-07,3.1189722222222E-07,0.000000365,3.84894444444444E-07,4.31347222222228E-07
DXPS,2.04750000000001E-07,2.36249999999997E-07,0.000000315,3.30750000000001E-07,3.46499999999999E-07,3.62250000000001E-07,3.70124999999997E-07,3.70124999999998E-07,4.33125000000001E-07,4.56749999999999E-07,5.11875000000005E-07
DXYLK,0,0,0,0,0,0,0,0,0,0,0
E4PD,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
EAR100x,0,0,0,0,0,0,0,0,0,0,0
EAR100y,0,0,0,0,0,0,0,0,0,0,0
EAR120x,0,0,0,0,0,0,0,0,0,0,0
EAR120y,0,0,0,0,0,0,0,0,0,0,0
EAR121x,0,0,0,0,0,0,0,0,0,0,0
EAR121y,0,0,0,0,0,0,0,0,0,0,0
EAR140x,0,0,0,0,0,0,0,0,0,0,0
EAR140y,0,0,0,0,0,0,0,0,0,0,0
EAR141x,0,0,0,0,0,0,0,0,0,0,0
EAR141y,0,0,0,0,0,0,0,0,0,0,0
EAR160x,0,0,0,0,0,0,0,0,0,0,0
EAR160y,0,0,0,0,0,0,0,0,0,0,0
EAR161x,0,0,0,0,0,0,0,0,0,0,0
EAR161y,0,0,0,0,0,0,0,0,0,0,0
EAR180x,0,0,0,0,0,0,0,0,0,0,0
EAR180y,0,0,0,0,0,0,0,0,0,0,0
EAR181x,0,0,0,0,0,0,0,0,0,0,0
EAR181y,0,0,0,0,0,0,0,0,0,0,0
EAR40x,0,0,0,0,0,0,0,0,0,0,0
EAR40y,0,0,0,0,0,0,0,0,0,0,0
EAR60x,0,0,0,0,0,0,0,0,0,0,0
EAR60y,0,0,0,0,0,0,0,0,0,0,0
EAR80x,0,0,0,0,0,0,0,0,0,0,0
EAR80y,0,0,0,0,0,0,0,0,0,0,0
ECA4COLIPAabctex,0,0,0,0,0,0,0,0,0,0,0
ECA4OALpp,0,0,0,0,0,0,0,0,0,0,0
ECAP1pp,0,0,0,0,0,0,0,0,0,0,0
ECAP2pp,0,0,0,0,0,0,0,0,0,0,0
ECAP3pp,0,0,0,0,0,0,0,0,0,0,0
ECAtpp,0,0,0,0,0,0,0,0,0,0,0
ECOAH1,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ECOAH2,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ECOAH3,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ECOAH4,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ECOAH5,2.57024444444444E-05,2.96566666666667E-05,3.95422222222222E-05,4.15193333333333E-05,4.34964444444444E-05,4.54735555555556E-05,4.64621111111111E-05,4.64621111111111E-05,5.43705555555556E-05,5.73362222222222E-05,6.42561111111111E-05
ECOAH6,2.00818222222222E-05,2.31713333333333E-05,3.08951111111111E-05,3.24398666666667E-05,3.39846222222222E-05,3.55293777777778E-05,3.63017555555556E-05,3.63017555555556E-05,4.24807777777778E-05,4.47979111111111E-05,5.02045555555556E-05
ECOAH7,2.00818222222222E-05,2.31713333333333E-05,3.08951111111111E-05,3.24398666666667E-05,3.39846222222222E-05,3.55293777777778E-05,3.63017555555556E-05,3.63017555555556E-05,4.24807777777778E-05,4.47979111111111E-05,5.02045555555556E-05
ECOAH8,0,0,0,0,0,0,0,0,0,0,0
EDA,0,0,0,0,0,0,0,0,0,0,0
EDD,0,0,0,0,0,0,0,0,0,0,0
EDTXS1,0,0,0,0,0,0,0,0,0,0,0
EDTXS2,0,0,0,0,0,0,0,0,0,0,0
EDTXS3,0,0,0,0,0,0,0,0,0,0,0
EDTXS4,0,0,0,0,0,0,0,0,0,0,0
EGMEACPR,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
ENLIPAabctex,0,0,0,0,0,0,0,0,0,0,0
ENO,0.0011556776,0.0013200126,0.0008945749,0.0014034292,0.0013030951,0.0019761454,0.0018196002,0.0020184365,0.0023471065,0.0024703578,0.0027579441
ENTCS,0,0,0,0,0,0,0,0,0,0,0
ENTERES,0,0,0,0,0,0,0,0,0,0,0
ENTERES2,0,0,0,0,0,0,0,0,0,0,0
EPMEACPR,1.44444444444444E-10,1.66666666666667E-10,2.22222222222222E-10,2.33333333333333E-10,2.44444444444444E-10,2.55555555555556E-10,2.61111111111111E-10,2.61111111111111E-10,3.05555555555556E-10,3.22222222222222E-10,3.61111111111111E-10
ETHAAL,0,0,0,0,0,0,0,0,0,0,0
ETHAt2pp,0,0,0,0,0,0,0,0,0,0,0
ETHAtex,0,0,0,0,0,0,0,0,0,0,0
ETHSO3abcpp,0,0,0,0,0,0,0,0,0,0,0
ETHSO3tex,0,0,0,0,0,0,0,0,0,0,0
ETOHtex,0,0,0,0,0,0,0,0,0,0,0
ETOHtrpp,0,0,0,0,0,0,0,0,0,0,0
F6PA,0.000108692,0.0001175612,0,0.0003167233,0.000234293,0.0001523341,0,0.0001552557,0.0001729942,0.0001796462,0.0001951674
F6PP,0,0,0,0,0,0,0,0,0,0,0
F6Pt6_2pp,0,0,0,0,0,0,0,0,0,0,0
F6Ptex,0,0,0,0,0,0,0,0,0,0,0
FA100ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA120ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA140ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA141ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA160ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA161ACPHi,0,0,0,0,0,0,0,0,0,0,0
FA80ACPHi,0,0,0,0,0,0,0,0,0,0,0
FACOAE100,0,0,0,0,0,0,0,0,0,0,0
FACOAE120,5.62062222222222E-06,6.48533333333333E-06,8.64711111111111E-06,9.07946666666666E-06,9.51182222222222E-06,9.94417777777778E-06,1.01603555555555E-05,1.01603555555556E-05,1.18897777777778E-05,1.25383111111111E-05,1.40515555555556E-05
FACOAE140,0,0,0,0,0,0,0,0,0,0,0
FACOAE141,0,0,0,0,0,0,0,0,0,0,0
FACOAE160,9.21757777777778E-06,1.06356666666667E-05,1.41808888888889E-05,1.48899333333333E-05,0.000015599,0.000016308,1.66625444444444E-05,1.66625444444444E-05,1.94987222222222E-05,2.05622888888889E-05,2.30439444444444E-05
FACOAE161,1.08642444444444E-05,1.25356666666667E-05,1.67142222222222E-05,1.75499333333333E-05,1.83856444444444E-05,1.92213555555556E-05,1.96392111111111E-05,1.96392111111111E-05,2.29820555555556E-05,2.42356222222222E-05,2.71606111111111E-05
FACOAE180,0,0,0,0,0,0,0,0,0,0,0
FACOAE181,0,0,0,0,0,0,0,0,0,0,0
FACOAE60,0,0,0,0,0,0,0,0,0,0,0
FACOAE80,0,0,0,0,0,0,0,0,0,0,0
FACOAL100t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL120t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL140t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL141t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL160t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL161t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL180t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL181t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL60t2pp,0,0,0,0,0,0,0,0,0,0,0
FACOAL80t2pp,0,0,0,0,0,0,0,0,0,0,0
FADRx,0.0001578698,0.0001821575,0.0002428767,0.0002550205,0.0002671643,0.0002793082,0.0002853801,0.0002853801,0.0003339554,0.0003521712,0.0003946746
FADRx2,0,0,0,0,0,0,0,0,0,0,0
FALDH2,0,0,0,0,0,0,0,0,0,0,0
FALDtex,0,0,0,0,0,0,0,0,0,0,0
FALDtpp,0,0,0,0,0,0,0,0,0,0,0
FALGTHLs,0,0,0,0,0,0,0,0,0,0,0
FBA,0.0004297457,0.0004936168,0.0003669733,0.0004041519,0.0003955365,0.0007489001,0,0.0007650691,0.0008928114,0.0009407147,0.0010524892
FBA3,7.89129281712957E-05,0.000093297,0.0001345358,0.000072269,0.000103571,0.0001510344,0,0.0001544291,0.0001831972,0.0001939853,0.0002191573
FBP,0,0,0,0,0,0,0,0,0,0,0
FCI,0,0,0,0,0,0,0,0,0,0,0
FCLK,0,0,0,0,0,0,0,0,0,0,0
FCLPA,0,0,0,0,0,0,0,0,0,0,0
FCLT,1.61055555555556E-08,1.85833333333333E-08,2.47777777777778E-08,0.000000026,2.72555555555556E-08,2.84944444444444E-08,2.91138888888889E-08,2.91138888888889E-08,3.40694444444444E-08,3.59277777777778E-08,4.02638888888889E-08
FDH4pp,0,0,0,0,0,0,3.20252777777834E-07,0,0,0,0
FDH5pp,0,0,0,0,0,0,0,0,0,0,0
FDMO,0,0,0,0,0,0,0,0,0,0,0
FDMO2,0,0,0,0,0,0,0,0,0,0,0
FDMO3,0,0,0,0,0,0,0,0,0,0,0
FDMO4,0,0,0,0,0,0,0,0,0,0,0
FDMO6,0,0,0,0,0,0,0,0,0,0,0
FE2abcpp,0,0,0,0,0,0,0,0,0,0,0
FE2t2pp,0,0,0,0,0,0,0,0,0,0,0
FE2t3pp,0,0,0,0,0,0,0,0,0,0,0
FE2tex,0.00000116,1.33841666666667E-06,1.78455555555556E-06,1.87378333333333E-06,0.000001963,2.05223888888889E-06,2.09685277777778E-06,2.09685277777778E-06,2.45376388888889E-06,2.58760555555556E-06,2.89990277777778E-06
FE2tpp,0.00000116,1.33841666666667E-06,1.78455555555556E-06,1.87378333333333E-06,0.000001963,2.05223888888889E-06,2.09685277777778E-06,2.09685277777778E-06,2.45376388888889E-06,2.58760555555556E-06,2.89990277777778E-06
FE3DCITabcpp,0,0,0,0,0,0,0,0,0,0,0
FE3DCITtonex,0,0,0,0,0,0,0,0,0,0,0
FE3DHBZR,0,0,0,0,0,0,0,0,0,0,0
FE3DHBZSabcpp,0,0,0,0,0,0,0,0,0,0,0
FE3DHBZStonex,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR1,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR2,0,0,0,0,0,0,0,0,0,0,0
FE3HOXR3,0,0,0,0,0,0,0,0,0,0,0
FE3HOXUtex,0,0,0,0,0,0,0,0,0,0,0
FE3HOXUtpp,0,0,0,0,0,0,0,0,0,0,0
FE3HOXabcpp,0,0,0,0,0,0,0,0,0,0,0
FE3HOXexs,0,0,0,0,0,0,0,0,0,0,0
FE3HOXtonex,0,0,0,0,0,0,0,0,0,0,0
FE3Ri,0,0,0,0,0,0,0,0,0,0,0
FE3abcpp,0,0,0,0,0,0,0,0,0,0,0
FE3tex,0,0,0,0,0,0,0,0,0,0,0
FECRMR1,0,0,0,0,0,0,0,0,0,0,0
FECRMR2,0,0,0,0,0,0,0,0,0,0,0
FECRMR3,0,0,0,0,0,0,0,0,0,0,0
FECRMUtex,0,0,0,0,0,0,0,0,0,0,0
FECRMUtpp,0,0,0,0,0,0,0,0,0,0,0
FECRMabcpp,0,0,0,0,0,0,0,0,0,0,0
FECRMexs,0,0,0,0,0,0,0,0,0,0,0
FECRMtonex,0,0,0,0,0,0,0,0,0,0,0
FEENTERR1,0,0,0,0,0,0,0,0,0,0,0
FEENTERR2,0,0,0,0,0,0,0,0,0,0,0
FEENTERR3,0,0,0,0,0,0,0,0,0,0,0
FEENTERabcpp,0,0,0,0,0,0,0,0,0,0,0
FEENTERexs,0,0,0,0,0,0,0,0,0,0,0
FEENTERtex,0,0,0,0,0,0,0,0,0,0,0
FEENTERtonex,0,0,0,0,0,0,0,0,0,0,0
FEENTERtpp,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR1,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR2,0,0,0,0,0,0,0,0,0,0,0
FEOXAMR3,0,0,0,0,0,0,0,0,0,0,0
FEOXAMUtex,0,0,0,0,0,0,0,0,0,0,0
FEOXAMUtpp,0,0,0,0,0,0,0,0,0,0,0
FEOXAMabcpp,0,0,0,0,0,0,0,0,0,0,0
FEOXAMexs,0,0,0,0,0,0,0,0,0,0,0
FEOXAMtonex,0,0,0,0,0,0,0,0,0,0,0
FEROpp,0,0,0,0,0,0,0,0,0,0,0
FESD1s,0.000000282,3.25333333333333E-07,4.33777777777778E-07,4.55466666666667E-07,4.77155555555556E-07,4.98844444444444E-07,5.09688888888889E-07,5.09688888888889E-07,5.96444444444444E-07,0.000000629,7.04888888888889E-07
FESD2s,0,0,0,0,0,0,0,0,0,0,0
FESR,5.63911111111111E-07,6.50666666666667E-07,8.67555555555556E-07,9.10933333333333E-07,9.54311111111111E-07,9.97688888888889E-07,1.01937777777778E-06,1.01937777777778E-06,1.19288888888889E-06,0.000001258,1.40977777777778E-06
FFSD,0,0,0,0,0,0,0,0,0,0,0
FHL,0,0,0,0,0,0,0,0,0,0,0
FLDR2,0,0,0,0,0,0,0,0,0,0,0
FLVR,0,0,0,0,0,0,0,0,0,0,0
FLVRx,0,0,0,0,0,0,0,0,0,0,0
FMETTRS,0,0,0,0,0,0,0,0,0,0,0
FMNAT,1.61055555555592E-08,1.8583333333328E-08,2.4777777777781E-08,0.000000026,2.72555555555575E-08,2.84944444444497E-08,2.91138888889073E-08,2.91138888888919E-08,3.40694444444373E-08,3.59277777777716E-08,4.02638888888979E-08
FMNRx,0,0,0,0,0,0,0,0,0,0,0
FMNRx2,0,0,0,0,0,0,0,0,0,0,0
FOMETRi,0,0,0,0,0,0,0,0,0,0,0
FORCT,0,0,0,0,0,0,0,0,0,0,0
FORt2pp,0,0,0,0,0,0,0,0,0,0,0
FORtex,0,0,0,0,0,0,0,0,0,0,0
FORtppi,0,0,0,0,0,0,3.20252777777834E-07,0,0,0,0
FRD2,0,0,0,0,0,0,0,0,0,0,0
FRD3,0,0,0,0,0,0,0,0,0,0,0
FRUK,0,0,0,0,0,0,0,0,0,0,0.0010524892
FRULYSDG,0,0,0,0,0,0,0,0,0,0,0
FRULYSE,0,0,0,0,0,0,0,0,0,0,0
FRULYSK,0,0,0,0,0,0,0,0,0,0,0
FRULYSt2pp,0,0,0,0,0,0,0,0,0,0,0
FRULYStex,0,0,0,0,0,0,0,0,0,0,0
FRUURt2rpp,0,0,0,0,0,0,0,0,0,0,0
FRUURtex,0,0,0,0,0,0,0,0,0,0,0
FRUpts2pp,0,0,0,0,0,0,0,0,0,0,0.0008262896
FRUptspp,0,0,0,0,0,0,0,0,0,0,0.0010524892
FRUtex,0,0,0,0,0,0,0,0,0,0,0.0018787788
FTHFD,0,0,0,0,0,0,0,0,0,0,0
FTHFLi,0,0,0,0,0,0,0,0,0,0,0
FUCtex,0,0,0,0,0,0,0,0,0,0,0
FUCtpp,0,0,0,0,0,0,0,0,0,0,0
FUM,0.0003959994,0.0004434608,0.0008114844,0.0013162622,0.0012117774,0.0006320992,0.0004463356,0.0006451719,0.0007400948,0.0007756909,0.0008587484
FUMt2_2pp,0,0,0,0.0011333634,0,0,0,0,0,0,0
FUMt2_3pp,0,0,0,0,0,0,0,0,0,0,0
FUMtex,0,0,0,0.0011333634,0,0,0,0,0,0,0
FUSAtex,0,0,0,0,0,0,0,0,0,0,0
