,Type,Key,EC_number,LigandID,Compound,TotalEntries,Entropy,Summary,URL,NullEntropy,NullSummary,Literature,NumReferences,DeltaEntropy
ki:2.7.11.12:2,ki,"('2.7.11.12', '2')",2.7.11.12,2,more,12,0.1886952463198763,Animalia:10;Plantae:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.12#INHIBITORS,0.049281326069119696,Animalia:69;Plantae:1;Protozoa:1,660671;661393;661813;661814;662148,5,0.13941392025075661
ki:3.2.1.21:19,ki,"('3.2.1.21', '19')",3.2.1.21,19,Cu2+,12,0.28592709735656252,Plantae:5;Bacteria:5;Archaea:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.21#INHIBITORS,0.27145642124622227,Plantae:90;Animalia:71;Bacteria:58;Fungi:14;Archaea:9,171306;326347;655770;664360;677287;678761;698851;704983;715732;724664;730177;731520,12,0.014470676110340253
ki:2.3.1.37:822,ki,"('2.3.1.37', '822')",2.3.1.37,822,Hemin,12,0.29971232822840532,Animalia:6;Bacteria:3;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.37#INHIBITORS,0.26908797473594098,Animalia:82;Bacteria:60;Plantae:12;Fungi:10,"486809;486810;486813,486820;486814,486820,486832;486817,486820;486819;486820;486820,486835;486820,486843;486850",10,0.03062435349246434
ki:2.7.1.30:445,ki,"('2.7.1.30', '445')",2.7.1.30,445,glycerol 3-phosphate,26,0.24583113296830836,Bacteria:13;Animalia:8;Fungi:2;Plantae:2;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.30#INHIBITORS,0.27677649699519458,Bacteria:37;Animalia:24;Fungi:23;Plantae:16;Archaea:1,641287;641296;641323,3,-0.030945364026886218
ki:2.7.7.7:49,ki,"('2.7.7.7', '49')",2.7.7.7,49,N-ethylmaleimide,14,0.26633286205860296,Animalia:7;Bacteria:3;Archaea:2;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.7#INHIBITORS,0.19860658494479499,Animalia:187;Bacteria:41;Archaea:30;Plantae:9;Fungi:7,"643589;643589,643607,643649;643594,643607;643597;643598;643640;643645;719388;721774",9,0.067726277113807964
ki:2.3.1.21:76,ki,"('2.3.1.21', '76')",2.3.1.21,76,malonyl-CoA,10,0.1625414866957241,Animalia:9;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.21#INHIBITORS,0.03465768585047075,Animalia:76;Plantae:1,"486309;486532;486533;486552;486567;486578;486583;685368,703294;703293;704705",10,0.12788380084525336
ki:1.4.3.1:1258,ki,"('1.4.3.1', '1258')",1.4.3.1,1258,meso-tartrate,12,0.0,Animalia:12,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.1#INHIBITORS,0.0,Animalia:50,"391710;391728;684383;687440;711325,711719;711719",6,0.0
ki:4.1.2.13:13,ki,"('4.1.2.13', '13')",4.1.2.13,13,ADP,10,0.26727285084777908,Animalia:7;Plantae:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.2.13#INHIBITORS,0.19140391648179289,Bacteria:103;Animalia:88;Archaea:17;Plantae:15;Fungi:15;Protozoa:3;Chromista:1,4927;4933;4940;4951;649474;666566;728260,7,0.075868934365986185
ki:3.1.3.8:19,ki,"('3.1.3.8', '19')",3.1.3.8,19,Cu2+,14,0.21865857744551556,Bacteria:11;Plantae:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.8#INHIBITORS,0.28579467725899649,Bacteria:87;Plantae:32;Fungi:14,114247;114259;114263;650693;650923;651559;679925;693595;706314;708343;708544;715310;717000;729495,14,-0.067136099813480926
ki:3.2.1.22:75,ki,"('3.2.1.22', '75')",3.2.1.22,75,Ag+,14,0.25297892425401985,Plantae:10;Bacteria:3;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.22#INHIBITORS,0.25457246494561975,Plantae:80;Bacteria:68;Animalia:22;Archaea:10;Fungi:8,"135999;171187;171187,171230;171205;171215;171219;656418;678818;680270;682601;696818;697975;698429",13,-0.0015935406915998929
ki:3.2.1.14:19,ki,"('3.2.1.14', '19')",3.2.1.14,19,Cu2+,11,0.30548829517982373,Bacteria:6;Plantae:4;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.14#INHIBITORS,0.246402297540603,Bacteria:78;Plantae:40;Animalia:38;Fungi:5;Archaea:4,393505;393512;656792;677767;680311;693430;693969;707249;717887;729087;729154,11,0.059085997639220733
ki:3.5.1.88:4443,ki,"('3.5.1.88', '4443')",3.5.1.88,4443,VIC-104959,15,0.12246501339731766,Bacteria:14;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.16945381015689187,Bacteria:641;Animalia:78;Plantae:33,711950,1,-0.046988796759574208
ki:1.11.1.6:2242,ki,"('1.11.1.6', '2242')",1.11.1.6,2242,"3-amino-1H-1,2,4-triazole",20,0.20195254134226417,Bacteria:14;Archaea:2;Animalia:2;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.11.1.6#INHIBITORS,0.25417798620131571,Bacteria:96;Animalia:66;Plantae:32;Archaea:12;Fungi:6,439778;439779;439785;439787;439792;439797;439798;439807;439808,9,-0.052225444859051534
ki:2.2.1.6:1088,ki,"('2.2.1.6', '1088')",2.2.1.6,1088,Ile,11,0.31017107298834895,Plantae:5;Bacteria:3;Archaea:2;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.6#INHIBITORS,0.23619617133459805,Bacteria:199;Plantae:110;Fungi:73;Archaea:12;Protozoa:6,395871;395875;395883;395884;395892;395894;395902;395907;395908;395916,10,0.073974901653750896
ki:2.7.6.1:13,ki,"('2.7.6.1', '13')",2.7.6.1,13,ADP,12,0.28173219870016897,Animalia:6;Bacteria:4;Plantae:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.6.1#INHIBITORS,0.24515677760325544,Animalia:57;Bacteria:23;Plantae:11;Archaea:2,"489771;642710;642710,642712;642713,642730;642729;721377;722354;728136",8,0.03657542109691353
ki:2.1.1.45:665,ki,"('2.1.1.45', '665')",2.1.1.45,665,"3,3-bis-(3-chloro-4-hydroxyphenyl)-1H,3H-[1,8-c,d]pyran-1-one",86,0.099148313559270077,Bacteria:80;Fungi:4;Protozoa:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.1.1.45#INHIBITORS,0.15878821214443867,Bacteria:440;Animalia:169;Fungi:23;Protozoa:8;Plantae:1,703220,1,-0.059639898585168591
ki:1.1.1.44:5,ki,"('1.1.1.44', '5')",1.1.1.44,5,2 NADPH,12,0.28592709735656252,Bacteria:5;Animalia:5;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.1.1.44#INHIBITORS,0.23886632625706863,Animalia:112;Bacteria:39;Plantae:18;Fungi:5,"286827,286850,286882,286892;286837;286850;286851,286882;286851,286882,286904;286887,286901;286888;286889;286891;286904;667652",11,0.047060771099493887
ki:5.99.1.3:1229,ki,"('5.99.1.3', '1229')",5.99.1.3,1229,Ciprofloxacin,27,0.079205285065895428,Bacteria:26;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.99.1.3#INHIBITORS,0.14288824633293157,Animalia:684;Bacteria:145;Fungi:35;Archaea:12;Plantae:6,3815;660717;662907;679700,4,-0.063682961267036139
ki:6.3.1.2:163,ki,"('6.3.1.2', '163')",6.3.1.2,163,Gly,19,0.18338543719091221,Bacteria:15;Plantae:2;Animalia:1;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.22399554459051116,Bacteria:235;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37486;37488;37492;37493;37495;37497;37498;37499;37501;37505;37506;37518;37521;37535;37555;37567;661861,17,-0.040610107399598944
ki:1.18.6.1:361,ki,"('1.18.6.1', '361')",1.18.6.1,361,H2,10,0.0,Bacteria:10,http://www.brenda-enzymes.org/enzyme.php?ecno=1.18.6.1#INHIBITORS,0.08846017555897194,Bacteria:67;Archaea:3,"440144;440144,440146",2,-0.08846017555897194
ki:4.1.1.31:304,ki,"('4.1.1.31', '304')",4.1.1.31,304,Asp,10,0.33650583350462826,Plantae:6;Bacteria:4,http://www.brenda-enzymes.org/enzyme.php?ecno=4.1.1.31#INHIBITORS,0.18179664347390237,Plantae:137;Bacteria:52;Archaea:4;Protozoa:2,"4289;4293;4294;4305;4308;4308,4311,657356;4316;4318;4319;4341",10,0.15470919003072589
ki:1.17.3.2:801,ki,"('1.17.3.2', '801')",1.17.3.2,801,allopurinol,10,0.25020121176909393,Animalia:8;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.17.3.2#INHIBITORS,0.055862955798523593,Animalia:320;Bacteria:7;Plantae:4,644555;672905;685028;685983;687898;688764;690202;703310;706259;715723,10,0.19433825597057033
ki:3.1.21.1:173,ki,"('3.1.21.1', '173')",3.1.21.1,173,EGTA,10,0.21301061988339232,Animalia:8;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.21.1#INHIBITORS,0.20285358809177662,Animalia:81;Bacteria:17;Plantae:6;Fungi:5,"134200;134200,663963;134206;134220;134224;649569;650354;651811;664154;679337",10,0.0101570317916157
ki:2.2.1.6:641,ki,"('2.2.1.6', '641')",2.2.1.6,641,leucine,10,0.31444946410967972,Plantae:5;Bacteria:4;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.6#INHIBITORS,0.23619617133459805,Bacteria:199;Plantae:110;Fungi:73;Archaea:12;Protozoa:6,667251;700782,2,0.078253292775081668
ki:2.5.1.19:788,ki,"('2.5.1.19', '788')",2.5.1.19,788,glyphosate,13,0.17865368323635647,Bacteria:11;Chromista:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.5.1.19#INHIBITORS,0.20752612642879142,Bacteria:55;Plantae:18;Chromista:1,658298;658759;682400;690523;690976;691436;691936;694557;694929;721350;721379;723574;723804,13,-0.028872443192434954
ki:1.6.5.8:52,ki,"('1.6.5.8', '52')",1.6.5.8,52,Cd2+,12,0.0,Bacteria:12,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,"672293;672293,711293;711293",3,-0.24517387342137378
ki:3.5.1.88:2618,ki,"('3.5.1.88', '2618')",3.5.1.88,2618,BB-83698,17,0.11185903803291689,Bacteria:16;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.16945381015689187,Bacteria:641;Animalia:78;Plantae:33,"672572,697258,711950,719052,719067;696765;697258,711950;697258,711950,719067;699575,711950;711950;719067",7,-0.057594772123974985
ki:3.4.21.4:544,ki,"('3.4.21.4', '544')",3.4.21.4,544,Soybean trypsin inhibitor,32,0.06953039922737056,Animalia:31;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.21.4#INHIBITORS,0.057470155598773331,Animalia:319;Bacteria:8,"652004;653033;668311;668321;669029;679341;679952;680305;695500,699942;695989;696328,707409;698509;699194;699820;708221;708529;708530;708550;708552;708553;708557;708835;708852;710597;717612;717614;731849;731858;732249;95432",30,0.012060243628597228
ki:4.2.1.1:905,ki,"('4.2.1.1', '905')",4.2.1.1,905,bromide,10,0.36296665844840792,Animalia:4;Fungi:3;Bacteria:3,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,"696639;696649;696695;699246;702555;706571,715948;714462;715948",8,0.20447970857299602
ki:2.7.1.11:13,ki,"('2.7.1.11', '13')",2.7.1.11,13,ADP,10,0.27184734013300127,Plantae:5;Animalia:2;Bacteria:1;Archaea:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.11#INHIBITORS,0.22030611829185406,Animalia:116;Plantae:74;Bacteria:66;Archaea:11;Fungi:5;Protozoa:4,"640421;640421,640466;640422;640443;640450;640518;704345;722757;727544",9,0.051541221841147206
ki:2.7.1.36:171,ki,"('2.7.1.36', '171')",2.7.1.36,171,farnesyl diphosphate,10,0.28369673238913129,Plantae:4;Animalia:3;Fungi:1;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.36#INHIBITORS,0.25091842368114814,Animalia:34;Plantae:31;Bacteria:8;Fungi:5;Archaea:3,"641432;641432,641437;641437;641439,641453;641447;641450;641451;662019",8,0.03277830870798315
ki:4.2.1.1:507,ki,"('4.2.1.1', '507')",4.2.1.1,507,I-,11,0.25839051355170439,Animalia:7;Plantae:2;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,33530;33531;33533;33534;33543;651081;666801;682665;714446;714606;727132,11,0.099903563676292495
ki:3.1.3.16:720,ki,"('3.1.3.16', '720')",3.1.3.16,720,okadaic acid,16,0.27834795390366673,Animalia:6;Plantae:5;Archaea:3;Fungi:1;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.16#INHIBITORS,0.17954629136868691,Animalia:245;Plantae:46;Archaea:27;Fungi:11;Bacteria:7,134659;134664;134676;134677;134682;654336;654798;654818;655411;655436;657061;664705;679081;680577;725966;727733,16,0.098801662534979823
ki:3.5.1.88:3143,ki,"('3.5.1.88', '3143')",3.5.1.88,3143,BB-3497,16,0.11689582935322965,Bacteria:15;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.16945381015689187,Bacteria:641;Animalia:78;Plantae:33,"654721,711950;687372;711950",3,-0.052557980803662224
ki:6.3.1.2:1796,ki,"('6.3.1.2', '1796')",6.3.1.2,1796,phosphinothricin,14,0.27909176882233416,Plantae:8;Bacteria:3;Animalia:2;Chromista:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.3.1.2#INHIBITORS,0.22399554459051116,Bacteria:235;Plantae:105;Animalia:86;Archaea:8;Chromista:5,37490;37494;37521;691225;694057,5,0.055096224231823004
ki:2.7.7.8:2133,ki,"('2.7.7.8', '2133')",2.7.7.8,2133,6-azauridine,12,0.24577193964369637,Bacteria:8;Animalia:2;Plantae:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.8#INHIBITORS,0.2426847931869652,Bacteria:54;Animalia:13;Plantae:10;Archaea:4,643680,1,0.0030871464567311657
ki:6.2.1.5:4,ki,"('6.2.1.5', '4')",6.2.1.5,4,ATP,10,0.27222499383630588,Archaea:6;Bacteria:2;Plantae:1;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=6.2.1.5#INHIBITORS,0.31597235991250161,Plantae:25;Archaea:16;Bacteria:14;Animalia:5,799;805,2,-0.043747366076195726
ki:3.2.1.8:33,ki,"('3.2.1.8', '33')",3.2.1.8,33,Hg2+,18,0.14194948307952715,Bacteria:16;Fungi:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.8#INHIBITORS,0.12851000302977028,Bacteria:149;Plantae:13;Animalia:8;Fungi:2,171582;171603;171605;171631;171636;171646;171651;171653;656075;678008;679547;681810;699489;707216;709555;718337;730191;731029,18,0.013439480049756869
ki:1.3.1.9:744,ki,"('1.3.1.9', '744')",1.3.1.9,744,triclosan,11,0.0,Bacteria:11,http://www.brenda-enzymes.org/enzyme.php?ecno=1.3.1.9#INHIBITORS,0.06572208685897854,Bacteria:401;Plantae:12,"390505;654426;656460;661991;672553;684901,697217;685603;689970;711222;725221;726501",11,-0.06572208685897854
ki:3.5.1.88:4444,ki,"('3.5.1.88', '4444')",3.5.1.88,4444,BB-81384,15,0.12246501339731766,Bacteria:14;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.1.88#INHIBITORS,0.16945381015689187,Bacteria:641;Animalia:78;Plantae:33,711950,1,-0.046988796759574208
ki:3.1.1.1:2,ki,"('3.1.1.1', '2')",3.1.1.1,2,more,15,0.28989244918476342,Animalia:8;Bacteria:3;Archaea:3;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.1#INHIBITORS,0.23353148722507316,Animalia:496;Bacteria:118;Archaea:99;Plantae:22,170989;651507;661545;667292;669545;670779;678386;679535;691328;692471;693444;695077;721900,13,0.056360961959690259
ki:1.14.18.1:373,ki,"('1.14.18.1', '373')",1.14.18.1,373,diethyldithiocarbamate,16,0.24520731325293155,Plantae:12;Animalia:2;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.14.18.1#INHIBITORS,0.33348988440934663,Plantae:239;Animalia:147;Bacteria:75,636347;636356;636364;636372;636375;636378;636381;636383;636393;636403;636424;636443;636450;659827;689407;697463,16,-0.088282571156415079
ki:1.6.5.8:3064,ki,"('1.6.5.8', '3064')",1.6.5.8,3064,Amytal,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:3.1.1.4:21,ki,"('3.1.1.4', '21')",3.1.1.4,21,EDTA,13,0.22903067579332384,Animalia:10;Plantae:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.4#INHIBITORS,0.074483723790823742,Animalia:614;Bacteria:25;Plantae:11;Archaea:6,"133888,133892;133892,133928,133931;133897;133907;133909;133928,133931;653099;666221;679198;679567;716965;729336;729817",13,0.1545469520025001
ki:3.1.1.3:14,ki,"('3.1.1.3', '14')",3.1.1.3,14,Zn2+,20,0.26727285084777908,Bacteria:14;Animalia:4;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,650654;650660;651018;652958;653521;665729;666830;677300;680528;681482;682616;690670;692424;713783;715063;715393;716567;729064;80829,19,0.062209311916542331
ki:1.13.11.34:2,ki,"('1.13.11.34', '2')",1.13.11.34,2,more,10,0.25020121176909393,Animalia:8;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=1.13.11.34#INHIBITORS,0.21151935909018577,Animalia:447;Plantae:79,439471;660111;675753,3,0.038681852678908168
ki:3.2.1.23:33,ki,"('3.2.1.23', '33')",3.2.1.23,33,Hg2+,19,0.32792916468105565,Plantae:8;Fungi:4;Bacteria:4;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.23#INHIBITORS,0.26035345511727831,Bacteria:176;Plantae:67;Fungi:37;Animalia:33;Archaea:20,"171273;171273,171308;171288;171293;171298;171306;171309;171310;171314;171327;171342;656793;656940;665014;678419;682457",16,0.067575709563777342
ki:3.2.1.24:21,ki,"('3.2.1.24', '21')",3.2.1.24,21,EDTA,16,0.25993019270997947,Plantae:8;Animalia:4;Fungi:2;Bacteria:1;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.24#INHIBITORS,0.26220428284476271,Plantae:95;Animalia:66;Fungi:22;Bacteria:15;Archaea:12,135958;135966;135969;135972;135975;135985;135986;135988;135992;135995;135999;136003;136018;646644;656917;680469,16,-0.0022740901347832465
ki:1.5.1.3:2,ki,"('1.5.1.3', '2')",1.5.1.3,2,more,24,0.2823294781253049,Bacteria:8;Plantae:7;Animalia:6;Protozoa:2;Fungi:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.5.1.3#INHIBITORS,0.17093666801544841,Bacteria:393;Animalia:371;Fungi:26;Plantae:25;Protozoa:20;Archaea:1,"392207;392207,392208;392207,392211;392208;392211;392249;392290;673502;689962;705017;705018;705138;706682",13,0.11139281010985649
ki:5.3.1.1:3427,ki,"('5.3.1.1', '3427')",5.3.1.1,3427,DL-glycidol phosphate,17,0.27294387502816064,Bacteria:7;Animalia:5;Archaea:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=5.3.1.1#INHIBITORS,0.25534988985013768,Animalia:46;Bacteria:23;Plantae:19;Fungi:11;Archaea:10;Protozoa:3,714686,1,0.017593985178022964
ki:4.6.1.1:15,ki,"('4.6.1.1', '15')",4.6.1.1,15,Ca2+,17,0.22596957521473271,Animalia:13;Bacteria:3;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.6.1.1#INHIBITORS,0.18115169414620155,Animalia:232;Bacteria:118;Plantae:4;Protozoa:2,"34764,34790;34776;34778;34780;34783;34799;34800;34817;34818;34819;653453;680097,680098;714665;716341;730950",15,0.044817881068531157
ki:1.10.3.1:1033,ki,"('1.10.3.1', '1033')",1.10.3.1,1033,tropolone,10,0.26727285084777908,Plantae:7;Animalia:2;Bacteria:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.10.3.1#INHIBITORS,0.26848528708451497,Plantae:163;Animalia:40;Bacteria:28,671593;671857;673001;674092;675076;706120;713239;727570,8,-0.0012124362367358921
ki:3.1.3.2:16,ki,"('3.1.3.2', '16')",3.1.3.2,16,phosphate,27,0.28411864578348101,Plantae:15;Animalia:6;Bacteria:4;Fungi:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134688;134691;134704,652633;134710;134716,134719,134741,134750;134722,134750;134733;134739,134750;134746;134750;134750,134768;134750,134787;134752;134754;134756;134771;134803;651143;653439;665279;666672;680376;682438;717266;729451;729509",26,0.035386854035174997
ki:3.4.11.7:21,ki,"('3.4.11.7', '21')",3.4.11.7,21,EDTA,16,0.28824669884254572,Bacteria:9;Animalia:6;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.7#INHIBITORS,0.166304734078597,Animalia:155;Bacteria:25;Plantae:4,"35016;35868;36021,36024;36028,665110;36031;36035,665111;663456;665074;665111;717392;732596",11,0.12194196476394872
ki:2.7.4.22:65,ki,"('2.7.4.22', '65')",2.7.4.22,65,UTP,12,0.14341799152808035,Bacteria:11;Archaea:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.4.22#INHIBITORS,0.13708295767508633,Bacteria:59;Archaea:5,663945;664816;665362;672233;674896;692284;693652;721458;723289;723708,10,0.0063350338529940264
ki:3.1.1.3:23,ki,"('3.1.1.3', '23')",3.1.1.3,23,Co2+,13,0.17865368323635647,Bacteria:11;Animalia:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.3#INHIBITORS,0.20506353893123674,Bacteria:263;Animalia:125;Plantae:28;Fungi:27;Archaea:1,651018;652958;665729;666830;677300;680528;682616;691471;692254;692424;694933;716567;80829,13,-0.026409855694880274
ki:3.4.11.1:625,ki,"('3.4.11.1', '625')",3.4.11.1,625,amastatin,10,0.31444946410967972,Animalia:5;Bacteria:4;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.4.11.1#INHIBITORS,0.17950685803620778,Animalia:216;Bacteria:51;Plantae:25;Archaea:9;Protozoa:3,25;652589;665071;665075;665076;731553;732471;732597;95182;95224,10,0.13494260607347194
ki:1.6.5.8:1616,ki,"('1.6.5.8', '1616')",1.6.5.8,1616,diphenylene iodonium,12,0.35918544235560029,Animalia:5;Bacteria:4;Plantae:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,671351,1,0.11401156893422651
ki:2.7.7.7:2,ki,"('2.7.7.7', '2')",2.7.7.7,2,more,13,0.28924691108631856,Bacteria:7;Archaea:3;Animalia:2;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=2.7.7.7#INHIBITORS,0.19860658494479499,Animalia:187;Bacteria:41;Archaea:30;Plantae:9;Fungi:7,643590;643667;691213;691631;692423;719388;721508;726067,8,0.090640326141523564
ki:3.1.3.2:33,ki,"('3.1.3.2', '33')",3.1.3.2,33,Hg2+,21,0.25583549124646443,Plantae:10;Animalia:6;Bacteria:3;Fungi:1;Protozoa:1,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.3.2#INHIBITORS,0.24873179174830601,Plantae:223;Animalia:195;Bacteria:100;Protozoa:23;Fungi:9,"134691;134708;134710;134713;134720;134732,134762,134765;134733;134736;134743;134754;134756;134768;134776;134783;134786;134801;650882;666650;679237;679526;701794",21,0.0071036994981584223
ki:3.1.1.8:803,ki,"('3.1.1.8', '803')",3.1.1.8,803,eserine,16,0.0,Animalia:16,http://www.brenda-enzymes.org/enzyme.php?ecno=3.1.1.8#INHIBITORS,0.044264612838886268,Animalia:1107;Bacteria:14;Plantae:14,"664579;666232;679238;679334;679344,679345;681725;681741;682916;692056;714777",10,-0.044264612838886268
ki:1.4.3.22:382,ki,"('1.4.3.22', '382')",1.4.3.22,382,Semicarbazide,10,0.30543215102744675,Plantae:7;Animalia:3,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.22#INHIBITORS,0.27765580704700593,Plantae:166;Animalia:89;Bacteria:16,391909;391923;391925;391935;391940;391943;391948;672492;720756,9,0.027776343980440821
ki:1.4.3.22:373,ki,"('1.4.3.22', '373')",1.4.3.22,373,diethyldithiocarbamate,10,0.1625414866957241,Plantae:9;Animalia:1,http://www.brenda-enzymes.org/enzyme.php?ecno=1.4.3.22#INHIBITORS,0.27765580704700593,Plantae:166;Animalia:89;Bacteria:16,391925;391935;391940;391941;391947;391948;672497;720756,8,-0.11511432035128183
ki:3.5.2.6:21,ki,"('3.5.2.6', '21')",3.5.2.6,21,EDTA,14,0.0,Bacteria:14,http://www.brenda-enzymes.org/enzyme.php?ecno=3.5.2.6#INHIBITORS,0.0,Bacteria:454,"209335;209349;209351;209357,209358;657241;663650;663658;665323;684483;686103;690020;690465;696094;719154",14,0.0
ki:3.2.1.52:33,ki,"('3.2.1.52', '33')",3.2.1.52,33,Hg2+,18,0.32165430766914255,Animalia:8;Plantae:8;Bacteria:2,http://www.brenda-enzymes.org/enzyme.php?ecno=3.2.1.52#INHIBITORS,0.24565290977780016,Animalia:187;Plantae:85;Bacteria:44;Archaea:3,"393650;393656;393659;393665;393667;393670;393673;393678;393685;393696;393697;393700;393704;393708;393715,393725;656947;680128;715073",18,0.076001397891342387
ki:4.2.1.1:230,ki,"('4.2.1.1', '230')",4.2.1.1,230,azide,12,0.29470047701612972,Animalia:4;Fungi:3;Bacteria:3;Archaea:1;Plantae:1,http://www.brenda-enzymes.org/enzyme.php?ecno=4.2.1.1#INHIBITORS,0.1584869498754119,Animalia:1322;Bacteria:204;Fungi:136;Plantae:69;Archaea:54;Chromista:21,666765;679413;680472;696639;696649;696695;699246;700636;703758;706571;714462,11,0.13621352714071783
ki:1.6.5.8:49,ki,"('1.6.5.8', '49')",1.6.5.8,49,N-ethylmaleimide,10,0.0,Bacteria:10,http://www.brenda-enzymes.org/enzyme.php?ecno=1.6.5.8#INHIBITORS,0.24517387342137378,Bacteria:148;Animalia:33;Plantae:18,711293,1,-0.24517387342137378
ki:2.8.1.1:45,ki,"('2.8.1.1', '45')",2.8.1.1,45,dithiothreitol,14,0.33474749101802548,Animalia:6;Bacteria:6;Plantae:2,http://www.brenda-enzymes.org/enzyme.php?ecno=2.8.1.1#INHIBITORS,0.26514322466718987,Animalia:64;Bacteria:38;Plantae:9;Archaea:7,645502,1,0.069604266350835609
