,EC_number,Cofactor,Organism,LigandID,Commentary,Literature,ChEBI,bigg.metabolite,KEGG_ID,Compound
7105,1.2.1.33,more,Pseudomonas sp.,2,no diffusible cofactors found,207980,33206,,,
7106,1.2.1.36,FAD,Rattus norvegicus,20,"metalloflavoprotein, reaction rate is maximal with FAD",390263,16238,fad_c,C00016,FAD
7107,1.2.1.36,NAD+,Rattus norvegicus,7,"reaction rate is maximal with NAD+, stimulation by NAD+ reversed by direct addition of NADH",390263,,,,
7108,1.2.1.36,NAD+,Rattus norvegicus,7,"reaction is NAD+ dependent, rather than NADP+ dependent",390270,,,,
7109,1.2.1.36,NAD+,Rattus norvegicus,7,NAD+ dependent,390271,,,,
7110,1.2.1.36,NAD+,Elephantulus edwardii,7,cofactor is bound in the hydride transfer position in all four monomers,654700,,,,
7111,1.2.1.36,NAD+,Xenopus laevis,7,,"655432, 677280",,,,
7112,1.2.1.36,NAD+,Homo sapiens,7,required,689379,,,,
7113,1.2.1.36,NAD+,Mus musculus,7,,690142,,,,
7114,1.2.1.36,NAD+,Mus musculus,7,,696437,,,,
7115,1.2.1.36,NAD+,Mus musculus,7,,"390268, 654553, 655208, 656159, 656252, 657155, 696437, 711154",,,,
7116,1.2.1.36,NAD+,Rattus norvegicus,7,,711854,,,,
7117,1.2.1.36,NAD+,Homo sapiens,7,,"655948, 656611, 724722",,,,
7118,1.2.1.36,NAD+,Rattus norvegicus,7,,"390264, 654168, 656048, 724722, 725461",,,,
7119,1.2.1.36,NADH,Rattus norvegicus,8,,668500,16908,nadh_c,C00004,NADH
7120,1.2.1.36,NADH,Mus musculus,8,,671851,16908,nadh_c,C00004,NADH
7121,1.2.1.36,NADH,Rattus norvegicus,8,,672991,16908,nadh_c,C00004,NADH
7122,1.2.1.36,NADH,Mus musculus,8,,673325,16908,nadh_c,C00004,NADH
7123,1.2.1.36,NADH,Taeniopygia guttata,8,,675508,16908,nadh_c,C00004,NADH
7124,1.2.1.36,NADH,Mus musculus,8,,"673242, 673251, 673254, 677080",16908,nadh_c,C00004,NADH
7125,1.2.1.36,NADH,Mus musculus,8,,677080,16908,nadh_c,C00004,NADH
7126,1.2.1.36,NADH,Homo sapiens,8,,686690,16908,nadh_c,C00004,NADH
7127,1.2.1.36,NADPH,Homo sapiens,5,prefers NADPH to NADH as a cofactor,686690,16474,nadph_c,C00005,NADPH
7128,1.2.1.38,NADP+,Escherichia coli,10,,"390278, 390279, 390280",,,,
7129,1.2.1.38,NADP+,Pseudomonas aeruginosa,10,,390283,,,,
7130,1.2.1.38,NADP+,Neurospora crassa,10,,"390281, 390287, 390289",,,,
7131,1.2.1.38,NADP+,Saccharomyces cerevisiae,10,,"390282, 390284, 390285, 390286, 390290",,,,
7132,1.2.1.38,NADPH,Thermus thermophilus,5,,654087,16474,nadph_c,C00005,NADPH
7133,1.2.1.39,NAD+,Achromobacter eurydice,7,NADP+ is about 1% as active as NAD+,390292,,,,
7134,1.2.1.39,NAD+,Bacteria,7,,390293,,,,
7135,1.2.1.39,NAD+,Xanthobacter sp.,7,,390294,,,,
7136,1.2.1.39,NAD+,Pseudomonas sp.,7,,390298,,,,
7137,1.2.1.39,NAD+,Escherichia coli,7,"active with NAD+ and NADP+, preference for NAD+. kcat/Km for NAD+ with propionaldehyde as cosubstrate is 34700",670833,,,,
7138,1.2.1.39,NAD+,Pseudomonas putida,7,,686425,,,,
7139,1.2.1.39,NAD+,Pseudomonas putida,7,,"390301, 686425",,,,
7140,1.2.1.39,NAD+,Brevibacterium sp.,7,,690567,,,,
7141,1.2.1.39,NAD+,Thauera aromatica,7,,718,,,,
7142,1.2.1.39,NAD+,Escherichia coli,7,,724020,,,,
7143,1.2.1.39,NAD+,Escherichia coli,7,,"390296, 390299, 390300, 725180",,,,
7144,1.2.1.39,NAD+,Flavobacterium sp.,7,,7426,,,,
7145,1.2.1.39,NADP+,Escherichia coli,10,"active with NAD+ and NADP+, preference for NAD+. kcat/Km for NADP+ with propionaldehyde is 2460",670833,,,,
7146,1.2.1.41,NAD+,Homo sapiens,7,required,689379,,,,
7147,1.2.1.41,NAD+,Mus musculus,7,,690142,,,,
7148,1.2.1.41,NAD+,Thermus thermophilus,7,"the work based on a computer simulation using a PDB data set of Thermus thermophilus GGSALDH, pdb2BJA, in this structure the enzyme is co-crystallized with NADH",697283,,,,
7149,1.2.1.41,NAD+,Oryza sativa,7,,698095,,,,
7150,1.2.1.41,NADH,Escherichia coli,8,less active than NADPH,390307,16908,nadh_c,C00004,NADH
7151,1.2.1.41,NADP+,Saccharomyces cerevisiae,10,,671440,,,,
7152,1.2.1.41,NADP+,Bacillus subtilis,10,,673741,,,,
7153,1.2.1.41,NADP+,Oryza sativa,10,,698095,,,,
7154,1.2.1.41,NADP+,Cedrela odorata,10,,700224,,,,
7155,1.2.1.41,NADP+,Ceiba pentandra,10,,700224,,,,
7156,1.2.1.41,NADP+,Pachira quinata,10,,700224,,,,
7157,1.2.1.41,NADP+,Schizolobium parahyba,10,,700224,,,,
7158,1.2.1.41,NADPH,Rattus norvegicus,5,,"390302, 390303",16474,nadph_c,C00005,NADPH
7159,1.2.1.41,NADPH,Salmonella enterica subsp. enterica serovar Typhimurium,5,,390306,16474,nadph_c,C00005,NADPH
7160,1.2.1.41,NADPH,Pseudomonas aeruginosa,5,,390308,16474,nadph_c,C00005,NADPH
7161,1.2.1.41,NADPH,Escherichia coli,5,,"390304, 390305, 390306, 390307, 390308, 390309, 390311, 390312, 390313",16474,nadph_c,C00005,NADPH
7162,1.2.1.41,NADPH,Thermotoga maritima,5,,657319,16474,nadph_c,C00005,NADPH
7163,1.2.1.42,NAD(P)H,Anas platyrhynchos,40,after palmitoyl-CoA affinity column purification enzyme is absolutely dependent on NADPH as cofactor,288211,16474,nadph_c,C00005,NADPH
7164,1.2.1.42,NAD(P)H,Photobacterium leiognathi,40,,288212,16474,nadph_c,C00005,NADPH
7165,1.2.1.42,NAD(P)H,Photobacterium phosphoreum,40,,288212,16474,nadph_c,C00005,NADPH
7166,1.2.1.42,NAD(P)H,Pisum sativum,40,"NADPH is prefered for alcohol formation, NADH is prefered for aldehyde formation",288213,16474,nadph_c,C00005,NADPH
7167,1.2.1.42,NADH,Bos taurus,8,,288210,16908,nadh_c,C00004,NADH
7168,1.2.1.42,NADPH,Acinetobacter calcoaceticus,5,,288214,16474,nadph_c,C00005,NADPH
7169,1.2.1.42,NADPH,Arabidopsis thaliana,5,,699807,16474,nadph_c,C00005,NADPH
7170,1.2.1.42,NADPH,Euglena gracilis,5,,720358,16474,nadph_c,C00005,NADPH
7171,1.2.1.42,NADPH,Marinobacter hydrocarbonoclasticus,5,,724299,16474,nadph_c,C00005,NADPH
7172,1.2.1.42,NADPH,Arabidopsis thaliana,5,,724441,16474,nadph_c,C00005,NADPH
7173,1.2.1.42,NADPH,Anser anser,5,dependent on,724656,16474,nadph_c,C00005,NADPH
7174,1.2.1.42,NADPH,Gallus gallus,5,dependent on,724656,16474,nadph_c,C00005,NADPH
7175,1.2.1.42,NADPH,Tyto alba,5,dependent on,724656,16474,nadph_c,C00005,NADPH
7176,1.2.1.43,NADP+,Moorella thermoacetica,10,,"288217, 288219, 288223",,,,
7177,1.2.1.43,NADP+,Burkholderia stabilis,10,"the enzyme accepts NADP+ as the natural coenzyme with a much higher specificity over NAD+, the activity to NAD+ is 38% of that to NADP+",711869,,,,
7178,1.2.1.43,NADPH,Moorella thermoacetica,5,,"288217, 288219, 288223",16474,nadph_c,C00005,NADPH
7179,1.2.1.44,CoA,Eucalyptus sp.,18,,673861,15346,coa_c,C00010,CoA
7180,1.2.1.44,CoA,Arabidopsis thaliana,18,,676522,15346,coa_c,C00010,CoA
7181,1.2.1.44,NADP+,Populus x canadensis,10,not: NADH,288228,,,,
7182,1.2.1.44,NADP+,Vigna mungo,10,,288231,,,,
7183,1.2.1.44,NADP+,Arachis hypogaea,10,,288232,,,,
7184,1.2.1.44,NADP+,Glycine max,10,,"288230, 288233",,,,
7185,1.2.1.44,NADP+,Picea abies,10,,288233,,,,
7186,1.2.1.44,NADP+,Forsythia suspensa,10,not: NADH,288234,,,,
7187,1.2.1.44,NADP+,Brassica napus subsp. rapifera,10,not: NADH,389601,,,,
7188,1.2.1.44,NADP+,Leucaena leucocephala,10,,725147,,,,
7189,1.2.1.44,NADP+,Leucaena leucocephala,10,,"724494, 725759",,,,
7190,1.2.1.44,NADPH,Triticum aestivum,5,,672472,16474,nadph_c,C00005,NADPH
7191,1.2.1.44,NADPH,Eucalyptus sp.,5,,673861,16474,nadph_c,C00005,NADPH
7192,1.2.1.44,NADPH,Solanum lycopersicum,5,,675132,16474,nadph_c,C00005,NADPH
7193,1.2.1.44,NADPH,Populus tremuloides,5,,676451,16474,nadph_c,C00005,NADPH
7194,1.2.1.44,NADPH,Arabidopsis thaliana,5,,"676522, 676643",16474,nadph_c,C00005,NADPH
7195,1.2.1.44,NADPH,Oryza sativa,5,,676843,16474,nadph_c,C00005,NADPH
7196,1.2.1.44,NADPH,Isatis tinctoria,5,,712994,16474,nadph_c,C00005,NADPH
7197,1.2.1.44,NADPH,Leucaena leucocephala,5,,725147,16474,nadph_c,C00005,NADPH
7198,1.2.1.44,NADPH,Zea mays,5,,725626,16474,nadph_c,C00005,NADPH
7199,1.2.1.44,NADPH,Leucaena leucocephala,5,,"724494, 725148, 725759",16474,nadph_c,C00005,NADPH
7200,1.2.1.44,NADPH,Medicago truncatula,5,,726367,16474,nadph_c,C00005,NADPH
7201,1.2.1.46,glutathione,Ogataea angusta,44,dependent on,686818,16856,,C00051,Glutathione
7202,1.2.1.46,glutathione,Ogataea angusta,44,,"685697, 690067, 725910",16856,,C00051,Glutathione
7203,1.2.1.46,more,Arthrobacter sp.,2,no activity with NADP+,288245,33206,,,
7204,1.2.1.46,more,Methylococcus capsulatus,2,"substrate specificity is regulated by modifin, FDH oxidizes formaldehyde exclusively and only in the presence of modifin, whereas a range of aldehydes and alcohols are oxidized in the absence of modifin, modifin cannot be replaced by glutathione",288252,33206,,,
7205,1.2.1.46,more,Hyphomicrobium zavarzinii,2,pyrroloquinoline quinone may be the bound cofactor,690106,33206,,,
7206,1.2.1.46,more,Hyphomicrobium zavarzinii,2,processes formaldehyde in a highly selective manner and without need for NAD(P). The dlFalDH cofactor is an unidentified quinone,690569,33206,,,
7207,1.2.1.46,NAD+,Arthrobacter sp.,7,,288245,,,,
7208,1.2.1.46,NAD+,Pseudomonas putida,7,,"288246, 288247, 288248",,,,
7209,1.2.1.46,NAD+,Pseudomonas putida,7,coenzyme binding domain: Gly-Xaa-Gly-Xaa-Xaa-Gly,288253,,,,
7210,1.2.1.46,NAD+,Komagataella pastoris,7,tightly but not covalently bound to protein,655673,,,,
7211,1.2.1.46,NAD+,Pseudomonas putida,7,"tightly but not covalently bound to protein, one molecule bound per subunit",656507,,,,
7212,1.2.1.46,NAD+,Ogataea angusta,7,dependent on,686818,,,,
7213,1.2.1.46,NAD+,Rastrelliger kanagurta,7,,724803,,,,
7214,1.2.1.46,NAD+,Ogataea angusta,7,,"685697, 690067, 725910",,,,
7215,1.2.1.46,NADH,Homo sapiens,8,,667724,16908,nadh_c,C00004,NADH
7216,1.2.1.47,more,Pseudomonas sp.,2,does not react with NADP+,691376,33206,,,
7217,1.2.1.47,NAD+,Bos taurus,7,absolute requirement for,288254,,,,
7218,1.2.1.47,NAD+,Mus musculus,7,,671302,,,,
7219,1.2.1.47,NAD+,Rattus norvegicus,7,,"288255, 671302",,,,
7220,1.2.1.47,NAD+,Homo sapiens,7,required,689379,,,,
7221,1.2.1.47,NAD+,Pseudomonas sp.,7,is specific for NAD+,691376,,,,
7222,1.2.1.47,NAD+,Mus musculus,7,,"690142, 724438",,,,
7223,1.2.1.47,NAD+,Pseudomonas sp.,7,,726537,,,,
7224,1.2.1.47,NADP+,Rattus norvegicus,10,can also be used as oxidant,288255,,,,
7225,1.2.1.48,NAD+,Vibrio harveyi,7,,390320,,,,
7226,1.2.1.48,NAD+,Candida tropicalis,7,,"347796, 390323",,,,
7227,1.2.1.48,NAD+,Yarrowia lipolytica,7,,390323,,,,
7228,1.2.1.48,NAD+,Homo sapiens,7,the enzyme has a much greater specifity for NAD+ as cofactor than NADP+,390324,,,,
7229,1.2.1.48,NAD+,Acinetobacter sp.,7,the enzyme does not use NADP+ as cofactor,390325,,,,
7230,1.2.1.48,NAD+,Geobacillus thermoleovorans,7,activity of Bt-Aldh is doubled in the presence of NAD+ than NADP+,697840,,,,
7231,1.2.1.48,NAD+,Homo sapiens,7,,"656817, 693389, 724462, 725656",,,,
7232,1.2.1.48,NAD+,Mus musculus,7,,725656,,,,
7233,1.2.1.48,NAD+,Rattus norvegicus,7,,725656,,,,
7234,1.2.1.48,NAD+,Simmondsia chinensis,7,"NAD+ is a much better electron acceptor than NADP+, FAD or flavin mononucleotide","389732, 94404",,,,
7235,1.2.1.48,NADP+,Vibrio harveyi,10,"very high specificity and affinity, the residue Arg-210 contributes to the high cofactor affinity through a pi stacking interaction with the adenine ring system of the cofactor",390326,,,,
7236,1.2.1.48,NADP+,Geobacillus thermoleovorans,10,,697840,,,,
7237,1.2.1.49,more,Ovis aries,2,3-acetyl-pyridine adenine dinucleotide and thionicotinamide adenine dinucleotide are also effective oxidants,288146,33206,,,
7238,1.2.1.49,NAD+,Rattus norvegicus,7,"enzyme from sheep or rat liver, see also EC 1.2.1.23",288145,,,,
7239,1.2.1.49,NAD+,Ovis aries,7,"enzyme from sheep or rat liver, see also EC 1.2.1.23","288142, 288143, 288145, 288146",,,,
7240,1.2.1.49,NAD+,Rattus norvegicus,7,"Mgd1 and Mgd2 enzymes use also NAD+ as cofactor, see also EC 1.2.1.23",288148,,,,
7241,1.2.1.49,NADP+,Capra hircus,10,,"288140, 288141",,,,
7242,1.2.1.49,NADP+,Ovis aries,10,,"288142, 288143, 288145, 288146",,,,
7243,1.2.1.49,NADP+,Rattus norvegicus,10,isoenzyme Mgd3 is exclusively NADP+-dependent,288148,,,,
7244,1.2.1.49,NADP+,Rattus norvegicus,10,,"288145, 288256, 288259",,,,
7245,1.2.1.50,NADH,Pisum sativum,8,,288213,16908,nadh_c,C00004,NADH
7246,1.2.1.50,NADH,Photobacterium phosphoreum,8,3% of NADPH activity,288268,16908,nadh_c,C00004,NADH
7247,1.2.1.50,NADPH,Pisum sativum,5,,288213,16474,nadph_c,C00005,NADPH
7248,1.2.1.50,NADPH,Acinetobacter sp.,5,,288215,16474,nadph_c,C00005,NADPH
7249,1.2.1.50,NADPH,Homo sapiens,5,,656242,16474,nadph_c,C00005,NADPH
7250,1.2.1.50,NADPH,Mus musculus,5,no activity with NADH,656242,16474,nadph_c,C00005,NADPH
7251,1.2.1.50,NADPH,Photobacterium phosphoreum,5,,"288268, 288270, 288272, 665",16474,nadph_c,C00005,NADPH
7252,1.2.1.50,NADPH,Apis mellifera,5,no activity with NADH,725132,16474,nadph_c,C00005,NADPH
7253,1.2.1.51,FAD,Euglena gracilis,20,,"288278, 288281, 288283, 288284",16238,fad_c,C00016,FAD
7254,1.2.1.51,NADP+,Euglena gracilis,10,not NAD+,"288280, 288281, 288283, 288284",,,,
7255,1.2.1.51,NADP+,Euglena gracilis,10,,"288278, 654355",,,,
7256,1.2.1.51,thiamine diphosphate,Euglena gracilis,91,,"288278, 288281, 288283",45931,thmpp_c,,
7257,1.2.1.52,CoA,Euglena gracilis,18,,288283,15346,coa_c,C00010,CoA
7258,1.2.1.52,CoA,Pseudomonas sp.,18,,"288285, 288287",15346,coa_c,C00010,CoA
7259,1.2.1.52,NAD+,Euglena gracilis,7,20% activity of NADP+,288283,,,,
7260,1.2.1.52,NAD+,Pseudomonas sp.,7,4% reactivity of NADP+,288285,,,,
7261,1.2.1.52,NADP+,Euglena gracilis,10,,288283,,,,
7262,1.2.1.52,NADP+,Pseudomonas sp.,10,,"288285, 288287",,,,
7263,1.2.1.53,NAD+,Pseudomonas aeruginosa,7,,288289,,,,
7264,1.2.1.54,more,Vicia faba,2,not NADP+,288292,33206,,,
7265,1.2.1.54,NAD+,Pseudomonas aeruginosa,7,,2168,,,,
7266,1.2.1.54,NAD+,Pseudomonas putida,7,highly specific for,"288069, 288074",,,,
7267,1.2.1.54,NAD+,Vicia faba,7,,288292,,,,
7268,1.2.1.58,FAD,Azoarcus evansii,20,contains 1.1 mol FAD per mol of enzyme,11535,16238,fad_c,C00016,FAD
7269,1.2.1.58,thiamine diphosphate,Azoarcus evansii,91,reaction is strictly dependent on,11535,45931,thmpp_c,,
7270,1.2.1.59,ATP,Chlorella pyrenoidosa,4,"activates NADP+-dependent activity, inhibits NAD+-dependent activity",11540,15422,atp_c,C00002,ATP
7271,1.2.1.59,NAD+,Campylobacter jejuni,7,the enzyme can utilize either NADP+ or NAD+ as coenzymes,723857,,,,
7272,1.2.1.59,NAD+,Sulfolobus tokodaii,7,comparable activity with NADP+ and NAD+,725013,,,,
7273,1.2.1.59,NADP+,Campylobacter jejuni,10,the enzyme can utilize either NADP+ or NAD+ as coenzymes,723857,,,,
7274,1.2.1.59,NADP+,Sulfolobus tokodaii,10,comparable activity with NADP+ and NAD+,725013,,,,
7275,1.2.1.59,NADP+,Bacillus subtilis,10,,725853,,,,
7276,1.2.1.60,NAD+,Arthrobacter globiformis,7,can not be replaced by NADP+,288040,,,,
7277,1.2.1.60,NAD+,Klebsiella pneumoniae,7,,288297,,,,
7278,1.2.1.60,NAD+,Pseudomonas putida,7,strict dependency for NAD+ reduction,288298,,,,
7279,1.2.1.60,NAD+,Escherichia coli,7,strict dependency for NAD+ reduction,288300,,,,
7280,1.2.1.60,NAD+,Escherichia coli,7,,"288297, 288299, 288301",,,,
7281,1.2.1.60,NAD+,Pseudomonas putida,7,,288303,,,,
7282,1.2.1.60,NADP+,Pseudomonas putida,10,82% lower activity compared to NAD+,288298,,,,
7283,1.2.1.60,NADP+,Escherichia coli,10,89% lower activity compared to NAD+,288300,,,,
7284,1.2.1.60,NADP+,Escherichia coli,10,98.5% lower activity compared to NAD+,288301,,,,
7285,1.2.1.61,NAD+,Moraxella sp.,7,"can not be replaced by NADP+, NADH or NADPH",288304,,,,
7286,1.2.1.61,NAD+,Pseudomonas fluorescens,7,,687422,,,,
7287,1.2.1.61,NAD+,Pseudomonas sp.,7,,719179,,,,
7288,1.2.1.62,NAD+,Comamonas testosteroni,7,,"207945, 207946, 207947",,,,
7289,1.2.1.63,NADP+,Acinetobacter sp.,10,can not replaced by NAD+,246371,,,,
7290,1.2.1.63,NADP+,Acinetobacter sp.,10,,"288310, 7430",,,,
7291,1.2.1.64,NAD+,Lithospermum erythrorhizon,7,"absolute requirement, can not be replaced by NADP+",288311,,,,
7292,1.2.1.64,NAD+,Bacteria,7,,288313,,,,
7293,1.2.1.64,NAD+,Daucus carota,7,,688643,,,,
7294,1.2.1.64,NAD+,Cocos nucifera,7,,688652,,,,
7295,1.2.1.65,NAD+,Pseudomonas sp.,7,,"288315, 288317, 288319, 288320",,,,
7296,1.2.1.65,NAD+,Pseudomonas putida,7,,"288316, 288318, 288319, 288320, 288321",,,,
7297,1.2.1.65,NAD+,Pseudomonas putida,7,,691830,,,,
7298,1.2.1.65,NAD+,Stenotrophomonas sp. RMSK,7,,696505,,,,
7299,1.2.1.67,NAD+,Pseudomonas fluorescens,7,in absence of NAD+ only 25% oxidation of vanillin observed,207982,,,,
7300,1.2.1.67,NAD+,Sphingomonas paucimobilis,7,prefers NAD+ to NADP+,691363,,,,
7301,1.2.1.67,NAD+,Amycolatopsis sp.,7,,724040,,,,
7302,1.2.1.67,NADP+,Sphingomonas paucimobilis,10,,691363,,,,
7303,1.2.1.68,NAD+,Pseudomonas sp.,7,,288325,,,,
7304,1.2.1.70,heme,Hordeum vulgare,48,"the fusion protein with glutathione S-transferase contains heme, which can be reduced by NADPH and oxidized by air",657174,26355,pheme_c,C00032,Heme
7305,1.2.1.70,heme,Prosthecochloris vibrioformis,48,one molecule per glutamyl-tRNA reductase molecule,674242,26355,pheme_c,C00032,Heme
7306,1.2.1.70,heme,Acidithiobacillus ferrooxidans,48,the levels of GluTR are regulated by the heme status,676889,26355,pheme_c,C00032,Heme
7307,1.2.1.70,heme,Acidithiobacillus ferrooxidans,48,"enzyme shows Soret peak at 420 nm and a broad absorbance around 540 nm, data suggest that heme is bound preferentially to the dimeric form of GluTR",724174,26355,pheme_c,C00032,Heme
7308,1.2.1.70,more,Methanopyrus kandleri,2,the enzyme does not possess a chromophoric prosthetic group,655972,33206,,,
7309,1.2.1.70,NADH,Synechocystis sp.,8,much higher activity occurs with NADPH than with NADH,655964,16908,nadh_c,C00004,NADH
7310,1.2.1.70,NADH,Chlamydomonas reinhardtii,8,,676535,16908,nadh_c,C00004,NADH
7311,1.2.1.70,NADPH,Chlamydomonas reinhardtii,5,,"655534, 655961",16474,nadph_c,C00005,NADPH
7312,1.2.1.70,NADPH,Synechocystis sp.,5,"half-maximal rate at 0.005 mM, saturation is not reached even at 10 mM NADH",655964,16474,nadph_c,C00005,NADPH
7313,1.2.1.70,NADPH,Methanopyrus kandleri,5,,655972,16474,nadph_c,C00005,NADPH
7314,1.2.1.70,NADPH,Methanopyrus kandleri,5,,"654558, 656906",16474,nadph_c,C00005,NADPH
7315,1.2.1.70,NADPH,Cucumis sativus,5,,"656973, 657076",16474,nadph_c,C00005,NADPH
7316,1.2.1.70,NADPH,Hordeum vulgare,5,,"203, 656936, 657174",16474,nadph_c,C00005,NADPH
7317,1.2.1.70,NADPH,Escherichia coli,5,,"656104, 656235, 657264",16474,nadph_c,C00005,NADPH
7318,1.2.1.70,NADPH,Escherichia coli,5,,692283,16474,nadph_c,C00005,NADPH
7319,1.2.1.70,NADPH,Arabidopsis thaliana,5,,"654329, 694706",16474,nadph_c,C00005,NADPH
7320,1.2.1.70,NADPH,Picea abies,5,,712863,16474,nadph_c,C00005,NADPH
7321,1.2.1.70,NADPH,Larix decidua,5,,713332,16474,nadph_c,C00005,NADPH
7322,1.2.1.70,NADPH,Picea abies,5,,713332,16474,nadph_c,C00005,NADPH
7323,1.2.1.71,NAD+,Escherichia coli,7,,486124,,,,
7324,1.2.1.72,3-acetylpyridine adenine dinucleotide,Escherichia coli,904,less efficient than NAD+,661984,,,,
7325,1.2.1.72,NAD+,Escherichia coli,7,,661984,,,,
7326,1.2.1.72,NAD+,Escherichia coli,7,,692925,,,,
7327,1.2.1.73,NAD+,Rhodopseudomonas palustris,7,highly preferred cofactor,675824,,,,
7328,1.2.1.73,NAD+,Rhodopseudomonas palustris,7,,684747,,,,
7329,1.2.1.73,NAD+,Neptuniibacter caesariensis,7,highly preferred cofactor,684762,,,,
7330,1.2.1.73,NADP+,Rhodopseudomonas palustris,10,low activity,675824,,,,
7331,1.2.1.73,NADP+,Neptuniibacter caesariensis,10,low activity and inhibition at higher concentration,684762,,,,
7332,1.2.1.74,NAD+,Abies grandis,7,,690605,,,,
7333,1.2.1.75,coenzyme A,Sulfolobus tokodaii,534,,698575,15346,coa_c,C00010,CoA
7334,1.2.1.75,more,Chloroflexus aurantiacus,2,no cofactor: NADH,697695,33206,,,
7335,1.2.1.75,more,Chloroflexus aurantiacus,2,"no cofactor: NADH, NAD+",698563,33206,,,
7336,1.2.1.75,more,Metallosphaera sedula,2,no cofactor: NADH,698575,33206,,,
7337,1.2.1.75,more,Sulfolobus tokodaii,2,"no cofactor: NADH, phosphate",698575,33206,,,
7338,1.2.1.75,NADP+,Chloroflexus aurantiacus,10,,698563,,,,
7339,1.2.1.75,NADP+,Sulfolobus tokodaii,10,,698575,,,,
7340,1.2.1.75,NADPH,Chloroflexus aurantiacus,5,,"697695, 698563",16474,nadph_c,C00005,NADPH
7341,1.2.1.75,NADPH,Metallosphaera sedula,5,,698575,16474,nadph_c,C00005,NADPH
7342,1.2.1.75,NADPH,Sulfolobus tokodaii,5,,"698575, 722819",16474,nadph_c,C00005,NADPH
7343,1.2.1.77,NAD+,Burkholderia xenovorans,7,the enzyme is more active in the presence of NADP+ relative to NAD+. Crystallographic data show that cofactor selectivity is governed by a complex network of hydrogen bonds between the oxygen atoms of the 2'-phosphoryl moiety of NADP+ and a threonine/lysine pair on the enzyme,688414,,,,
7344,1.2.1.77,NADP+,Burkholderia xenovorans,10,the enzyme is more active in the presence of NADP+ relative to NAD+. Crystallographic data show that cofactor selectivity is governed by a complex network of hydrogen bonds between the oxygen atoms of the 2'-phosphoryl moiety of NADP+ and a threonine/lysine pair on the enzyme,688414,,,,
7345,1.2.1.77,NADP+,Azoarcus evansii,10,no activity (below 2%) with NAD+. The molar ratio of mol of converted substrate per mol of NADPH formed is estimated to be 1,698572,,,,
7346,1.2.1.77,NADP+,Azoarcus evansii,10,,712441,,,,
7347,1.2.1.78,NAD+,Nocardioides sp.,7,,639268,,,,
7348,1.2.1.78,NAD+,Alcaligenes faecalis,7,high specificity for NAD+ as electron acceptor,699291,,,,
7349,1.2.1.79,more,Escherichia coli K-12,2,no cofactor: NAD+,710394,33206,,,
7350,1.2.1.79,more,Synechococcus sp.,2,no detectable activity by using NAD+ as cofactor,725838,33206,,,
7351,1.2.1.79,NAD+,Cupriavidus necator,7,about 11% of the activity with NADP+,288054,,,,
7352,1.2.1.79,NAD+,Escherichia coli,7,"NAD+ acts as cosubstrate, but the reaction rates are more than 20fold lower than those with NADP+",690736,,,,
7353,1.2.1.79,NAD+,Escherichia coli,7,the enzyme activity in the presence of NADP+ is approximately 20fold higher than that measured in the presence of NAD+,710394,,,,
7354,1.2.1.79,NAD+,Sulfolobus solfataricus,7,kcat/Km for NADP+ is 250fold higher compared to kcat/Km for NAD+,722211,,,,
7355,1.2.1.79,NAD+,Mycobacterium tuberculosis,7,long incubations lead to modest utilization,724115,,,,
7356,1.2.1.79,NADP+,Klebsiella pneumoniae,10,specific for NADP+,288038,,,,
7357,1.2.1.79,NADP+,Euglena gracilis,10,,288042,,,,
7358,1.2.1.79,NADP+,Cupriavidus necator,10,,288054,,,,
7359,1.2.1.79,NADP+,Escherichia coli,10,"NAD+ also acts as cosubstrate, but the reaction rates are more than 20fold lower than those with NADP+",690736,,,,
7360,1.2.1.79,NADP+,Pseudomonas putida,10,specific for NADP+,707583,,,,
7361,1.2.1.79,NADP+,Escherichia coli,10,enzyme is specific for NADP+ as a cofactor,708907,,,,
7362,1.2.1.79,NADP+,Escherichia coli,10,the enzyme activity in the presence of NADP+ is approximately 20fold higher than that measured in the presence of NAD+,710394,,,,
7363,1.2.1.79,NADP+,Escherichia coli K-12,10,electron density analysis of binding site. The enzyme activity measured in the presence of NADP+ is approximately 20fold higher than that measured in the presence of NAD+,710394,,,,
7364,1.2.1.79,NADP+,Sulfolobus solfataricus,10,kcat/Km for NADP+ is 250fold higher compared to kcat/Km for NAD+,722211,,,,
7365,1.2.1.79,NADP+,Mycobacterium tuberculosis,10,preferred substrate,724115,,,,
7366,1.2.1.79,NADP+,Synechococcus sp.,10,strict preference,725838,,,,
7367,1.2.1.80,more,Arabidopsis thaliana,2,no significant activity of truncated mAtFAR6 observed when NADH is used as cofactor,724441,33206,,,
7368,1.2.1.80,NAD(P)H,Synechococcus elongatus,40,,713511,16474,nadph_c,C00005,NADPH
7369,1.2.1.80,NAD(P)H,Synechococcus sp.,40,,713511,16474,nadph_c,C00005,NADPH
7370,1.2.1.80,NADH,Cryptosporidium parvum,8,,724655,16908,nadh_c,C00004,NADH
7371,1.2.1.80,NADPH,Arabidopsis thaliana,5,,724441,16474,nadph_c,C00005,NADPH
7372,1.2.1.80,NADPH,Cryptosporidium parvum,5,preferred cofactor,724655,16474,nadph_c,C00005,NADPH
7373,1.2.1.81,NADP+,Cupriavidus necator,10,"specific for NADP+, no activity with NAD+",709139,,,,
