"","kingdom","phylum","class","order","family","genus","species","RevisedName"
"Burkholderia xenovorans LB400",NA,NA,NA,NA,NA,NA,NA,NA
"Citrobacter intermedius",NA,NA,NA,NA,NA,NA,NA,NA
"Chionodraco hamatus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Trematomus bernacchii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Thalassiosira weissflogii",NA,NA,NA,NA,NA,NA,NA,NA
"Leishmania chagasi",NA,NA,NA,NA,NA,NA,NA,NA
"Astrosclera willeyana",NA,NA,NA,NA,NA,NA,NA,NA
"Acipenser gueldenstaedtii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Malassezia globosa",NA,NA,NA,NA,NA,NA,NA,NA
"Coccomyxa sp.","Plantae",NA,NA,NA,NA,NA,NA,NA
"Salmonella enterica subsp. enterica serovar Typhi",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus collinoides","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA
"Thalictrum flavum ssp. glaucum",NA,NA,NA,NA,NA,NA,NA,NA
"Corynebacterium pseudodiphtheriticum","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Magnaporthe oryzae",NA,NA,NA,NA,NA,NA,NA,NA
"Proteus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Streptococcus dysgalactiae","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae",NA,NA,NA
"Streptomyces hyalurolytics","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Bacillus sp. GL1",NA,NA,NA,NA,NA,NA,NA,NA
"Gracilariopsis sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Fusarium sporotrichioides",NA,NA,NA,NA,NA,NA,NA,NA
"Penicillium roqueforti",NA,NA,NA,NA,NA,NA,NA,NA
"Foeniculum vulgare","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Bacillus sp. YM55-1",NA,NA,NA,NA,NA,NA,NA,NA
"Cistanche deserticola","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Streptomyces maritimus",NA,NA,NA,NA,NA,NA,NA,NA
"Flavobacterium saccharophilum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Cinchona robusta",NA,NA,NA,NA,NA,NA,NA,NA
"Allium ampeloprasum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Clostridium cochlearium","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Pseudomonas mesoacidophila",NA,NA,NA,NA,NA,NA,NA,NA
"Meiothermus ruber","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae",NA,NA,NA
"Burkholderia thailandensis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Moraxella catarrhalis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Trichormus azollae",NA,NA,NA,NA,NA,NA,NA,NA
"Senna obtusifolia","Plantae",NA,"Magnoliopsida","Fabales","Fabaceae",NA,NA,NA
"Chlorella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Drosophila simulans","Animalia",NA,NA,NA,NA,NA,NA,NA
"Euglena longa",NA,NA,NA,NA,NA,NA,NA,NA
"Scaptodrosophila lebanonensis",NA,NA,NA,NA,NA,NA,NA,NA
"Coturnix coturnix","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sporotrichum pulverulentum",NA,NA,NA,NA,NA,NA,NA,NA
"Saimiri sciureus","Animalia","Chordata","Mammalia","Primates",NA,NA,NA,NA
"Leifsonia sp.","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Triticum turgidum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Chlamydomonas moewusii",NA,NA,NA,NA,NA,NA,NA,NA
"Dipodascus capitatus",NA,NA,NA,NA,NA,NA,NA,NA
"Flavobacterium frigidimaris","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Corynebacterium glutamicum R",NA,NA,NA,NA,NA,NA,NA,NA
"Thermomicrobium roseum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Pelophylax perezi","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Thermotoga hypogea","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Thermococcus hydrothermalis","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Marinobacter hydrocarbonoclasticus VT8",NA,NA,NA,NA,NA,NA,NA,NA
"Thermophilic bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Nocardia fusca AKU 2123",NA,NA,NA,NA,NA,NA,NA,NA
"Coturnix japonica","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Cynomys ludovicianus","Animalia","Chordata","Mammalia","Rodentia",NA,NA,NA,NA
"Eidolon helvum","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Ceratitis capitata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Ambrosiozyma monospora",NA,NA,NA,NA,NA,NA,NA,NA
"Erwinia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Candida arabinofermentans",NA,NA,NA,NA,NA,NA,NA,NA
"Caloglossa continua",NA,NA,NA,NA,NA,NA,NA,NA
"Euonymus japonicus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Burkholderia cenocepacia J2315",NA,NA,NA,NA,NA,NA,NA,NA
"Phoma herbarum","Fungi",NA,NA,NA,NA,NA,NA,NA
"Sphingomonas elodea",NA,NA,NA,NA,NA,NA,NA,NA
"Arthrobacter histidinolovorans","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Staphylococcus epidermidis RP62A",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas putida KT2440",NA,NA,NA,NA,NA,NA,NA,NA
"Paracoccus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Acipenser baerii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Acipenser ruthenus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Coregonus autumnalis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Coregonus sardinella","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Misgurnus fossilis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Babesia bovis",NA,NA,NA,NA,NA,NA,NA,NA
"Sphyraena ensis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphyraena barracuda","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Epidalea calamita","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphyraena helleri","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphyraena lucasana","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphyraena idiastes","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sphyraena argentea","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Clupea harengus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Taenia asiatica",NA,NA,NA,NA,NA,NA,NA,NA
"Saduria entomon","Animalia",NA,NA,NA,NA,NA,NA,NA
"Hoplodactylus maculatus",NA,NA,NA,NA,NA,NA,NA,NA
"Oligosoma nigriplantare polychroma",NA,NA,NA,NA,NA,NA,NA,NA
"Woodworthia chrysosireticus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Oligosoma zelandicum",NA,NA,NA,NA,NA,NA,NA,NA
"Cyclodina macgregori",NA,NA,NA,NA,NA,NA,NA,NA
"Aggregatibacter actinomycetemcomitans","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Molinema dessetae",NA,NA,NA,NA,NA,NA,NA,NA
"Capsella bursa-pastoris","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Haliotis cracherodii","Animalia",NA,NA,NA,NA,NA,NA,NA
"Leuconostoc mesenteroides subsp. cremoris",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus jensenii","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA
"Leuconostoc mesenteroides subsp. mesenteroides",NA,NA,NA,NA,NA,NA,NA,NA
"Methylobacterium rhodesianum","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Mytilus californianus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Mytilus trossulus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Echinococcus granulosus",NA,NA,NA,NA,NA,NA,NA,NA
"Clonorchis sinensis","Animalia",NA,NA,NA,NA,NA,NA,NA
"Trichomonas gallinae",NA,NA,NA,NA,NA,NA,NA,NA
"Moritella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Geophagus brasiliensis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA
"Hoplias malabaricus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Macromonas bipunctata","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Syntrophobacter fumaroxidans","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Digitaria sanguinalis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Megathyrsus maximus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Eriochloa borumensis",NA,NA,NA,NA,NA,NA,NA,NA
"Glossina morsitans",NA,NA,NA,NA,NA,NA,NA,NA
"Cenchrus purpureus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Haloxylon persicum",NA,NA,NA,NA,NA,NA,NA,NA
"Flaveria floridana","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Mangifera indica","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Egeria densa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Colwellia maris","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Astyanax scabripinnis","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Gryllus firmus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Pinus spp.","Plantae",NA,NA,NA,NA,NA,NA,NA
"Desulfobacter vibrioformis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Phormidium laminosum","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Thermoleophilum minutum","Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA
"Caldococcus noboribetus",NA,NA,NA,NA,NA,NA,NA,NA
"Avena fatua","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Schwanniomyces occidentalis",NA,NA,NA,NA,NA,NA,NA,NA
"Koliella antarctica",NA,NA,NA,NA,NA,NA,NA,NA
"Coriandrum sativum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Ictalurus punctatus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Eggerthella lenta","Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA
"Streptomyces exfoliatus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Montipora capitata","Animalia",NA,NA,NA,NA,NA,NA,NA
"Tetraselmis subcordiformis",NA,NA,NA,NA,NA,NA,NA,NA
"Leuconostoc pseudomesenteroides","Bacteria","Firmicutes","Bacilli","Lactobacillales",NA,NA,NA,NA
"Moniezia expansa",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus sibiricus","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Pyrococcus horikoshii OT3",NA,NA,NA,NA,NA,NA,NA,NA
"Thermus thermophilus HB27",NA,NA,NA,NA,NA,NA,NA,NA
"Populus gelrica",NA,NA,NA,NA,NA,NA,NA,NA
"Methylobacterium extorquens AM1",NA,NA,NA,NA,NA,NA,NA,NA
"Hyphomicrobium methylovorum GM2",NA,NA,NA,NA,NA,NA,NA,NA
"Shewanella benthica","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Thauera sp.","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Brassica napus subsp. rapifera",NA,NA,NA,NA,NA,NA,NA,NA
"Thermococcus kodakarensis KOD1",NA,NA,NA,NA,NA,NA,NA,NA
"Pseudomonas sp. P2",NA,NA,NA,NA,NA,NA,NA,NA
"Rhizobium sp. YS-240",NA,NA,NA,NA,NA,NA,NA,NA
"Xanthomonas translucens","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Agrobacterium sp. 525a",NA,NA,NA,NA,NA,NA,NA,NA
"Micrococcus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Gluconobacter cerinus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter",NA,NA
"Filobasidium uniguttulatum",NA,NA,NA,NA,NA,NA,NA,NA
"Halococcus saccharolyticus","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Bemisia argentifolii",NA,NA,NA,NA,NA,NA,NA,NA
"Ectocarpus siliculosus",NA,NA,NA,NA,NA,NA,NA,NA
"Agaricus campestris",NA,NA,NA,NA,NA,NA,NA,NA
"Cladosporium herbarum","Fungi",NA,NA,NA,NA,NA,NA,NA
"Fusarium graminearum",NA,NA,NA,NA,NA,NA,NA,NA
"Diplodia viticola Desm.",NA,NA,NA,NA,NA,NA,NA,NA
"Lactobacillus intermedius",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium scindens","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Clostridium sardiniense","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Fusarium merismoides",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium leptum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Ocimum basilicum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Carpoglyphus lactis",NA,NA,NA,NA,NA,NA,NA,NA
"Cymbopogon flexuosus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Methanobacterium palustre","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Pichia kudriavzevii",NA,NA,NA,NA,NA,NA,NA,NA
"Panicum virgatum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Aralia cordata","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Pinus thunbergii","Plantae",NA,NA,NA,NA,NA,NA,NA
"Forsythia suspensa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Lavandula x intermedia","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Collinsella aerofaciens","Bacteria","Actinobacteria",NA,NA,NA,NA,NA,NA
"Clostridium limosum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Blautia producta","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Pseudomonas syringae pv. tomato",NA,NA,NA,NA,NA,NA,NA,NA
"Withania coagulans",NA,NA,NA,NA,NA,NA,NA,NA
"Acetobacter ascendens",NA,NA,NA,NA,NA,NA,NA,NA
"Brevibacterium ketosoreductum","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pseudotsuga menziesii","Plantae",NA,NA,NA,NA,NA,NA,NA
"Striga hermonthica","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Torulaspora delbrueckii",NA,NA,NA,NA,NA,NA,NA,NA
"Sinningia cardinalis","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Solanum dulcamara","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae","Solanum",NA,NA
"Brugmansia x candida","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Wickerhamia fluorescens",NA,NA,NA,NA,NA,NA,NA,NA
"Ilyonectria radicicola",NA,NA,NA,NA,NA,NA,NA,NA
"Phascolarctos cinereus","Animalia","Chordata","Mammalia",NA,NA,NA,NA,NA
"Plectranthus barbatus","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Larix sibirica","Plantae",NA,NA,NA,NA,NA,NA,NA
"Enterococcus avium","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA,NA
"Candida mogii","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,"Candida",NA,NA
"Cupriavidus pinatubonensis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Streptomyces viridochromogenes","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Pimpinella anisum","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Tanacetum vulgare","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Nepeta racemosa","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Zingiber zerumbet","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Arthroderma benhamiae",NA,NA,NA,NA,NA,NA,NA,NA
"Methanothermus fervidus","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Lactobacillus paracasei","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,NA
"Thermacetogenium phaeum","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae",NA,NA,NA
"Desulfococcus oleovorans",NA,NA,NA,NA,NA,NA,NA,NA
"uncultured archaeon",NA,NA,NA,NA,NA,NA,NA,NA
"Ignisphaera aggregans","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae",NA,NA,NA
"Hydrogenobaculum sp.","Bacteria",NA,NA,NA,NA,NA,NA,NA
"Actinomadura kijaniata","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Ips pini","Animalia",NA,NA,NA,NA,NA,NA,NA
"Hyphomicrobium denitrificans","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA,NA
"Methylophaga aminisulfidivorans","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Penicillium amagasakiense",NA,NA,NA,NA,NA,NA,NA,NA
"Malassezia sympodialis",NA,NA,NA,NA,NA,NA,NA,NA
"Mazzaella flaccida",NA,NA,NA,NA,NA,NA,NA,NA
"Nocardia erythropolis",NA,NA,NA,NA,NA,NA,NA,NA
"gamma proteobacterium Y-134",NA,NA,NA,NA,NA,NA,NA,NA
"Chromobacterium sp. DS-1",NA,NA,NA,NA,NA,NA,NA,NA
"Chromobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Mycobacterium neoaurum","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Streptomyces virginiae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Bordetella sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Chrysomela populi",NA,NA,NA,NA,NA,NA,NA,NA
"Chrysomela tremula",NA,NA,NA,NA,NA,NA,NA,NA
"Phratora vitellinae",NA,NA,NA,NA,NA,NA,NA,NA
"Paenibacillus sp. AIU 311",NA,NA,NA,NA,NA,NA,NA,NA
"Fusarium acuminatum",NA,NA,NA,NA,NA,NA,NA,NA
"Lyophyllum shimeji",NA,NA,NA,NA,NA,NA,NA,NA
"Phlebiopsis gigantea",NA,NA,NA,NA,NA,NA,NA,NA
"Daedaleopsis styracina",NA,NA,NA,NA,NA,NA,NA,NA
"Tricholoma matsutake",NA,NA,NA,NA,NA,NA,NA,NA
"Gloeophyllum sepiarium",NA,NA,NA,NA,NA,NA,NA,NA
"Peniophora sp.","Fungi",NA,NA,NA,NA,NA,NA,NA
"Trametes sanguinea",NA,NA,NA,NA,NA,NA,NA,NA
"Fungi","Fungi",NA,NA,NA,NA,NA,NA,NA
"Pichia sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Candida methanosorbosa",NA,NA,NA,NA,NA,NA,NA,NA
"Pediococcus sp.","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Pediococcus",NA,NA
"Mesostigma viride",NA,NA,NA,NA,NA,NA,NA,NA
"Geotrichum candidum",NA,NA,NA,NA,NA,NA,NA,NA
"Spodoptera littoralis",NA,NA,NA,NA,NA,NA,NA,NA
"Cylindrocarpon didymum",NA,NA,NA,NA,NA,NA,NA,NA
"Candida cloacae",NA,NA,NA,NA,NA,NA,NA,NA
"unidentified soil bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Arion ater","Animalia",NA,NA,NA,NA,NA,NA,NA
"Limax flavus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Acidothermus cellulolyticus","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Alternaria solani",NA,NA,NA,NA,NA,NA,NA,NA
"Methylovorus sp.","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Sorangium cellulosum","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Gluconobacter sp.","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter",NA,NA
"Acidomonas methanolica","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA,NA
"Gluconobacter frateurii","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter",NA,NA
"Glomerella cingulata",NA,NA,NA,NA,NA,NA,NA,NA
"Methanosarcina mazei Gö1",NA,NA,NA,NA,NA,NA,NA,NA
"Methanofollis liminatans","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Methanoculleus thermophilus","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Paraconiothyrium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Sarocladium strictum",NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces wedmorensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Trametes pubescens",NA,NA,NA,NA,NA,NA,NA,NA
"Chaetomium atrobrunneum",NA,NA,NA,NA,NA,NA,NA,NA
"Stachybotrys bisbyi",NA,NA,NA,NA,NA,NA,NA,NA
"Myceliophthora fergusii",NA,NA,NA,NA,NA,NA,NA,NA
"Thielavia terrestris",NA,NA,NA,NA,NA,NA,NA,NA
"Chaetomium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Hypoxylon haematostroma",NA,NA,NA,NA,NA,NA,NA,NA
"Dichomera saubinetii",NA,NA,NA,NA,NA,NA,NA,NA
"Myriococcum thermophilum",NA,NA,NA,NA,NA,NA,NA,NA
"Monilia sitophila",NA,NA,NA,NA,NA,NA,NA,NA
"Irpex lacteus",NA,NA,NA,NA,NA,NA,NA,NA
"Coniophora puteana",NA,NA,NA,NA,NA,NA,NA,NA
"Trametes cinnabarina",NA,NA,NA,NA,NA,NA,NA,NA
"Sphingopyxis terrae","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Ensifer sp.","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Agaricus xanthodermus",NA,NA,NA,NA,NA,NA,NA,NA
"Chlorophyllum rhacodes",NA,NA,NA,NA,NA,NA,NA,NA
"Clostridium carboxidivorans","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Paracoccus sp. 12-A",NA,NA,NA,NA,NA,NA,NA,NA
"Ancylobacter aquaticus","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Gottschalkia acidurici",NA,NA,NA,NA,NA,NA,NA,NA
"Candida methylica",NA,NA,NA,NA,NA,NA,NA,NA
"Kloeckera sp.","Fungi",NA,"Saccharomycetes","Saccharomycetales",NA,NA,NA,NA
"methylotrophic bacterium",NA,NA,NA,NA,NA,NA,NA,NA
"Candida methanolica",NA,NA,NA,NA,NA,NA,NA,NA
"Methylobacterium sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Ctenopharyngodon idella","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Acanthopagrus schlegelii","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Zoysia tenuifolia","Plantae",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"Acinetobacter sp. HBS-2",NA,NA,NA,NA,NA,NA,NA,NA
"Amycolatopsis mediterranei U32",NA,NA,NA,NA,NA,NA,NA,NA
"Huso huso","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Sardina pilchardus","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Dissostichus mawsoni","Animalia","Chordata",NA,NA,NA,NA,NA,NA
"Streptomyces arenae","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
"Lumbricus rubellus","Animalia",NA,NA,NA,NA,NA,NA,NA
"Ctenocephalides felis",NA,NA,NA,NA,NA,NA,NA,NA
"Lucilia cuprina",NA,NA,NA,NA,NA,NA,NA,NA
"Mycobacterium marinum","Bacteria","Actinobacteria",NA,"Actinomycetales","Mycobacteriaceae","Mycobacterium",NA,NA
"Achromobacter eurydice",NA,NA,NA,NA,NA,NA,NA,NA
"Marinobacter hydrocarbonoclasticus","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Burkholderia stabilis","Bacteria","Proteobacteria",NA,NA,NA,NA,NA,NA
"Neptuniibacter caesariensis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Nicotiana plumbaginifolia","Plantae",NA,"Magnoliopsida","Solanales","Solanaceae",NA,NA,NA
"Methylomonas sp. J",NA,NA,NA,NA,NA,NA,NA,NA
"Oligotropha carboxidovorans","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA,NA
"Pseudomonas carboxydohydrogena","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Streptomyces moderatus",NA,NA,NA,NA,NA,NA,NA,NA
"Methylobacillus sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Costus pictus",NA,NA,NA,NA,NA,NA,NA,NA
"Sphingomonas wittichii","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Thermococcus guaymasensis","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus",NA,NA
"Methanothermobacter wolfeii","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Clostridium formicaceticum","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA,NA
"Methanobrevibacter ruminantium","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Shewanella frigidimarina","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Xanthomonas oryzae","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Azomonas insignis","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,NA
"Methanohalophilus mahii","Archaea","Euryarchaeota",NA,NA,NA,NA,NA,NA
"Canis sp.",NA,NA,NA,NA,NA,NA,NA,NA
"Macaca fuscata fuscata","Animalia","Chordata","Mammalia","Primates",NA,NA,NA,NA
"Novosphingobium aromaticivorans","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA,NA
"Yersinia bercovieri","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,NA
"Gloeobacter violaceus",NA,NA,NA,NA,NA,NA,NA,NA
"Actinoplanes missouriensis","Bacteria","Actinobacteria",NA,"Actinomycetales",NA,NA,NA,NA
