,EC_number,bigg.metabolite,KM_Value,growth condition,concentration,saturation,met:EC,elasticity,bigg.reaction
1158,4.2.1.3,acon_c,0.0304630924235,Sorbitol,0.016,0.344359343416,acon_c:4.2.1.3,0.655640656584,aconta
1159,2.1.1.144,cit,17.8745629317,Sorbitol,0.427,0.0233313406944,cit:2.1.1.144,0.976668659306,aconmt
1160,4.1.3.6,cit,0.16,Sorbitol,0.427,0.727427597956,cit:4.1.3.6,0.272572402044,citl
1161,4.2.1.3,cit,3.5721142199,Sorbitol,0.427,0.106773644492,cit:4.2.1.3,0.893226355508,aconta
1162,2.2.1.1,s7p,4.0,Sorbitol,0.106,0.0258158792012,s7p:2.2.1.1,0.974184120799,tkt1
1163,2.2.1.2,s7p,0.285,Sorbitol,0.106,0.271099744246,s7p:2.2.1.2,0.728900255754,tala
1164,5.3.1.28,s7p,0.9,Sorbitol,0.106,0.105367793241,s7p:5.3.1.28,0.894632206759,s7pi
1165,2.2.1.1,xu5p__d,0.16,Sorbitol,0.085,0.34693877551,xu5p__d:2.2.1.1,0.65306122449,tkt1
1166,2.4.2.1,r1p,0.048579831206,Sorbitol,0.003,0.0581622686592,r1p:2.4.2.1,0.941837731341,punp1
1167,5.4.2.7,r1p,0.043,Sorbitol,0.003,0.0652173913043,r1p:5.4.2.7,0.934782608696,ppm2
1168,2.5.1.19,pep,0.073875129779,Sorbitol,0.063,0.460273536191,pep:2.5.1.19,0.539726463809,pscvt
1169,2.5.1.54,pep,0.0492359384718,Sorbitol,0.063,0.561317532136,pep:2.5.1.54,0.438682467864,ddpa
1170,2.5.1.55,pep,0.00556178721376,Sorbitol,0.063,0.918879197294,pep:2.5.1.55,0.0811208027063,kdops
1171,2.5.1.7,pep,0.00560062668188,Sorbitol,0.063,0.91835895745,pep:2.5.1.7,0.0816410425498,uagcvt
1172,4.1.1.31,pep,0.6,Sorbitol,0.063,0.0950226244344,pep:4.1.1.31,0.904977375566,ppc
1173,4.1.1.49,pep,0.360020574368,Sorbitol,0.063,0.148928926434,pep:4.1.1.49,0.851071073566,ppck
1174,2.7.1.107,adp,1.0,Sorbitol,0.776,0.436936936937,adp:2.7.1.107,0.563063063063,dagk160
1175,2.7.4.3,adp,0.09,Sorbitol,0.776,0.896073903002,adp:2.7.4.3,0.103926096998,adk1
1176,3.1.3.5,adp,0.745120795576,Sorbitol,0.776,0.510150148665,adp:3.1.3.5,0.489849851335,ntd10
1177,3.1.4.16,adp,0.19,Sorbitol,0.776,0.8033126294,adp:3.1.4.16,0.1966873706,23pde2pp
1178,3.6.3.14,adp,0.1,Sorbitol,0.776,0.885844748858,adp:3.6.3.14,0.114155251142,atps4rpp
1179,4.1.1.49,adp,0.05,Sorbitol,0.776,0.939467312349,adp:4.1.1.49,0.0605326876513,ppck
1180,2.7.1.107,gtp,8.7,Sorbitol,1.201,0.121300878699,gtp:2.7.1.107,0.878699121301,dagk160
1181,2.7.1.11,gtp,4.3,Sorbitol,1.201,0.218323941102,gtp:2.7.1.11,0.781676058898,pfk
1182,2.7.4.25,gtp,0.64,Sorbitol,1.201,0.652362846279,gtp:2.7.4.25,0.347637153721,cytk1
1183,3.1.5.1,gtp,0.15,Sorbitol,1.201,0.888971132494,gtp:3.1.5.1,0.111028867506,ntptp1
1184,3.5.4.25,gtp,0.329180704061,Sorbitol,1.201,0.784874620895,gtp:3.5.4.25,0.215125379105,gtpcii2
1185,3.6.1.19,gtp,1.0,Sorbitol,1.201,0.545661063153,gtp:3.6.1.19,0.454338936847,ntpp1
1186,3.6.5.6,gtp,0.042,Sorbitol,1.201,0.96621078037,gtp:3.6.5.6,0.0337892196299,ntp3
1187,6.3.4.4,gtp,0.0258542191565,Sorbitol,1.201,0.978926412973,gtp:6.3.4.4,0.0210735870267,adss
1188,2.7.1.33,pnto__r,0.0368854504518,Sorbitol,0.023,0.384066577549,pnto__r:2.7.1.33,0.615933422451,pntk
1189,3.1.3.11,fdp,0.00888426829289,Sorbitol,1.485,0.994052907256,fdp:3.1.3.11,0.00594709274437,fbp
1190,3.1.3.7,fdp,1.17,Sorbitol,1.485,0.559322033898,fdp:3.1.3.7,0.440677966102,bpnt
1191,4.1.2.13,fdp,0.174713559467,Sorbitol,1.485,0.894732703441,fdp:4.1.2.13,0.105267296559,fba
1192,3.6.1.19,gdp,0.35,Sorbitol,0.588,0.626865671642,gdp:3.6.1.19,0.373134328358,ntpp1
1193,4.1.3.1,succ,0.59,Sorbitol,0.471,0.443920829406,succ:4.1.3.1,0.556079170594,icl
1194,6.2.1.5,succ,0.25,Sorbitol,0.471,0.653259361997,succ:6.2.1.5,0.346740638003,sucoas
1195,4.2.1.2,fum,0.454231562374,Sorbitol,0.264,0.367569477353,fum:4.2.1.2,0.632430522647,fum
1196,5.3.1.13,ru5p__d,0.361073775132,Sorbitol,0.204,0.36101480723,ru5p__d:5.3.1.13,0.63898519277,a5piso
1197,1.1.1.140,f6p,0.568,Fructose,0.359,0.387270765912,f6p:1.1.1.140,0.612729234088,sbtpd
1198,2.2.1.1,f6p,1.1,Fructose,0.359,0.246058944483,f6p:2.2.1.1,0.753941055517,tkt1
1199,2.2.1.2,f6p,1.15336908402,Fructose,0.359,0.237375918216,f6p:2.2.1.2,0.762624081784,tala
1200,2.6.1.16,f6p,0.608829444704,Fructose,0.359,0.370933124596,f6p:2.6.1.16,0.629066875404,gf6pta
1201,2.7.1.11,f6p,0.0407616378371,Fructose,0.359,0.898035143998,f6p:2.7.1.11,0.101964856002,pfk
1202,3.5.99.6,f6p,1.7,Fructose,0.359,0.17435648373,f6p:3.5.99.6,0.82564351627,g6pda
1203,5.3.1.8,f6p,0.15,Fructose,0.359,0.705304518664,f6p:5.3.1.8,0.294695481336,man6pi
1204,5.3.1.9,f6p,0.171464281995,Fructose,0.359,0.676765641317,f6p:5.3.1.9,0.323234358683,pgi
1205,1.1.1.205,imp,0.0217548542475,Fructose,1.809,0.988117003106,imp:1.1.1.205,0.0118829968944,impd
1206,3.1.3.5,imp,0.66,Fructose,1.809,0.732685297691,imp:3.1.3.5,0.267314702309,ntd10
1207,6.3.4.4,imp,0.0347218297492,Fructose,1.809,0.981167533416,imp:6.3.4.4,0.0188324665842,adss
1208,1.1.1.290,akg,0.093,Fructose,0.344,0.787185354691,akg:1.1.1.290,0.212814645309,perd
1209,1.1.1.95,akg,0.0607947366143,Fructose,0.344,0.849813421185,akg:1.1.1.95,0.150186578815,pgcd
1210,1.14.11.17,akg,0.0158655010498,Fructose,0.344,0.955912692371,akg:1.14.11.17,0.0440873076288,taudo
1211,1.4.1.13,akg,0.0374939158528,Fructose,0.344,0.901718181353,akg:1.4.1.13,0.0982818186471,glusy
1212,1.4.1.4,akg,3.55791610907,Fructose,0.344,0.0881618134229,akg:1.4.1.4,0.911838186577,gludy
1213,2.2.1.9,akg,1.5,Fructose,0.344,0.186550976139,akg:2.2.1.9,0.813449023861,sephchcs
1214,2.6.1.1,akg,0.215827708975,Fructose,0.344,0.614474765156,akg:2.6.1.1,0.385525234844,aspta
1215,2.6.1.11,akg,2.5,Fructose,0.344,0.120956399437,akg:2.6.1.11,0.879043600563,acota
1216,2.6.1.19,akg,1.07,Fructose,0.344,0.243281471004,akg:2.6.1.19,0.756718528996,abta
1217,2.6.1.29,akg,0.88,Fructose,0.344,0.281045751634,akg:2.6.1.29,0.718954248366,spmdat2
1218,2.6.1.42,akg,1.02088376734,Fructose,0.344,0.252036113427,akg:2.6.1.42,0.747963886573,ileta
1219,2.6.1.82,akg,19.0,Fructose,0.344,0.0177832919768,akg:2.6.1.82,0.982216708023,ptrcta
1220,1.1.1.37,mal__l,2.6,Fructose,1.966,0.430573806395,mal__l:1.1.1.37,0.569426193605,mdh
1221,1.1.1.40,mal__l,3.41,Fructose,1.966,0.365699404762,mal__l:1.1.1.40,0.634300595238,me2
1222,4.2.1.2,mal__l,0.272864188864,Fructose,1.966,0.878123831619,mal__l:4.2.1.2,0.121876168381,fum
1223,1.1.1.44,6pgc,0.093,Fructose,0.11,0.541871921182,6pgc:1.1.1.44,0.458128078818,gnd
1224,1.1.1.49,g6p,0.185688522541,Fructose,0.352,0.654654107803,g6p:1.1.1.49,0.345345892197,g6pdh2r
1225,2.4.1.15,g6p,5.26782687643,Fructose,0.352,0.0626353814344,g6p:2.4.1.15,0.937364618566,tre6ps
1226,2.6.1.16,g6p,16.0,Fructose,0.352,0.0215264187867,g6p:2.6.1.16,0.978473581213,gf6pta
1227,5.3.1.9,g6p,0.28,Fructose,0.352,0.556962025316,g6p:5.3.1.9,0.443037974684,pgi
1228,1.1.1.94,dhap,0.17,Fructose,0.97,0.850877192982,dhap:1.1.1.94,0.149122807018,g3pd2
1229,4.1.2.17,dhap,54.7,Fructose,0.97,0.0174241063409,dhap:4.1.2.17,0.982575893659,fclpa
1230,4.1.2.19,dhap,0.711378660898,Fructose,0.97,0.576907523902,dhap:4.1.2.19,0.423092476098,rmpa
1231,4.2.3.3,dhap,0.501816593132,Fructose,0.97,0.659049506933,dhap:4.2.3.3,0.340950493067,mgsa
1232,1.1.1.94,glyc3p,0.21,Fructose,0.351,0.625668449198,glyc3p:1.1.1.94,0.374331550802,g3pd2
1233,2.3.1.15,glyc3p,0.391158559217,Fructose,0.351,0.472944757749,glyc3p:2.3.1.15,0.527055242251,g3pat120
1234,2.7.8.5,glyc3p,0.32,Fructose,0.351,0.523099850969,glyc3p:2.7.8.5,0.476900149031,pgsa120
1235,3.1.3.21,glyc3p,2.9,Fructose,0.351,0.107966779452,glyc3p:3.1.3.21,0.892033220548,g3pt
1236,1.17.4.1,atp,0.07,Fructose,1.294,0.948680351906,atp:1.17.4.1,0.0513196480938,rndr1
1237,2.1.2.2,atp,0.0774,Fructose,1.294,0.943561324194,atp:2.1.2.2,0.0564386758057,garft
1238,2.5.1.6,atp,0.0778395786217,Fructose,1.294,0.943258978794,atp:2.5.1.6,0.0567410212059,metat
1239,2.7.1.107,atp,1.07364350264,Fructose,1.294,0.546534982381,atp:2.7.1.107,0.453465017619,dagk160
1240,2.7.1.11,atp,0.0508000513259,Fructose,1.294,0.962224829427,atp:2.7.1.11,0.0377751705734,pfk
1241,2.7.1.12,atp,0.0743975806058,Fructose,1.294,0.945631604688,atp:2.7.1.12,0.0543683953116,gnk
1242,2.7.1.148,atp,0.02,Fructose,1.294,0.984779299848,atp:2.7.1.148,0.0152207001522,cdpmek
1243,2.7.1.16,atp,0.153845688374,Fructose,1.294,0.893741653817,atp:2.7.1.16,0.106258346183,rbk_l1
1244,2.7.1.2,atp,1.37113092008,Fructose,1.294,0.485529618921,atp:2.7.1.2,0.514470381079,hex1
1245,2.7.1.23,atp,0.758287544405,Fructose,1.294,0.630515935025,atp:2.7.1.23,0.369484064975,nadk
1246,2.7.1.25,atp,0.01,Fructose,1.294,0.992331288344,atp:2.7.1.25,0.00766871165644,adsk
1247,2.7.1.30,atp,0.0078,Fructose,1.294,0.994008296205,atp:2.7.1.30,0.00599170379475,glyk
1248,2.7.1.33,atp,0.21607868937,Fructose,1.294,0.856908987001,atp:2.7.1.33,0.143091012999,pntk
1249,2.7.1.39,atp,0.406201920232,Fructose,1.294,0.761086071367,atp:2.7.1.39,0.238913928633,hsk
1250,2.7.1.49,atp,0.1431,Fructose,1.294,0.900424465938,atp:2.7.1.49,0.0995755340617,hmpk1
1251,2.7.1.56,atp,0.293179441776,Fructose,1.294,0.815282737377,atp:2.7.1.56,0.184717262623,fruk
1252,2.7.1.59,atp,0.0112249721603,Fructose,1.294,0.991399971346,atp:2.7.1.59,0.00860002865387,acgamk
1253,2.7.1.6,atp,2.36643191324,Fructose,1.294,0.353510195155,atp:2.7.1.6,0.646489804845,galkr
1254,2.7.1.71,atp,0.16,Fructose,1.294,0.889958734525,atp:2.7.1.71,0.110041265475,shkk
1255,2.7.1.73,atp,0.601747455333,Fructose,1.294,0.68258037027,atp:2.7.1.73,0.31741962973,gsnk
1256,2.7.2.11,atp,0.736806299728,Fructose,1.294,0.637185338736,atp:2.7.2.11,0.362814661264,glu5k
1257,2.7.2.4,atp,1.60078067845,Fructose,1.294,0.447011412517,atp:2.7.2.4,0.552988587483,aspk
1258,2.7.2.8,atp,0.683277145225,Fructose,1.294,0.654435319361,atp:2.7.2.8,0.345564680639,acgk
1259,2.7.4.16,atp,0.27,Fructose,1.294,0.8273657289,atp:2.7.4.16,0.1726342711,tmpk
1260,2.7.4.25,atp,0.038,Fructose,1.294,0.971471471471,atp:2.7.4.25,0.0285285285285,cytk1
1261,2.7.4.3,atp,0.0850220126159,Fructose,1.294,0.938346152681,atp:2.7.4.3,0.0616538473194,adk1
1262,2.7.4.7,atp,0.193,Fructose,1.294,0.870208473436,atp:2.7.4.7,0.129791526564,pmpk
1263,2.7.4.9,atp,0.219089023002,Fructose,1.294,0.855204142207,atp:2.7.4.9,0.144795857793,dtmpk
1264,2.7.6.1,atp,0.023,Fructose,1.294,0.982536066819,atp:2.7.6.1,0.0174639331815,prpps
1265,2.7.6.3,atp,0.0156390540219,Fructose,1.294,0.988058500566,atp:2.7.6.3,0.0119414994336,hppk2
1266,2.7.7.18,atp,0.0291547594742,Fructose,1.294,0.977965722252,atp:2.7.7.18,0.0220342777483,nmnat
1267,2.7.7.27,atp,0.628689062868,Fructose,1.294,0.673015738733,atp:2.7.7.27,0.326984261267,glgc
1268,2.7.7.3,atp,0.22,Fructose,1.294,0.854689564069,atp:2.7.7.3,0.145310435931,ptpati
1269,2.7.7.58,atp,1.12,Fructose,1.294,0.53603976802,atp:2.7.7.58,0.46396023198,dhbs
1270,2.7.7.63,atp,0.00547905101272,Fructose,1.294,0.995783655759,atp:2.7.7.63,0.00421634424076,lipatpt
1271,2.7.9.2,atp,0.028,Fructose,1.294,0.978819969743,atp:2.7.9.2,0.0211800302572,pps
1272,2.7.9.3,atp,1.03923048454,Fructose,1.294,0.554595874078,atp:2.7.9.3,0.445404125922,selnps
1273,3.1.3.5,atp,0.377182051535,Fructose,1.294,0.774302236439,atp:3.1.3.5,0.225697763561,ntd10
1274,3.1.4.16,atp,0.18,Fructose,1.294,0.877883310719,atp:3.1.4.16,0.122116689281,23pde2pp
1275,3.6.3.14,atp,0.116000843096,Fructose,1.294,0.917729947706,atp:3.6.3.14,0.0822700522941,atps4rpp
1276,3.6.3.16,atp,0.161156826931,Fructose,1.294,0.889251231243,atp:3.6.3.16,0.110748768757,aso3t8pp
1277,3.6.3.19,atp,0.148398113196,Fructose,1.294,0.897117091434,atp:3.6.3.19,0.102882908566,maltabcpp
1278,3.6.3.27,atp,0.0239,Fructose,1.294,0.981865088398,atp:3.6.3.27,0.0181349116018,piuabcpp
1279,3.6.3.31,atp,0.356914284197,Fructose,1.294,0.783808107051,atp:3.6.3.31,0.216191892949,ptrcabcpp
1280,3.6.3.33,atp,0.0638827050147,Fructose,1.294,0.952954180226,atp:3.6.3.33,0.0470458197743,cbl1abcpp
1281,3.6.3.5,atp,0.0139642400438,Fructose,1.294,0.989323683617,atp:3.6.3.5,0.0106763163826,zn2abcpp
1282,3.6.3.54,atp,0.5,Fructose,1.294,0.721293199554,atp:3.6.3.54,0.278706800446,cu1abcpp
1283,4.1.1.49,atp,0.06,Fructose,1.294,0.955686853767,atp:4.1.1.49,0.0443131462334,ppck
1284,4.6.1.1,atp,0.348568501159,Fructose,1.294,0.787790584738,atp:4.6.1.1,0.212209415262,adncyc
1285,6.1.1.1,atp,0.5,Fructose,1.294,0.721293199554,atp:6.1.1.1,0.278706800446,tyrtrs
1286,6.1.1.10,atp,1.21224726372,Fructose,1.294,0.51630979063,atp:6.1.1.10,0.48369020937,mettrs
1287,6.1.1.11,atp,6.8e-05,Fructose,1.294,0.99994745253,atp:6.1.1.11,5.25474704575e-05,sertrs
1288,6.1.1.14,atp,0.0286513950266,Fructose,1.294,0.978337908889,atp:6.1.1.14,0.0216620911106,glytrs
1289,6.1.1.15,atp,0.6,Fructose,1.294,0.683210137276,atp:6.1.1.15,0.316789862724,protrs
1290,6.1.1.16,atp,0.266638881743,Fructose,1.294,0.829147610724,atp:6.1.1.16,0.170852389276,cystrs
1291,6.1.1.18,atp,0.583589913459,Fructose,1.294,0.689181375935,atp:6.1.1.18,0.310818624065,glntrs
1292,6.1.1.19,atp,1.30706525944,Fructose,1.294,0.497488479115,atp:6.1.1.19,0.502511520885,argtrs
1293,6.1.1.2,atp,0.2,Fructose,1.294,0.866131191432,atp:6.1.1.2,0.133868808568,trptrs
1294,6.1.1.20,atp,0.009,Fructose,1.294,0.993092862625,atp:6.1.1.20,0.00690713737529,phetrs
1295,6.1.1.21,atp,0.756919929083,Fructose,1.294,0.630936382084,atp:6.1.1.21,0.369063617916,histrs
1296,6.1.1.22,atp,0.142407347178,Fructose,1.294,0.900858661397,atp:6.1.1.22,0.0991413386027,asntrs
1297,6.1.1.24,atp,0.62,Fructose,1.294,0.676071055381,atp:6.1.1.24,0.323928944619,glutrs
1298,6.1.1.3,atp,0.267,Fructose,1.294,0.828955797566,atp:6.1.1.3,0.171044202434,thrtrs
1299,6.1.1.4,atp,0.263569285988,Fructose,1.294,0.83078166194,atp:6.1.1.4,0.16921833806,leutrs
1300,6.1.1.5,atp,0.0261231549777,Fructose,1.294,0.980211577322,atp:6.1.1.5,0.019788422678,iletrs
1301,6.1.1.6,atp,0.0527188146271,Fructose,1.294,0.96085388126,atp:6.1.1.6,0.0391461187403,lystrs
1302,6.1.1.7,atp,0.088797522488,Fructose,1.294,0.93578414696,atp:6.1.1.7,0.0642158530399,alatrs
1303,6.1.1.9,atp,9.4,Fructose,1.294,0.12100243127,atp:6.1.1.9,0.87899756873,valtrs
1304,6.2.1.20,atp,0.3,Fructose,1.294,0.811794228356,atp:6.2.1.20,0.188205771644,aacps1
1305,6.2.1.26,atp,0.0735,Fructose,1.294,0.946252285192,atp:6.2.1.26,0.053747714808,sucbzl
1306,6.2.1.5,atp,0.0318590646441,Fructose,1.294,0.975971002127,atp:6.2.1.5,0.0240289978729,sucoas
1307,6.3.1.1,atp,0.27,Fructose,1.294,0.8273657289,atp:6.3.1.1,0.1726342711,asns2
1308,6.3.1.2,atp,0.2,Fructose,1.294,0.866131191432,atp:6.3.1.2,0.133868808568,glns
1309,6.3.1.5,atp,0.2,Fructose,1.294,0.866131191432,atp:6.3.1.5,0.133868808568,nads1
1310,6.3.2.1,atp,0.251589867848,Fructose,1.294,0.837220809296,atp:6.3.2.1,0.162779190704,pants
1311,6.3.2.13,atp,0.62,Fructose,1.294,0.676071055381,atp:6.3.2.13,0.323928944619,uaagds
1312,6.3.2.17,atp,0.19455709597,Fructose,1.294,0.86929819723,atp:6.3.2.17,0.13070180277,dhfs
1313,6.3.2.2,atp,0.00283283622172,Fructose,1.294,0.997815573339,atp:6.3.2.2,0.00218442666055,glucys
1314,6.3.2.4,atp,1.4,Fructose,1.294,0.480326651819,atp:6.3.2.4,0.519673348181,alaalar
1315,6.3.2.8,atp,0.162781373341,Fructose,1.294,0.888259572562,atp:6.3.2.8,0.111740427438,uamas
1316,6.3.2.9,atp,0.100349389634,Fructose,1.294,0.928031388416,atp:6.3.2.9,0.0719686115836,uamags
1317,6.3.3.1,atp,0.073,Fructose,1.294,0.946598390636,atp:6.3.3.1,0.0534016093636,prais
1318,6.3.3.3,atp,0.005,Fructose,1.294,0.996150885296,atp:6.3.3.3,0.00384911470362,dbts
1319,6.3.4.18,atp,0.048,Fructose,1.294,0.964232488823,atp:6.3.4.18,0.0357675111773,airc2
1320,6.3.4.2,atp,0.054,Fructose,1.294,0.959940652819,atp:6.3.4.2,0.040059347181,ctps2
1321,6.3.4.21,atp,0.4,Fructose,1.294,0.763872491145,atp:6.3.4.21,0.236127508855,namnpp
1322,6.3.5.2,atp,0.21135106708,Fructose,1.294,0.859600147964,atp:6.3.5.2,0.140399852036,gmps2
1323,6.3.5.4,atp,0.156092561918,Fructose,1.294,0.892356828787,atp:6.3.5.4,0.107643171213,asns1
1324,6.3.5.5,atp,0.103057890319,Fructose,1.294,0.926232197654,atp:6.3.5.5,0.0737678023459,cbps
1325,1.7.1.7,gmp,0.0229782505862,Fructose,0.02,0.465351654086,gmp:1.7.1.7,0.534648345914,gmpr
1326,3.1.3.5,gmp,0.509901951359,Fructose,0.02,0.0377428313836,gmp:3.1.3.5,0.962257168616,ntd10
1327,3.1.3.6,gmp,0.26,Fructose,0.02,0.0714285714286,gmp:3.1.3.6,0.928571428571,3ntd2pp
1328,2.1.1.144,acon_c,34.4673758792,Fructose,0.015,0.000435004828337,acon_c:2.1.1.144,0.999564995172,aconmt
1329,4.2.1.3,acon_c,0.0304630924235,Fructose,0.015,0.329937960671,acon_c:4.2.1.3,0.670062039329,aconta
1330,2.1.1.144,cit,17.8745629317,Fructose,0.734,0.0394442065566,cit:2.1.1.144,0.960555793443,aconmt
1331,4.1.3.6,cit,0.16,Fructose,0.734,0.821029082774,cit:4.1.3.6,0.178970917226,citl
1332,4.2.1.3,cit,3.5721142199,Fructose,0.734,0.170455302047,cit:4.2.1.3,0.829544697953,aconta
1333,2.2.1.1,s7p,4.0,Fructose,0.021,0.0052225814474,s7p:2.2.1.1,0.994777418553,tkt1
1334,2.2.1.2,s7p,0.285,Fructose,0.021,0.0686274509804,s7p:2.2.1.2,0.93137254902,tala
1335,5.3.1.28,s7p,0.9,Fructose,0.021,0.0228013029316,s7p:5.3.1.28,0.977198697068,s7pi
1336,2.2.1.1,xu5p__d,0.16,Fructose,0.035,0.179487179487,xu5p__d:2.2.1.1,0.820512820513,tkt1
1337,2.4.2.1,r1p,0.048579831206,Fructose,0.002,0.0395414526366,r1p:2.4.2.1,0.960458547363,punp1
1338,5.4.2.7,r1p,0.043,Fructose,0.002,0.0444444444444,r1p:5.4.2.7,0.955555555556,ppm2
1339,2.5.1.19,pep,0.073875129779,Fructose,0.084,0.532066070936,pep:2.5.1.19,0.467933929064,pscvt
1340,2.5.1.54,pep,0.0492359384718,Fructose,0.084,0.630460527118,pep:2.5.1.54,0.369539472882,ddpa
1341,2.5.1.55,pep,0.00556178721376,Fructose,0.084,0.937899997457,pep:2.5.1.55,0.0621000025433,kdops
1342,2.5.1.7,pep,0.00560062668188,Fructose,0.084,0.937493442967,pep:2.5.1.7,0.062506557033,uagcvt
1343,4.1.1.31,pep,0.6,Fructose,0.084,0.122807017544,pep:4.1.1.31,0.877192982456,ppc
1344,4.1.1.49,pep,0.360020574368,Fructose,0.084,0.189180422821,pep:4.1.1.49,0.810819577179,ppck
1345,2.7.1.107,adp,1.0,Fructose,0.682,0.405469678954,adp:2.7.1.107,0.594530321046,dagk160
1346,2.7.4.3,adp,0.09,Fructose,0.682,0.883419689119,adp:2.7.4.3,0.116580310881,adk1
1347,3.1.3.5,adp,0.745120795576,Fructose,0.682,0.477885265294,adp:3.1.3.5,0.522114734706,ntd10
1348,3.1.4.16,adp,0.19,Fructose,0.682,0.782110091743,adp:3.1.4.16,0.217889908257,23pde2pp
1349,3.6.3.14,adp,0.1,Fructose,0.682,0.872122762148,adp:3.6.3.14,0.127877237852,atps4rpp
1350,4.1.1.49,adp,0.05,Fructose,0.682,0.931693989071,adp:4.1.1.49,0.068306010929,ppck
1351,2.7.1.107,gtp,8.7,Fructose,1.138,0.115673917463,gtp:2.7.1.107,0.884326082537,dagk160
1352,2.7.1.11,gtp,4.3,Fructose,1.138,0.209268113277,gtp:2.7.1.11,0.790731886723,pfk
1353,2.7.4.25,gtp,0.64,Fructose,1.138,0.640044994376,gtp:2.7.4.25,0.359955005624,cytk1
1354,3.1.5.1,gtp,0.15,Fructose,1.138,0.883540372671,gtp:3.1.5.1,0.116459627329,ntptp1
1355,3.5.4.25,gtp,0.329180704061,Fructose,1.138,0.775637245535,gtp:3.5.4.25,0.224362754465,gtpcii2
1356,3.6.1.19,gtp,1.0,Fructose,1.138,0.532273152479,gtp:3.6.1.19,0.467726847521,ntpp1
1357,3.6.5.6,gtp,0.042,Fructose,1.138,0.964406779661,gtp:3.6.5.6,0.035593220339,ntp3
1358,6.3.4.4,gtp,0.0258542191565,Fructose,1.138,0.977785689366,gtp:6.3.4.4,0.0222143106335,adss
1359,2.7.1.33,pnto__r,0.0368854504518,Fructose,0.024,0.394182843716,pnto__r:2.7.1.33,0.605817156284,pntk
1360,3.1.3.11,fdp,0.00888426829289,Fructose,1.103,0.992009718506,fdp:3.1.3.11,0.00799028149443,fbp
1361,3.1.3.7,fdp,1.17,Fructose,1.103,0.485261768588,fdp:3.1.3.7,0.514738231412,bpnt
1362,4.1.2.13,fdp,0.174713559467,Fructose,1.103,0.863260776899,fdp:4.1.2.13,0.136739223101,fba
1363,3.6.1.19,gdp,0.35,Fructose,0.282,0.446202531646,gdp:3.6.1.19,0.553797468354,ntpp1
1364,4.1.3.1,succ,0.59,Fructose,0.826,0.583333333333,succ:4.1.3.1,0.416666666667,icl
1365,6.2.1.5,succ,0.25,Fructose,0.826,0.767657992565,succ:6.2.1.5,0.232342007435,sucoas
1366,4.2.1.2,fum,0.454231562374,Fructose,0.436,0.489760213441,fum:4.2.1.2,0.510239786559,fum
1367,5.3.1.13,ru5p__d,0.361073775132,Fructose,0.089,0.197745358467,ru5p__d:5.3.1.13,0.802254641533,a5piso
1368,1.1.1.140,f6p,0.568,Succinate,0.6,0.513698630137,f6p:1.1.1.140,0.486301369863,sbtpd
1369,2.2.1.1,f6p,1.1,Succinate,0.6,0.352941176471,f6p:2.2.1.1,0.647058823529,tkt1
1370,2.2.1.2,f6p,1.15336908402,Succinate,0.6,0.342198345727,f6p:2.2.1.2,0.657801654273,tala
1371,2.6.1.16,f6p,0.608829444704,Succinate,0.6,0.49634793612,f6p:2.6.1.16,0.50365206388,gf6pta
1372,2.7.1.11,f6p,0.0407616378371,Succinate,0.6,0.936385645722,f6p:2.7.1.11,0.063614354278,pfk
1373,3.5.99.6,f6p,1.7,Succinate,0.6,0.260869565217,f6p:3.5.99.6,0.739130434783,g6pda
1374,5.3.1.8,f6p,0.15,Succinate,0.6,0.8,f6p:5.3.1.8,0.2,man6pi
1375,5.3.1.9,f6p,0.171464281995,Succinate,0.6,0.777741774964,f6p:5.3.1.9,0.222258225036,pgi
1376,1.1.1.205,imp,0.0217548542475,Succinate,1.824,0.988213573326,imp:1.1.1.205,0.0117864266738,impd
1377,3.1.3.5,imp,0.66,Succinate,1.824,0.734299516908,imp:3.1.3.5,0.265700483092,ntd10
1378,6.3.4.4,imp,0.0347218297492,Succinate,1.824,0.981319512585,imp:6.3.4.4,0.0186804874153,adss
1379,1.1.1.290,akg,0.093,Succinate,0.546,0.854460093897,akg:1.1.1.290,0.145539906103,perd
1380,1.1.1.95,akg,0.0607947366143,Succinate,0.546,0.899810046222,akg:1.1.1.95,0.100189953778,pgcd
1381,1.14.11.17,akg,0.0158655010498,Succinate,0.546,0.971762813306,akg:1.14.11.17,0.0282371866935,taudo
1382,1.4.1.13,akg,0.0374939158528,Succinate,0.546,0.935742404789,akg:1.4.1.13,0.0642575952108,glusy
1383,1.4.1.4,akg,3.55791610907,Succinate,0.546,0.133043655252,akg:1.4.1.4,0.866956344748,gludy
1384,2.2.1.9,akg,1.5,Succinate,0.546,0.266862170088,akg:2.2.1.9,0.733137829912,sephchcs
1385,2.6.1.1,akg,0.215827708975,Succinate,0.546,0.716697481029,akg:2.6.1.1,0.283302518971,aspta
1386,2.6.1.11,akg,2.5,Succinate,0.546,0.179251477347,akg:2.6.1.11,0.820748522653,acota
1387,2.6.1.19,akg,1.07,Succinate,0.546,0.337871287129,akg:2.6.1.19,0.662128712871,abta
1388,2.6.1.29,akg,0.88,Succinate,0.546,0.382889200561,akg:2.6.1.29,0.617110799439,spmdat2
1389,2.6.1.42,akg,1.02088376734,Succinate,0.546,0.348462350163,akg:2.6.1.42,0.651537649837,ileta
