,Commentary,Compound,EC_number,KEGG_ID,KI_Value,LigandID,LigandName,Literature,Mode,Organism,Source,bigg.metabolite,chebiID,bigg.reaction,bigg.subsystem.reaction,bigg.subsystem.metabolite,$| log(\Gamma) |$
4979,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Folate Metabolism,1.38
4980,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,tRNA Charging,1.38
4981,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
4982,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
4983,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Purine and Pyrimidine Biosynthesis,1.38
4984,"competitive against L-serine, noncompetitive against acetyl-CoA",,2.3.1.30,,,72,glycine,486778,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Threonine and Lysine Metabolism,1.38
4985,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Biomass and maintenance functions,1.38
4986,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Cysteine Metabolism,1.38
4987,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Arginine and Proline Metabolism,1.38
4988,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Glycine and Serine Metabolism,1.38
4989,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Folate Metabolism,1.38
4990,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,tRNA Charging,1.38
4991,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
4992,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
4993,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Purine and Pyrimidine Biosynthesis,1.38
4994,mixed non-competitive inhibitor of propionyl transfer to serine with respect to propionyl-CoA,,2.3.1.30,,,72,glycine,657835,-,Escherichia coli,BRENDA,gly,CHEBI:57305,serat,Cysteine Metabolism,Threonine and Lysine Metabolism,1.38
4995,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Biomass and maintenance functions,1.38
4996,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Alanine and Aspartate Metabolism,1.38
4997,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
4998,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,tRNA Charging,1.38
4999,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
5000,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Cysteine Metabolism,1.38
5001,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Murein Recycling,1.38
5002,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,Cell Envelope Biosynthesis,1.38
5003,noncompetitive against acetyl-CoA,,2.3.1.30,,,103,L-alanine,486778,-,Escherichia coli,BRENDA,ala__l,CHEBI:57972,serat,Cysteine Metabolism,"Valine, Leucine, and Isoleucine Metabolism",1.38
5004,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Biomass and maintenance functions,1.38
5005,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Cysteine Metabolism,1.38
5006,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,tRNA Charging,1.38
5007,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
5008,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
5009,,,2.3.1.30,,,336,L-Cys,676935,-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Methionine Metabolism,1.38
5010,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Biomass and maintenance functions,1.38
5011,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Cysteine Metabolism,1.38
5012,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,tRNA Charging,1.38
5013,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
5014,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
5015,,,2.3.1.30,,,74,L-cysteine,"486752, 486756, 486757, 486777",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,serat,Cysteine Metabolism,Methionine Metabolism,1.38
5016,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,Biomass and maintenance functions,1.38
5017,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,Cofactor and Prosthetic Group Biosynthesis,1.38
5018,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,Glycine and Serine Metabolism,1.38
5019,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,Glycerophospholipid Metabolism,1.38
5020,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,Cysteine Metabolism,1.38
5021,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,tRNA Charging,1.38
5022,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,"Transport, Inner Membrane",1.38
5023,"above 3 mM, weak",,2.3.1.30,,,95,L-serine,486752,-,Escherichia coli,BRENDA,ser__l,CHEBI:33384,serat,Cysteine Metabolism,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",1.38
5024,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Biomass and maintenance functions,
5025,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Alternate Carbon Metabolism,
5026,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Membrane Lipid Metabolism,
5027,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Pyruvate Metabolism,
5028,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",
5029,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Arginine and Proline Metabolism,
5030,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Citric Acid Cycle,
5031,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Cell Envelope Biosynthesis,
5032,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Glycine and Serine Metabolism,
5033,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,"Valine, Leucine, and Isoleucine Metabolism",
5034,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Anaplerotic Reactions,
5035,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Lipopolysaccharide Biosynthesis / Recycling,
5036,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Glycolysis/Gluconeogenesis,
5037,,Acetyl-CoA,2.3.1.41,C00024,,29,acetyl-CoA,486914,-,Escherichia coli,BRENDA,accoa,CHEBI:15351,3oas121,Cell Envelope Biosynthesis,Cysteine Metabolism,
5038,"about 50% inhibition at 1 M, complete inactivation at 4 M",,2.3.1.41,,,116,Urea,486918,-,Escherichia coli,BRENDA,urea,CHEBI:32285,3oas121,Cell Envelope Biosynthesis,Arginine and Proline Metabolism,
5039,"about 50% inhibition at 1 M, complete inactivation at 4 M",,2.3.1.41,,,116,Urea,486918,-,Escherichia coli,BRENDA,urea,CHEBI:32285,3oas121,Cell Envelope Biosynthesis,"Transport, Inner Membrane",
5040,slight feed-back inhibition,,2.3.1.46,,,957,D-methionine,487045,-,Escherichia coli,BRENDA,met__d,CHEBI:57932,hsst,Methionine Metabolism,"Transport, Inner Membrane",4.57
5041,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Biomass and maintenance functions,4.57
5042,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Cofactor and Prosthetic Group Biosynthesis,4.57
5043,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Methionine Metabolism,4.57
5044,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,tRNA Charging,4.57
5045,feed-back inhibition,,2.3.1.46,,,88,L-methionine,"487044, 487045",-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,"Transport, Inner Membrane",4.57
5046,feedback inhibition,,2.3.1.46,,,88,L-methionine,671413,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Biomass and maintenance functions,4.57
5047,feedback inhibition,,2.3.1.46,,,88,L-methionine,671413,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Cofactor and Prosthetic Group Biosynthesis,4.57
5048,feedback inhibition,,2.3.1.46,,,88,L-methionine,671413,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,Methionine Metabolism,4.57
5049,feedback inhibition,,2.3.1.46,,,88,L-methionine,671413,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,tRNA Charging,4.57
5050,feedback inhibition,,2.3.1.46,,,88,L-methionine,671413,-,Escherichia coli,BRENDA,met__l,CHEBI:57844,hsst,Methionine Metabolism,"Transport, Inner Membrane",4.57
5051,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Biomass and maintenance functions,4.57
5052,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Unassigned,4.57
5053,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Arginine and Proline Metabolism,4.57
5054,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Cofactor and Prosthetic Group Biosynthesis,4.57
5055,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Glycerophospholipid Metabolism,4.57
5056,feed-back inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,487044,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Methionine Metabolism,4.57
5057,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Biomass and maintenance functions,4.57
5058,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Unassigned,4.57
5059,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Arginine and Proline Metabolism,4.57
5060,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Cofactor and Prosthetic Group Biosynthesis,4.57
5061,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Glycerophospholipid Metabolism,4.57
5062,feedback inhibition,S-Adenosyl-L-methionine,2.3.1.46,C00019,,24,S-adenosyl-L-methionine,671413,-,Escherichia coli,BRENDA,amet,CHEBI:15414,hsst,Methionine Metabolism,Methionine Metabolism,4.57
5063,product inhibition in vivo,,2.3.1.47,,,1494,8-Amino-7-oxononanoate,487047,-,Escherichia coli,BRENDA,8aonn,CHEBI:57532,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,
5064,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,Biomass and maintenance functions,
5065,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,Cysteine Metabolism,
5066,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,tRNA Charging,
5067,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,"Transport, Inner Membrane",
5068,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,Cofactor and Prosthetic Group Biosynthesis,
5069,,,2.3.1.47,,,74,L-cysteine,"487047, 487051",-,Escherichia coli,BRENDA,cys__l,CHEBI:35235,aoxsr2,Cofactor and Prosthetic Group Biosynthesis,Methionine Metabolism,
5070,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Alternate Carbon Metabolism,2.345
5071,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Methylglyoxal Metabolism,2.345
5072,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Cofactor and Prosthetic Group Biosynthesis,2.345
5073,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Unassigned,2.345
5074,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Oxidative Phosphorylation,2.345
5075,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Inorganic Ion Transport and Metabolism,2.345
5076,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Citric Acid Cycle,2.345
5077,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Glycine and Serine Metabolism,2.345
5078,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Nitrogen Metabolism,2.345
5079,,,2.3.1.54,,,32877,dioxygen,487236,-,Escherichia coli,BRENDA,o2,CHEBI:27140,obtfl,Alternate Carbon Metabolism,Nucleotide Salvage Pathway,2.345
5080,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Cofactor and Prosthetic Group Biosynthesis,2.345
5081,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Pyruvate Metabolism,2.345
5082,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Alternate Carbon Metabolism,2.345
5083,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,"Transport, Inner Membrane",2.345
5084,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Folate Metabolism,2.345
5085,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Purine and Pyrimidine Biosynthesis,2.345
5086,product inhibition,Formate,2.3.1.54,C00058,,120,formate,487220,-,Escherichia coli,BRENDA,for,CHEBI:30751,obtfl,Alternate Carbon Metabolism,Lipopolysaccharide Biosynthesis / Recycling,2.345
5087,,,2.3.1.54,,,36,S-adenosyl-L-homocysteine,"487219, 487221",-,Escherichia coli,BRENDA,ahcys,CHEBI:57856,obtfl,Alternate Carbon Metabolism,Unassigned,2.345
5088,,,2.3.1.54,,,36,S-adenosyl-L-homocysteine,"487219, 487221",-,Escherichia coli,BRENDA,ahcys,CHEBI:57856,obtfl,Alternate Carbon Metabolism,Methionine Metabolism,2.345
5089,,,2.3.1.54,,,36,S-adenosyl-L-homocysteine,"487219, 487221",-,Escherichia coli,BRENDA,ahcys,CHEBI:57856,obtfl,Alternate Carbon Metabolism,Cofactor and Prosthetic Group Biosynthesis,2.345
5090,,,2.3.1.54,,,36,S-adenosyl-L-homocysteine,"487219, 487221",-,Escherichia coli,BRENDA,ahcys,CHEBI:57856,obtfl,Alternate Carbon Metabolism,Glycerophospholipid Metabolism,2.345
5091,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Biomass and maintenance functions,0.435
5092,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Alternate Carbon Metabolism,0.435
5093,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Membrane Lipid Metabolism,0.435
5094,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Pyruvate Metabolism,0.435
5095,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",0.435
5096,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Arginine and Proline Metabolism,0.435
5097,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Cofactor and Prosthetic Group Biosynthesis,0.435
5098,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Citric Acid Cycle,0.435
5099,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Oxidative Phosphorylation,0.435
5100,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Cell Envelope Biosynthesis,0.435
5101,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Glycine and Serine Metabolism,0.435
5102,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Methionine Metabolism,0.435
5103,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,"Valine, Leucine, and Isoleucine Metabolism",0.435
5104,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Anaplerotic Reactions,0.435
5105,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Lipopolysaccharide Biosynthesis / Recycling,0.435
5106,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Glycolysis/Gluconeogenesis,0.435
5107,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Cysteine Metabolism,0.435
5108,product inhibition,CoA,2.3.1.79,C00010,,5141,CoA-SH,487511,-,Escherichia coli,BRENDA,coa,CHEBI:15346,maltatr,Alternate Carbon Metabolism,Threonine and Lysine Metabolism,0.435
5109,competitive versus TAMRA peptide,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,2.3.1.129,C04738,,87729,UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine,720069,-,Escherichia coli,BRENDA,u3aga,CHEBI:61537,uagaat,Lipopolysaccharide Biosynthesis / Recycling,Lipopolysaccharide Biosynthesis / Recycling,
